 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
d	0.651538438	0.0549950236	0.17700177456	0.008073702936	0.002822838106	0.004503939848	0.014750469462	0.001852697262	0.005063863574	0.00441466286	0.00513617758	0.00900395039	0.010573682166	0.003954453028	0.00159876605	0.004918688758	0.0397968938224
ò	0.71746051	0.244092742	0.0249292036	0.0031573980108	0.002043411376	0.00026734293728	0.0009029558844	0.0004971630324	0.000571021448	0.00133302567126	0.000817975998	0.0001286148712	0.000186366799	0.00018892775016	9.9230848174e-05	0.0002488452989	0.0030754153221
p	0.83284672	0.1462772652	0.004690364564	0.0041286105588	0.0008397688574	0.00032803778732	0.0009572742812	0.00021689039934	0.0008918866986	0.00131265265262	0.0018172848754	0.0002474467256	0.0013470714628	0.00114650633994	0.000836796709625	0.00162944156974	0.000485990347498
o	0.552854084	0.28966084	0.04774425194	0.01945304086	0.006961624592	0.005485914968	0.00648113102	0.0074201209052	0.005290736354	0.004487367318	0.0058523096	0.003222270586	0.004344903752	0.0072122513	0.002369243754	0.003137334035	0.028022735268
G	0.2428071261	0.70024254	0.0450416684	0.00297975938	0.002072619956	0.000838599229314	0.00073060230944	0.000570912778768	0.000424853098	0.00116086203784	0.001107071022	0.00040537654	0.00029722631336	0.00019228508005	0.000192506233813	0.000379997928795	0.000555982429659
i	0.0858086374	0.503402698	0.1811705274	0.04013934494	0.0109760972	0.00457931353	0.0185682544	0.01209375978	0.01889993078	0.016953789192	0.02060531222	0.01290038493	0.0145764414	0.01626133428	0.012080576588	0.0102387019	0.0207447896904
o	0.080460809	0.730746314	0.0470355138	0.045790202919	0.009867264428	0.0077570902172	0.0100665673606	0.001592377586	0.009560105623	0.0133483298897	0.012347187046	0.00362393878014	0.0092902285457	0.00609855512691	0.00451421947486	0.00471238355881	0.00318900306024
v	0.002362193078	0.7084332	0.2659185862	0.00967091544	0.005674339316	0.00117120022168	0.0005802450686	0.00113231103099	0.00019985898294	0.000877831652274	0.00104823274	0.0004318522324	0.0005851093002	0.00017774156878	8.36200765952e-05	0.00023921769311	0.0014134720375
à	0.0062914834158	0.3494862348	0.429927576	0.0449267591	0.0438408361	0.006392002268	0.01297915278	0.0081487057	0.009164885138	0.011985463886	0.00824630822	0.002676770744	0.003030542972	0.008109984028	0.00163458888	0.008734829546	0.0444239513792
n	0.0090987408512	0.56578677	0.3283758472	0.0202889608	0.02805647936	0.004025203806	0.00236372664	0.03336461456	0.001141445358	0.002877958144	0.001785074158	0.000579037574	0.000712068315	0.0004857882512	0.000283281184	0.0002547370212	0.000520245126
n	0.0129574013313	0.335658744	0.4887502164	0.0149766148	0.018802368912	0.003733393388	0.0044762347	0.007214928211	0.005222375106	0.00544355918	0.00404905291	0.002893433772	0.00293100842	0.00512805312	0.001669259776	0.007117872628	0.078975569312
i	0.01634294646	0.2788468816	0.194367072	0.06735881686	0.19761107674	0.0276630921682	0.0296608156092	0.030029276898	0.01445626497	0.0214996555003	0.033640400788	0.011890485986	0.0151707285981	0.0106690937296	0.0089432697394	0.012689385474	0.02916084352
j	0.00073540802118	0.1186551042	0.61637356	0.165561628	0.04169671708	0.024750624824	0.01782052196	0.002648249014	0.0039708552028	0.0019533108822	0.002703360188	0.0008966649116	0.00070499525126	0.00037799758888	0.000108788733568	0.0004054862607	0.0006367397077
ù	0.0019147748886	0.0416808868	0.440129194	0.19736337	0.0679043624	0.01303303824	0.0290710526	0.0117774886	0.0244228294	0.02276005946	0.0231586804	0.01290815834	0.019469466	0.01783485654	0.01154998288	0.0186285264	0.0463931839644
r	0.000828895693726	0.0582625962	0.3711063212	0.28845499	0.2109620081	0.01894961278	0.012176085332	0.015797448886	0.003080748104	0.004516438852	0.00358135977	0.00229554286	0.0025898452752	0.001590068798	0.0012079428242	0.0018902920678	0.0027096192232
i	0.00563466598179	0.0538222994	0.4177882528	0.251974734	0.1171607882	0.0133568482	0.02893719	0.01915789374	0.01566580958	0.01344389974	0.0126267124	0.0058414333	0.01025841026	0.01109682712	0.00454233246	0.0062846555	0.01240719228
s	0.000214541023836	0.0067676419	0.149171276	0.634366008	0.0916679948	0.065299261466	0.03696742684	0.0045910831917	0.002620564954	0.0022291751204	0.00372588194	0.00136088509	0.000417132586	0.000182177846	7.87692696e-05	0.0001290900222	0.00021108507
e	0.00181428115723	0.00509885616	0.1441088872	0.494769152	0.186224996	0.0300407626	0.0401597744	0.00979770355	0.01269640236	0.01300753422	0.0136015624	0.00529287898	0.00788203544	0.00655632244	0.004434691532	0.00486854752	0.0196454081156
o	0.00047380885552	0.00276780894	0.0476460114	0.624339364	0.1430016305	0.0928875916	0.0576616674	0.0090963355712	0.00521482528	0.0034598841344	0.00610715078	0.0039045443	0.001007470672	0.000774540576	0.0002959162008	0.000416708774	0.000944791351
v	0.00054977373032	0.004146240898	0.031998877	0.404479386	0.260169452	0.1111811444	0.06525095688	0.040535574663	0.00917125445	0.0091783532994	0.04161377052	0.011665588014	0.002564736692	0.0011241712644	0.0009710867852	0.001232330838	0.0041672527224
r	0.00213838504538	0.0082446272	0.05543391426	0.368743344	0.198431244	0.039993318	0.0772547848	0.08960535086	0.01839520916	0.01599587764	0.0223835692	0.005079956066	0.00775204732	0.01008057708	0.003506916454	0.01371789294	0.063242893656
à	0.00105481031332	0.00582123802	0.031713562	0.1539068012	0.2241394956	0.174777283	0.13020259	0.01518760506	0.03702938554	0.0072875747	0.0098948576	0.00494410982	0.00837643391	0.01592873958	0.004924557456	0.03988873564	0.134922294556
i	0.000319493532296	0.00993343322	0.0230462231	0.203157065	0.270963927	0.18075794	0.153426714	0.0291935761	0.01234858968	0.0124074228	0.0104004568	0.05845180486	0.0213768834	0.00511072054	0.00336355168	0.001693322078	0.00404898768
è	0.000234636468947	0.00077069998294	0.0050293580286	0.0973521518	0.13731482772	0.2893190056	0.194478068	0.024262774364	0.0247141418	0.029550233876	0.0565684766	0.10873902948	0.01910996986	0.00522961276	0.00218521476	0.00210454265	0.00303718728
s	0.000116826759419	0.00035175898	0.004460281986	0.036818735	0.1996056746	0.1476416844	0.194454711	0.096695716606	0.02208868806	0.059669389084	0.039493614	0.149658889	0.0267305848	0.0079160621	0.00512995933	0.004351683644	0.004815732392
s	0.000726086444519	0.00102126304	0.011522217316	0.0475488378	0.1373563234	0.1513442568	0.360071014	0.064584474	0.0335891286	0.0407175508	0.0293451588	0.02034212472	0.009004021726	0.008180879654	0.007452063872	0.036834766894	0.040360123252
u	0.000553574626691	0.000955596073	0.0042798175	0.0478639279	0.22210035586	0.197064104	0.156328688	0.0786852226	0.059464121	0.0406457516	0.0346870173	0.01758584028	0.01550282996	0.01043134546	0.009278989412	0.01962619752	0.084946591428
ì	0.000181312831852	0.0003655705482	0.0009101677336	0.0191794021	0.0270693886718	0.24625717	0.29601312	0.108279275	0.118572246	0.0288562368	0.026985833	0.07631889096	0.03303690974	0.00782183	0.002110460112	0.003473750764	0.004568330174
b	0.000115610114992	0.0001384598922	0.0010865693416	0.0100347031	0.070567284261	0.08548719074	0.152437464	0.186421530208	0.03374991696	0.127561444028	0.0776459686	0.1201117452	0.105198478	0.015498136532	0.007442788976	0.003942870786	0.002559607984
b	0.000407465729967	0.000695130348	0.005653294646	0.0168908492	0.10768883721	0.0912641614	0.1896863946	0.0872061968	0.0480584892	0.1074633492	0.12342865068	0.03479760974	0.0332217868	0.03107946188	0.01436391844	0.0477470316	0.060347317009
i	0.00118515904301	0.001155316728	0.004492748598	0.041574862	0.148820386892	0.085695622	0.1337962084	0.0852815058	0.095759134	0.075944534	0.1108186018	0.0447616294	0.0573930817	0.01908586036	0.010804853284	0.0248000496	0.0586304649012
e	0.000258913479956	0.0003375962406	0.0005276458321	0.006683398656	0.0090424973712	0.0808166207	0.178878554	0.10666929	0.277910546	0.0859231508	0.0645638402	0.0523332974	0.1002845548	0.02196891804	0.004696982016	0.002219889708	0.0068841458
p	0.000111956980181	0.000727814027307	0.000711342456084	0.0040137956432	0.0122744300424	0.05884056632	0.11363978016	0.11325934982	0.248482542	0.1286600396	0.0989674734	0.0439179288	0.11405036762	0.04692600292	0.00562931794	0.0047882456	0.004999120574
o	0.00190999356118	0.00339237030896	0.0106513737046	0.024073171426	0.0443563432086	0.02722268554	0.0684404658	0.0689239374	0.2965990994	0.096718565	0.0473436654	0.0228267181	0.0529258282	0.065542765	0.03871828014	0.0748625436	0.0554922285562
d	0.000262432785583	0.000466164965794	0.000500034644028	0.00199457853	0.0025260779106	0.034349237504	0.101584986866	0.1321115177	0.397151752	0.120747384	0.0581498038	0.0456676062	0.05112441674	0.03173665874	0.00901957618	0.004068455176	0.008539357468
d	0.00131912616753	0.0019898515219	0.00206631937753	0.0067296563198	0.0307292408681	0.034517798833	0.05375678996	0.07263131376	0.247656014	0.125888682	0.0568739996	0.0310399698	0.0497602236	0.04315621	0.05062631496	0.1209895186	0.0702691225846
h	0.000399267550721	0.00118867603	0.0007350582448	0.008936296412	0.004885315088	0.0151083136	0.03214252918	0.14707945568	0.1830601314	0.1360775788	0.0625949048	0.03102925666	0.0254881358	0.031254524	0.01654840828	0.07438393348	0.229088165858
ì	0.00881651779132	0.001932328752	0.001250233634	0.00341839476	0.004624918812	0.01828125552	0.0261575708	0.07517749064	0.233314072	0.1327278372	0.0803486814	0.03270467656	0.0544993537	0.0911213996	0.0204759912	0.03709341386	0.1780557325
s	0.000120701467525	7.6237578852e-05	0.0002625914916	0.00104570538526	0.00260687331179	0.00644685374738	0.0429255814456	0.145461839044	0.1183526054	0.301443627	0.0970900602	0.0785007024	0.151562927	0.0307463102	0.00851918532	0.0109289264	0.003909132976
t	0.00279489855687	0.00136709266204	0.00139325492182	0.00226105850554	0.00859450912118	0.0141628713776	0.071086871774	0.107992921898	0.1212593768	0.240417641	0.0871848532	0.0346186058	0.0653701552	0.0474570474	0.0302942782	0.1060325804	0.05771209528
r	0.000411306516672	0.0005856735604	0.0007657653716	0.002312014548	0.005296868004	0.0123424454	0.0358751544	0.21641163268	0.180277576	0.1484640612	0.0775678936	0.0575764496	0.05158970762	0.01872456796	0.01396554038	0.01054217986	0.16729119382
à	0.000438963704871	0.0003946534733	0.000607838353194	0.002059553498	0.011916366833	0.011013216508	0.0209687381	0.178940766816	0.1706328762	0.12978933	0.113183276	0.051192694	0.1246644072	0.04164247736	0.01298454736	0.05230505572	0.077265206902
k	3.32906642689e-05	2.028199092e-05	0.000194234063753	0.00050678502772	0.00136925833488	0.00428743880663	0.0238298541174	0.122713166753	0.14192319744	0.2935624486	0.0774768672	0.0587558078	0.0862317924	0.0312986292	0.018936677	0.132686253152	0.00617403254
k	0.00236296404883	0.0008099767644	0.002426958172	0.0035668461756	0.0147230511685	0.0178795287007	0.038641112162	0.119602184871	0.1519105958	0.2368124614	0.08637090112	0.04823772746	0.0753046804	0.0602109442	0.0340159136	0.08269906306	0.02442496484
o	0.000423308243014	0.0006913499934	0.001214367906	0.00241610108	0.00359758787	0.01026670508	0.02857582508	0.15748332376	0.1872887804	0.200720112	0.0872187314	0.04821676974	0.0827924484	0.0205536075	0.00965773814	0.018302394492	0.14058093136
j	0.0002831037249	0.00026487884048	0.0002662755532	0.00078280689232	0.00034227469404	0.00494266099568	0.0146773418834	0.125953077166	0.2627000594	0.118644518	0.1261582302	0.0703024688	0.0774251158	0.067296135	0.02992206136	0.07719199516	0.02284700956
a	0.000836906867747	0.0012997401052	0.0009149724546	0.001391617498	0.0037946962752	0.00593763544	0.02245394778	0.0728880201927	0.14901096448	0.1135239132	0.1183455149	0.08232710868	0.0877733986	0.0692179148	0.0734881166	0.130934168	0.0658614309766
t	0.0001848191542	0.00028693568314	0.00040047494806	0.0008109087676	0.0004193309186	0.0031288789554	0.007809721008	0.08228495664	0.23826249	0.082023567	0.09429949244	0.09721345486	0.0762221224	0.1167834566	0.1223933586	0.0445212948	0.03295474806
ì	0.00104669906897	0.0011487900074	0.00117483082822	0.001454015908	0.0034021685606	0.004817280404	0.017339664	0.0495068055206	0.1524341658	0.0978217146	0.0947526342	0.06398102452	0.0669085588	0.052050627	0.0471884388	0.1926004246	0.152371996059
ì	6.136354305e-05	5.266629036e-05	0.000114798468258	0.00033624249638	0.00165766894287	0.00154925725774	0.0068163112728	0.106495463845	0.0446231698	0.21311405	0.0764621648	0.1049968992	0.128265719	0.0725492566	0.0619123896	0.1368716195	0.04412095652
