 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.905708146	0.04474994746	0.001284372714	0.00396884417	0.000839273798	0.0026610827	0.0011984701808	0.00304719570959	0.0365426320659
g	0.4662870352	0.504194944	0.02057468878	0.0031223962228	0.0007829984758	0.0010302501708	0.000104923000463	0.00109813484535	0.00280456517302
e	0.2683421992	0.405962068	0.12458492302	0.0738554659	0.02523478398	0.037541938828	0.03523865836	0.00678149943	0.0224585149712
n	0.16204033752	0.810895292	0.02135240056	0.002359864438	0.000911314244	0.0008487372778	0.00028997615732	0.00046702570108	0.0008350911026
i	0.0985251429	0.807686408	0.03584762012	0.02114581474	0.012885807308	0.00475329992	0.003078935286	0.002094639725	0.0139822933528
t	0.0651521412	0.79032672	0.1047502728	0.01364471968	0.0084684301	0.00689324536	0.0021681744212	0.0035746696868	0.005021561432
ò	0.135972653874	0.676260848	0.0620666208	0.024808233	0.020833563	0.05701967988	0.00906182468	0.001887896502	0.01208881876
r	0.02364885748	0.520215852	0.2533373808	0.1013592658	0.03261894416	0.01527769268	0.002268876588	0.0202663304	0.0310069658
u	0.0923105288	0.4455959	0.21184839	0.1349836386	0.017489616	0.03245211256	0.00712260474	0.0157744743	0.042422623088
e	0.025748273248	0.0954380344	0.50944698	0.228055328	0.0850284958	0.0210878315	0.0224751401478	0.00737863654	0.00534149926
n	0.00274342329812	0.0386869377	0.39847726	0.316825316	0.16758822	0.0398868804	0.0081546369222	0.002074516641	0.02556283327
è	0.0098293468738	0.02701079446	0.0737097298	0.2107838968	0.403097181	0.112000421	0.09039744254	0.012570682234	0.060600567356
n	0.001489884778	0.02651456263	0.135359853	0.48070521	0.137006514	0.085141724	0.0357365727232	0.02288942196	0.07515616518
u	0.0184533476825	0.026764898066	0.1184050838	0.382175362	0.2875159542	0.0830750676	0.027252531456	0.0179896592	0.03836803908
s	0.00132377780917	0.00183931536266	0.020567840578	0.13112654592	0.266400084	0.449353542	0.0970159595	0.025674533364	0.006698428754
a	0.00518036776718	0.006362447049	0.00876647024	0.1026294262	0.2908617624	0.239431085	0.234498978	0.028699124124	0.08357039494
l	0.00170419354146	0.00300378034652	0.00727706828	0.03841563334	0.126602036	0.51044646	0.236509851	0.05058338864	0.02545766242
l	0.0070664184313	0.00221862972864	0.001860666696	0.02475666234	0.1364465051	0.12463478634	0.524596012	0.11962713715	0.058793186794
i	0.002874903369	0.001969330884	0.001800713572	0.018938764	0.03814449434	0.0472837056	0.52570079	0.182988942974	0.180298251241
m	0.0031540089062	0.002355491601	0.002656042886	0.008585103386	0.0725323602	0.20467612448	0.298639834	0.134949263	0.2724518032
o	0.0176842053347	0.00418909143552	0.005411215596	0.00870255106	0.093677572	0.120520994	0.44950238	0.183642599063	0.116669399039
n	0.00248729682256	0.005228505465	0.0024424880566	0.0071095329372	0.014867596052	0.168246495	0.471503528	0.194146259	0.13396844034
ì	0.00459723042554	0.00594994199486	0.00469305628868	0.0088078192226	0.053120627114	0.061387441	0.445979686	0.2230571417	0.192406904286
s	0.0019174898385	0.00247232319684	0.00976352343792	0.02074176364	0.020118182072	0.07281750466	0.293258121014	0.417215924	0.1616951714
o	0.00596173267719	0.00869381791513	0.00654821268288	0.01198413423	0.056786033228	0.0940923392	0.2591354706	0.397657178	0.1591411274
m	0.00163594650202	0.00204853159771	0.00051733589688	0.0015748065666	0.00153719434	0.007271841194	0.04458172334	0.743946168	0.1968865648
e	0.0255164716412	0.00408771665193	0.00446627036508	0.0020791774508	0.006352244605	0.00743361344	0.27111295532	0.424020493494	0.254931148102
m	0.00155055874647	0.00383243928879	0.00069903647682	0.0017482096604	0.0011697746148	0.00597952895	0.05747879164	0.71951353	0.208027962
a	0.0193410117176	0.00227436411538	0.00246104459834	0.001820444296	0.0045322528668	0.004266989088	0.23850078704	0.356236403354	0.370566657981
i	0.0005923641306	0.00301284367175	0.000645485515148	0.0017196117504	0.0011781550496	0.0027923421992	0.048299491114	0.698394276	0.24336548
</S>	0.00030209849086	0.00342185069157	0.0018439060536	0.0081475651	0.001414455517	0.005069622374	0.034621392392	0.472302976	0.472876039
