 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.919808292	0.0302297318	0.001192020942	0.0173563208	0.002553200548	0.0023753333688	0.00364894694	0.001252934582	0.000672047094	0.00065108334	0.007412373013	0.012847831106
a	0.84336611	0.13336922156	0.00104894887	0.00710308063	0.000757248586	0.000938588734	0.0055052181048	0.00366658936194	0.00031934978506	0.00023903999916	0.0004276211196	0.00325890558912
p	0.35449817234	0.6198623044	0.00925215056	0.00445954636	0.001693060335	0.00122102460328	0.00350134855148	0.00425940303968	0.000174098717273	0.000114934744307	0.000203757963289	0.000760264618721
e	0.248824082	0.325605985968	0.05795960584	0.1490462208	0.042409353	0.01116283702	0.094488991676	0.023537771864	0.00263142664806	0.0019574664742	0.018928296117	0.0234479962146
d	0.347974857062	0.5865780814	0.03210385244	0.00985186484	0.0055169520172	0.0035564151916	0.0048294321632	0.00621507236797	0.000755993293544	0.000585111145916	0.0012921243898	0.000740253433478
ì	0.1901248565	0.23349224386	0.1542852066	0.1602228542	0.0258748247	0.00847850112	0.119900824465	0.05021459446	0.0098162516472	0.0069418044662	0.0155133824792	0.025134664408
a	0.0586655096152	0.4282540688	0.1961555752	0.1792483592	0.01042705068	0.00650586528	0.036890630204	0.062938561148	0.0017632625914	0.0014888020292	0.0092878310934	0.008374470266
e	0.02506865148	0.1011020766	0.57415159	0.16815025	0.05267450504	0.028265489414	0.01679165564	0.0191127242279	0.00217314907009	0.00152606467876	0.00286842819893	0.00811541418893
s	0.0027454456132	0.0407317292	0.3437562884	0.457399126	0.0646569572	0.02011131266	0.015748490386	0.0417169052325	0.00271003714522	0.00332252729157	0.00248661087908	0.0046146045612
ò	0.0123574308568	0.01074529288	0.103786439	0.605164624	0.0713444824	0.02226422652	0.050076418212	0.04175334792	0.008989218704	0.0075935761854	0.028000515495	0.0379243649168
z	0.0002055811006	0.01835870778	0.168194472	0.764686736	0.0315399926	0.00487407064	0.004179313794	0.0035523739652	0.000368220958	0.0002855880364	0.00141133331752	0.0023436902824
u	0.0105853954634	0.012871755264	0.151943457	0.521176942	0.16329317382	0.03728819726	0.0513509554168	0.002061755188	0.0020915403282	0.00238666868606	0.0086630788436	0.0362870225222
n	0.00024879602216	0.007929590324	0.096690574	0.1268961386	0.597384686	0.1320792472	0.02454101846	0.00557802719	0.002210028678	0.0014296170152	0.0008260871632	0.004186077402
e	0.00448980107671	0.0045653120514	0.032461572	0.323447194	0.372182236	0.0714535756	0.06612494814	0.05205840366	0.013871365428	0.010417256444	0.02709713484	0.021831182718
