 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.920304128	0.03851692252	0.00400642818	0.00798235195	0.0012110787944	0.000841682519	0.0011656332186	0.0040711491298	0.0219007397091
a	0.7896497	0.0290915859	0.152393303546	0.012421794486	0.00298455852244	0.00247842827502	0.00139498527528	0.00181593760426	0.00776964934368
n	0.636059317	0.220596189	0.0664394905	0.013342483904	0.0025517303798	0.00128377131968	0.00226448785146	0.0025775219144	0.0548850304024
o	0.26030044	0.528257586	0.0711322002	0.07147785012	0.01182064215	0.00298340954	0.009693563261	0.0158241539366	0.0285101329908
n	0.4206595576	0.44563319	0.0844039008	0.0221916135	0.00309437636	0.0010623223324	0.0057658071788	0.00487455687082	0.012314741104
ì	0.052643027	0.66005498	0.133559937	0.05156407634	0.01090961214	0.00533749856	0.006767288096	0.010983504544	0.0681800188786
s	0.142396062	0.56140249	0.204661046	0.0591490676	0.005602042328	0.0050686781	0.0027531194296	0.0062833158846	0.0126841090988
o	0.11196232206	0.46989474	0.248093442	0.0483352218	0.010182434672	0.01207544864	0.01741758033	0.008429255118	0.0736095446536
n	0.0439924943374	0.6663955	0.254524564	0.0244859212	0.004833221786	0.001285993523	0.001638106778	0.00055956043026	0.002284811667
t	0.011053991144	0.343153706	0.46107754	0.1056977668	0.01437160124	0.008179878866	0.005238698096	0.00646587483	0.044760849431
a	0.07978337162	0.444397214	0.210190088	0.096469113	0.04991531242	0.01619235378	0.02487261404	0.02365845243	0.05452148868
t	0.0162082088856	0.370947214	0.490911952	0.0756068484	0.0184711558	0.00430050583	0.009713596642	0.0044069577436	0.0094336022352
e	0.0082492351152	0.100562113	0.650637514	0.1254644654	0.0257356667	0.0223438481	0.014217475792	0.009795740668	0.0429939581496
s	0.0064046350194	0.1872382262	0.61765699	0.13897188	0.02346040768	0.0052418441	0.007158200248	0.0051545472366	0.008713243582
m	0.00973568919308	0.05570356346	0.636395994	0.156150672	0.03254354776	0.027454038	0.0123379131	0.01459147044	0.055087035812
à	0.071359418414	0.2343524716	0.38537783	0.108931652	0.0215147658	0.07387895107	0.01056295262	0.02012760155	0.0738942569915
n	0.0040522199794	0.0225474757	0.499179584	0.352488764	0.03048078886	0.0499930852	0.006633929432	0.0063838284194	0.02824046762
t	0.0123296342288	0.033965092132	0.4761786868	0.265990631	0.03452917072	0.0903266375	0.005952386748	0.00836893748	0.0723590445
e	0.016578061844	0.050412491	0.182495566	0.239938946	0.04857472	0.1505854368	0.0466419246	0.090105694	0.1746671608
ì	0.0013402411292	0.0079837759684	0.02906238806	0.658663864	0.22885888	0.03587590592	0.02078711518	0.008456574785	0.00897133352
t	0.000974200072056	0.00106855433868	0.0207283293	0.658160306	0.1380595106	0.0868120944	0.04691305512	0.037135427828	0.010148516139
s	0.0184467586349	0.0052579467629	0.02838632412	0.41935414	0.14619790596	0.16481785446	0.0248388977708	0.047051720264	0.145648429972
e	0.0019002629908	0.00712011802	0.03157180952	0.1492733028	0.0463089958	0.2070343214	0.038532307	0.2429847894	0.27527384776
r	0.000666876435146	0.00171265153305	0.005149140404	0.3133903376	0.3596324418	0.2001655296	0.0798108014	0.0190336011	0.02043869318
e	0.0125341504017	0.00704758390188	0.0156947374	0.098544935	0.250082012	0.372452094	0.0579127758	0.0739923794	0.111739452142
k	0.00163371696719	0.00203510878173	0.0061385119808	0.1057233496	0.334808334	0.346577472	0.123436038	0.0438443135	0.0358031776
a	0.0895030542353	0.00345627107156	0.007902861947	0.02785632114	0.1609447618	0.4864153674	0.1024983556	0.0592458544	0.0621768784572
n	0.00190678525022	0.0024729673244	0.0067162058619	0.0616703776	0.1861542674	0.241254634	0.344101572	0.09452050636	0.06120271922
a	0.00317168916174	0.00468811314696	0.0095562930574	0.01470298892	0.0654381378	0.4078909292	0.256607852	0.1440739982	0.093870129558
v	0.00410429259708	0.00121335298092	0.005416344332	0.02141247329	0.06300421394	0.124538704	0.466861018	0.2216940174	0.0917557968
r	0.0899246723724	0.00258107481516	0.0038909718832	0.013952867908	0.0368369523	0.2359255514	0.3675467844	0.138670415	0.11067059145
è	0.00799279318393	0.0039276694774	0.007627945122	0.01558471122	0.0198540514	0.088790692	0.1144723954	0.454660532	0.28708916755
t	0.000564754245673	0.000236189227052	0.00140129879	0.0133051514	0.016194886174	0.19561863992	0.0855411254	0.4499716914	0.2371662554
s	0.0223454554234	0.00207031765862	0.002035702852	0.002581133844	0.011619242956	0.16888248	0.20065644446	0.4002083084	0.1896007688
i	0.0178007555577	0.0112075434498	0.012822984068	0.0112710652	0.01247005546	0.0692107734	0.0380965488	0.353740212	0.4733801864
</S>	0.00590627410336	0.000576177634164	0.00336428225774	0.007004968172	0.00311161308	0.01469364416	0.0901450954	0.300989822	0.574208038
