 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.92883326	0.01796382824	0.008402419748	0.009463834246	0.0052945288886	0.0062213132898	0.0037565150854	0.0017478964314	0.0183165027048
f	0.91381901	0.061507771594	0.011073412912	0.00172256449876	0.00952380675998	0.000775033536752	0.000150367485906	0.00017355064434	0.00125449657283
è	0.2694654388	0.361348752	0.08649798746	0.1048343772	0.074741884006	0.0043728313832	0.003470208274	0.012911489612	0.08235705446
n	0.614943634	0.2757846634	0.0550760704	0.0265077444	0.01322969814	0.0069908865686	0.0012191157288	0.001276114469	0.0049721608388
e	0.4573930266	0.3894027928	0.1037060768	0.0127402852	0.004599390213	0.0032567897356	0.005989864086	0.001396626474	0.0215150408964
t	0.05801039294	0.652377492	0.27426551	0.0101383592	0.002648885028	0.00108155614	0.0004578238714	0.000352282294	0.000667660286
e	0.01089166182	0.631483886	0.137520686	0.0959835596	0.010965778408	0.00552997277	0.01423549817	0.00597022232	0.087418673878
k	0.0194539492096	0.391477146	0.52228782	0.0356417642	0.01532919484	0.005928134082	0.0034827620372	0.0011715016198	0.0052276571552
a	0.01713439378	0.347933979	0.2518456256	0.221810342	0.040981165832	0.013566926388	0.00704867302	0.00855096994	0.091127880749
o	0.0095001230942	0.088137255	0.702699428	0.1081926512	0.0403703696	0.019328202164	0.013292564702	0.001601617542	0.01687779252
l	0.0054603011724	0.0371511484	0.5356328752	0.254636694	0.08833633	0.01382546254	0.011664697428	0.002895525228	0.050396927322
à	0.002184193916	0.027437011086	0.1217688216	0.673655414	0.0382792824	0.02171312192	0.035762629	0.0303251592	0.048874233732
d	0.0047647125803	0.00680972124	0.0681081602	0.624429552	0.201995836	0.0600524394	0.01546573988	0.00809151488	0.01028229754
r	0.002117549254	0.0174832057	0.0423275464	0.630859924	0.1185275314	0.1091455116	0.00691786314	0.021151310852	0.05146960172
o	0.005801683288	0.06484068172	0.09178374972	0.27378424	0.15772508966	0.2200968904	0.0338794808	0.0290617542	0.12302649893
m	0.0032866343962	0.003504231476	0.0233152764	0.01813638528	0.402622322	0.170560006	0.2456123892	0.0308307656	0.102132107
b	0.00659153547364	0.00632570408	0.006720046172	0.1796897588	0.06638660046	0.3876816306	0.126494939	0.02270518114	0.197404544137
ì	0.0130914545268	0.014298953	0.0469056717	0.1052519706	0.1431712352	0.3771472292	0.0704187474	0.03785129194	0.191863465225
k	0.012994861032	0.006773144412	0.0330637764	0.0565717706	0.1517182086	0.333081063	0.280968558	0.0541063668	0.0707222352
e	0.0197674514363	0.0081151883312	0.00724082224	0.05993270328	0.07124331134	0.521253984	0.1384082596	0.0526602466	0.12137805161
a	0.0135422874349	0.00786511097858	0.0090851040419	0.000576491491	0.02079033944	0.034387202	0.645941344	0.187090273	0.0807218496
p	0.0005281462904	0.000955430145	0.000843274146	0.001785565156	0.01096911526	0.01276797014	0.245611634	0.644385196	0.0821537144
ò	0.005351273421	0.0065872252416	0.001045432755	0.00612416011	0.022428829872	0.01527903104	0.1536327412	0.617509038	0.17204214218
t	0.000172487200079	0.000468758343511	0.00126050611134	0.000951586368	0.00284963322	0.00670148978	0.02691389086	0.875156816	0.085524872
t	0.00211162988101	0.00364750673883	0.00091605883394	0.00244932375	0.004187644342	0.024456990606	0.0337431319	0.801125252	0.1273622822
u	0.00180692135897	0.0012530855568	0.001633804508	0.007389289589	0.01468445205	0.02850112078	0.0423401012	0.613483072	0.28890820064
</S>	0.00229194451589	0.00141204841666	0.0023711575432	0.00026219677104	0.0008761314178	0.0008070400846	0.00794133204	0.39424336	0.589794906
