 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.89587613	0.02543619328	0.009930712232	0.0092608557694	0.009714785758	0.004776137236	0.004566068971	0.0052561017102	0.002686555908	0.0043774808156	0.0281189270253
r	0.85437284	0.0979768132	0.0060321313	0.00251363916	0.000964351814	0.000946082255	0.0009761023973	0.00082894244928	0.00132418324854	0.0013471426658	0.0327177359564
t	0.3845538586	0.2624512332	0.09883674436	0.12867537006	0.024235992332	0.014959925064	0.0043104419376	0.003416800671	0.0016383928624	0.00469163337192	0.0722295273897
e	0.168350058	0.356790852	0.1454153192	0.139383685	0.06047057286	0.0449686928	0.01407181816	0.032177861488	0.0149242029134	0.0094986667718	0.01394818884
n	0.1261681967	0.738521772	0.078148272	0.05209426392	0.0025822761	0.000796250618	0.0002802965578	0.0002240382224	0.00015895084714	0.00012387414532	0.00090168358606
a	0.0267604832	0.436845896	0.3532151194	0.0360732646	0.01725651106	0.014450482616	0.008481405452	0.009191363466	0.0044671967266	0.001735572426	0.091522755504
i	0.03496404246	0.69801767	0.240471544	0.01735276848	0.004184087604	0.002410554584	0.00060769582146	0.00099802644362	8.1391398032e-05	6.917291998e-05	0.0008430539434
v	0.005680394828	0.503064977	0.289637023	0.14672952834	0.010352060412	0.007345335974	0.00590237885426	0.0029613080686	0.0007255685593	0.00125766159698	0.0263437712305
ò	0.002886066532	0.13360372108	0.468364326	0.2893441864	0.01509613384	0.00702845948	0.0105700051966	0.005122358666	0.00216144623	0.0149916999546	0.0508314902498
s	0.008236089948	0.21649078	0.615300014	0.14086793	0.00964134274	0.00319576108	0.001079173562	0.00086569459	0.00046070623	0.001091899816	0.00277065617
t	0.008533792331	0.082268717	0.465864864	0.263983282	0.0131835134	0.00570043454	0.0050417902028	0.00316577844	0.001873571443	0.0117454139112	0.138638784382
e	0.00382053964	0.0807963582	0.517552912	0.1194674476	0.0440983566	0.0259405508	0.01986819162	0.0292897926	0.030131703152	0.03959049669	0.08944361496
s	0.0008270631984	0.01841046646	0.245335	0.589772846	0.1074222988	0.02810405154	0.005186887824	0.003492409264	0.000384813528	0.0002258693204	0.0008382529914
t	0.0026244511181	0.0137708602	0.27544398	0.41661081	0.08136775	0.03955815306	0.0277602153	0.01624496518	0.01880786222	0.00529483972	0.102516057118
u	0.001110737212	0.072231334334	0.1153816644	0.4669312	0.097276847	0.0530998292	0.0327837708	0.03086386906	0.04513335562	0.03112075538	0.0540665899494
d	0.00023322643538	0.004352688724	0.08530972176	0.6544705	0.201622102	0.034354282	0.010074004652	0.00520771604	0.001119225458	0.000481124104	0.002775366806
i	0.00189016247	0.00728497218	0.0533319825	0.54203288	0.1976589952	0.0767333448	0.0377671782	0.02324204394	0.00872518048	0.01038509286	0.0409483018412
