 	se	vieni	a	casa	ogni	sabato	</S>
a	0.89263055	0.017430506188	0.01373102462	0.003570596526	0.003370727848	0.012305277736	0.0569612927798
n	0.5437860556	0.20358112	0.049193178894	0.00614717137	0.001291621868	0.00512604877547	0.190874813796
è	0.030577945612	0.1599864065	0.505263474	0.1587714132	0.07245573508	0.0096934265	0.0632515498118
r	0.077507195919	0.428052216	0.37208213692	0.07831179274	0.010828193084	0.0058348708052	0.027383662288
t	0.0332008207	0.2663507648	0.385642747	0.1907389514	0.011815463968	0.0050394039	0.107211819138
i	0.0356326637492	0.1708058076	0.240105642	0.2057088336	0.02301106524	0.039125969206	0.285610068615
è	0.00828388699	0.1687763632	0.60958774	0.172659098	0.01745319446	0.0022933594468	0.020946267698
s	0.0016347048666	0.092593417	0.2446769252	0.492583246	0.131249154	0.0216182891153	0.0156441643754
s	0.00274719384	0.03581291634	0.2777841608	0.533699848	0.0340952701	0.0272579068	0.088602709048
u	0.008102122713	0.03337145704	0.148797684	0.3884267936	0.03589433174	0.0979066628	0.287501045947
k	0.0016560306422	0.013171366062	0.1248862568	0.4074055808	0.390014625	0.01841904	0.0444471838
u	0.0060546904178	0.014858433586	0.14170573772	0.552654814	0.1335439172	0.0429157508	0.108266575904
à	0.00139828221148	0.01107081079	0.036948903074	0.16383551372	0.669894384	0.0601555226	0.0566966483
i	0.00361224130239	0.00420033698356	0.009353298663	0.06033771472	0.630499766	0.2679683538	0.02402827122
s	0.0002630790724	0.00313181971	0.007357484546	0.04106946692	0.669322116	0.17122707788	0.10762891636
à	0.000384784612038	0.0010831164166	0.0033034462186	0.02626798722	0.1254428274	0.645802984	0.1977147926
m	0.000643486636932	0.0022613222954	0.0010987094646	0.0119693439976	0.1262160024	0.737066826	0.1207443567
b	0.00193452725368	0.00139223971391	0.00369978626673	0.043781038186	0.10006885596	0.804129442	0.04499416024
a	0.00244702224208	0.002433857472	0.00430563434	0.01478883482	0.13904802908	0.578979148	0.257997414947
</S>	0.00278416148788	0.0027088302891	0.0043605784514	0.003028341616	0.08824416971	0.326095206	0.572778816
