 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.928196956	0.0388241214	0.004283590514	0.0006671162268	0.001414414214	0.0007358903744	0.000575082378	0.0047994286112	0.0205033381606
a	0.889798322	0.09660650236	0.0024440173	0.0011491458552	0.00222986281	0.0011120191903	0.000142037802	0.000287493093492	0.0062304810489
p	0.3632377508	0.61626416	0.01368768464	0.0021456142814	0.0007003067818	0.00105115961955	0.000105759576853	0.000117904005443	0.00268959865567
e	0.3985928434	0.35434975528	0.08692427026	0.072903007311	0.01906789446	0.018190352794	0.0033016750214	0.0137332180622	0.0329370401562
d	0.35792392848	0.5801888314	0.04321571196	0.009957081054	0.003993023944	0.00316818835089	0.00035790734222	0.000288964560775	0.0009064150476
ì	0.34994543156	0.27323698832	0.1969820634	0.0264586764	0.04481458708	0.03747697486	0.018533655624	0.018407418902	0.034144193582
a	0.126571440879	0.600477242	0.1694275496	0.0240893467	0.02302552782	0.005980222426	0.005215270664	0.006975839628	0.03823751518
m	0.01410297248	0.15069851042	0.645503482	0.067233041	0.064837362248	0.0135092674735	0.00766997994803	0.0121521773802	0.0242933079316
i	0.09196021792	0.09850812912	0.437944192	0.05460951238	0.0557451016	0.07279608962	0.01164246636	0.03667007118	0.140124282524
n	0.004152228258	0.07631449056	0.645912316	0.183696632	0.06356459148	0.0128948221676	0.0023715266416	0.002303395604	0.0087899089
c	0.0252114898612	0.02266422518	0.518217726	0.0747061968	0.1722003838	0.05747332132	0.01721962077	0.0107581206	0.101548989156
i	0.07693762436	0.08044378572	0.275843152	0.06553035952	0.11361512534	0.038637405406	0.041944948446	0.0624231694	0.244624382449
à	0.007296241714	0.014810152	0.239199058	0.2103350854	0.198157115	0.08505944693	0.038372602176	0.094565646994	0.1122045712
e	0.00612912104741	0.13565704386	0.2044784046	0.24216777	0.2044809954	0.133715808379	0.021531514444	0.0222956888462	0.029543710368
n	0.00178773095078	0.0270465257616	0.0402906804	0.283906338	0.32447922	0.272167326136	0.02075900533	0.0106219690022	0.01894121
i	0.0183609525814	0.007386818892	0.05085786574	0.1087104792	0.296613372	0.3113472126	0.0405481732	0.0526672374	0.11350796966
n	0.00207891058368	0.0037546330108	0.004982319226	0.160193807	0.3772852194	0.3079272134	0.07947171134	0.0196042088088	0.04470183818
d	0.0167484682768	0.00248598943084	0.0182606633	0.0603649611	0.3116362612	0.440499358	0.059905238	0.0312076342	0.0588915572
ì	0.053393779478	0.0107505571125	0.01923689987	0.0328316714	0.0574724358	0.2472547794	0.0709874822	0.1365264672	0.37154601188
n	0.0047656525912	0.0148643988	0.04145978406	0.133511469	0.126274651	0.34377969	0.1237319008	0.111217697	0.100394717
n	0.0305899273488	0.0165060699234	0.0244957797	0.06403381274	0.19387561588	0.4181193682	0.0620802522	0.09304129822	0.097257845
u	0.079264624673	0.05693751137	0.033278774384	0.02809596414	0.0432738228	0.1591615368	0.1198504824	0.1817502304	0.298387024
t	0.00386439423603	0.00162935218384	0.00170739916628	0.0245260859	0.08831561728	0.130851518	0.362470944	0.1788189146	0.207815778
t	0.00591282018465	0.00241533703989	0.0037777936072	0.00433062016	0.02268699776	0.218822213	0.2720764984	0.26001401	0.2099636602
e	0.00365254146665	0.00854438872751	0.003583930441	0.00635169866	0.02712361402	0.0781740424	0.19294803	0.319593514	0.360028206852
m	0.00298942421211	0.000673615319442	0.000691427580232	0.0049268685168	0.04238209392	0.0397167234	0.3579692094	0.361741644	0.188908772
a	0.0228756479211	0.00167516353088	0.0043962807546	0.004938786504	0.0340465302	0.1546289974	0.3121415988	0.2260996852	0.239197131167
n	0.00353522053574	0.0006942111184	0.0010753354968	0.002192981512	0.005369547948	0.0430080516	0.318258144	0.444191712	0.1816748228
i	0.00407916353216	0.00149226286136	0.0031324132502	0.001700243838	0.010122711978	0.0507907966	0.2045030368	0.501450362	0.22272896726
c	0.00107743541818	0.000318980458314	0.0005302368669	0.001753821508	0.004784816746	0.01980274712	0.1773710456	0.582607882	0.211753064
h	0.00682891171477	0.000532505044157	0.00168183409744	0.000969816831	0.0043451948188	0.01626496694	0.1453981172	0.534435578	0.28954307756
ò	0.00869324517395	0.000450117165406	0.0004388263218	0.00098231344746	0.001773033106	0.014127019886	0.0513387756	0.669739306	0.252457486877
t	0.00991998284175	0.00724521861072	0.00108748292792	0.00441408480209	0.00533128218548	0.0360892778788	0.04708372472	0.742908222	0.145920776
t	0.0408032821251	0.0162573911948	0.00603335582814	0.0154410552824	0.0130686077854	0.02825032806	0.032955807	0.663797644	0.1833925088
o	0.0690771826478	0.00531244792696	0.0073587785366	0.004709932612	0.00818534052	0.021978855274	0.02046486832	0.517134386	0.34577833
</S>	0.00170056004908	0.00044207988754	0.000822991004374	0.00068622291152	0.0018003317041	0.0079488551398	0.020021288636	0.367944292	0.598633414
