 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.880920128	0.06653130664	0.006629558574	0.004672941986	0.0054104455596	0.0115368730316	0.004071785393	0.0202267732361
t	0.93405807	0.0104285468	0.019693609036	0.000813803676	0.000978749142	0.0005625050812	0.000694527448668	0.032770162204
e	0.74007447	0.1164159562	0.0592002966	0.0078252301	0.03441560078	0.0185360163	0.001084713166	0.022447786816
l	0.82635074	0.1366661918	0.03453648848	0.001477443356	0.0004807043158	7.904844042e-05	8.380090763e-05	0.00032552829564
a	0.254855124	0.2737666732	0.157120608	0.098017436	0.0591389178	0.02980472052	0.04223073454	0.08506583148
e	0.2192280632	0.362332104	0.160297815	0.11420548152	0.04276238573	0.023860447798	0.038461653304	0.0388520473
M	0.007011095956	0.65486822	0.282814439	0.033762194174	0.010195632454	0.0013980489708	0.0008202639014	0.00913014693
a	0.14093114	0.140275896	0.284734936	0.2634346504	0.05747263388	0.025838029952	0.046394520048	0.04091833484
r	0.022524469948	0.478046331812	0.22330134636	0.06711676436	0.0471149207	0.039825688386	0.0554732599206	0.066597257402
ì	0.1825863548	0.1549969444	0.2494462526	0.1601518342	0.05324475172	0.067940896736	0.06440407454	0.0672288643
a	0.1442700353	0.3117571252	0.331406803	0.1535679846	0.020092738592	0.010141268844	0.009588760214	0.01917538
à	0.0021178522352	0.09006859928	0.509226406	0.349151356	0.0310782556	0.00769170276	0.002983513634	0.00768234034
v	0.006030827892	0.083246759	0.708804842	0.120694436	0.039925764054	0.023715968966	0.002125113484	0.015456197664
v	0.0335973896742	0.08692585135	0.4862245	0.2243808426	0.03135708292	0.0122028548394	0.0182858452928	0.107025603853
r	0.027629845106	0.06791375218	0.16842879148	0.3218473982	0.0780777304	0.04623871352	0.06913331164	0.22073058961
i	0.0574328574	0.0560508318	0.097274362006	0.286871034	0.15399084	0.0746617336	0.14686329384	0.12685505329
n	0.0061619858062	0.007163234138	0.032458279746	0.3638128688	0.401428922	0.136419936	0.0265260204	0.02602882154
a	0.0248797125755	0.006260973356	0.01344726255	0.2729648458	0.311135944	0.1446525688	0.0685204676	0.158138214671
r	0.014975096439	0.00254799984316	0.0175869191	0.1634267178	0.3677428288	0.31068849	0.0776807534	0.04535128864
t	0.0182245334695	0.0058966421386	0.00469308272	0.1239515364	0.2464051192	0.20509829	0.2138604358	0.181870388988
i	0.017235390336	0.01049317786	0.01913687794	0.1020897734	0.118879492	0.206648146	0.342738752	0.182778483018
s	0.00638945876546	0.002203520429	0.003778796183	0.0544766885	0.1691058656	0.338846336	0.291424408	0.1337749976
e	0.00973186290445	0.00275233660524	0.00251169492	0.03970153164	0.121685179	0.254551988	0.335630033	0.233435398476
m	0.002996998223	0.0004538090512	0.0015921809508	0.02004461768	0.0779656238	0.290572608	0.442673654	0.16370054574
è	0.0297120792886	0.0032311595176	0.005974313228	0.0127477951	0.1081011534	0.214249094	0.464352432	0.16163191282
n	0.00726738805642	0.00303930499582	0.00367691707	0.0104215959	0.030300878526	0.108651884	0.566680222	0.26996177
a	0.0361794280073	0.0239331119623	0.02737935842	0.01987982684	0.1238763878	0.1058763114	0.503433672	0.1594419226
</S>	0.0057382074522	0.0017620099356	0.0010235404088	0.0026659372	0.01410851098	0.0629481428	0.572117898	0.339635878
