 	le	melanzane	vogliono	ee	girate	</S>
t	0.774901378	0.1267881122	0.0058994937	0.002489837606	0.004415035214	0.0855060879638
e	0.800762088	0.126179471	0.03244040214	0.006202940258	0.0044481308238	0.029967020894
s	0.660299652	0.282790866	0.04336351684	0.005409195606	0.000648595437742	0.0074880500894
m	0.3548976366	0.4370524	0.10204041828	0.018154225916	0.02606488884	0.0617905619418
a	0.663249622	0.2471728902	0.033521315196	0.008809433416	0.014813091588	0.0324336858205
r	0.2573394754	0.7140949372	0.017837516592	0.004306975544	0.001034168935	0.005387048106
a	0.143008819	0.665312736	0.0910239715	0.02975197224	0.00914134508	0.06176101256
n	0.0982839293	0.826860116	0.046608237	0.013117142	0.002787522036	0.01234321018
g	0.05238674764	0.700096134	0.156564115	0.01854771058	0.01223913834	0.060166101432
i	0.1287927554	0.428368424	0.0894885104	0.08401981912	0.082677122	0.18665335084
à	0.08446869542	0.631538824	0.1386006994	0.0367474376	0.02909116374	0.0795532555
n	0.10615268423	0.2033285338	0.594792776	0.04197931148	0.01363368654	0.040113090626
e	0.04344586236	0.206934874	0.49561627	0.0323556818	0.0718473416	0.1497999357
t	0.0044885945552	0.08986724738	0.6014176	0.180541744	0.01702056632	0.1066642434
è	0.015538169312	0.0772894867	0.5639739088	0.1166909146	0.0716490348	0.154858609706
l	0.0004207554768	0.01332118022	0.820174656	0.1054713468	0.027390990926	0.03322124766
u	0.0198564382712	0.0347365149	0.666039012	0.0493580276	0.05012341724	0.17988669926
n	0.001211746937	0.013498958562	0.228780141	0.666370172	0.04904766	0.0410913268
e	0.0086851876873	0.0166224144581	0.178665856	0.451635192	0.2102535814	0.13413774272
e	0.0012469455374	0.0026614968094	0.0433441265	0.727117726	0.1414403953	0.08418920554
e	0.000378385206304	0.0087190203246	0.0159004894	0.627382108	0.296049428	0.0515706778
v	0.00027494794718	0.0054957124014	0.01088992406	0.49474378	0.444663396	0.04393220554
o	0.0028974276572	0.005752648648	0.02294108248	0.151602792	0.647442816	0.169363291368
t	0.00055522482076	0.0012417198736	0.009490342156	0.16906814	0.642689364	0.176955087
i	0.0070694475923	0.011382058474	0.00583865306	0.0847021918	0.678533896	0.21247380268
m	0.00027904088432	0.0009725748952	0.007193526798	0.08024204934	0.59542889	0.3158838828
m	0.00222122946138	0.0048307705262	0.003097436308	0.03432014576	0.707248096	0.2482822788
è	0.00380077085114	0.00275124689906	0.006790625036	0.09625960686	0.5690121	0.321385567838
n	0.00503210363394	0.0110390682682	0.00370401721	0.04134848594	0.620184978	0.318691311
e	0.0387952672424	0.0250785194577	0.037867370132	0.0580822299	0.464998366	0.375178178
</S>	0.0013313427083	0.0023308717514	0.005463560271	0.02057500387	0.2705103972	0.699788708
