 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.559735376	0.138685127	0.01835975098	0.015076303352	0.008999113222	0.019330496722	0.004823133396	0.041243568514	0.0547456681214	0.025953170262	0.007526782902	0.0240714676358	0.00496997203	0.0165475777192	0.0599325141123
t	0.8483884	0.0838378868	0.004468377678	0.002600035752	0.0033727467712	0.0009806460088	0.000708567437544	0.0183473826708	0.000467748851536	0.000809950716708	0.000198289130112	0.00027706250573	0.00032134220879	0.000815224372944	0.0344063378521
t	0.66120858712	0.1191812342	0.03269824516	0.018252477076	0.021359569424	0.0015039691708	0.003325525136	0.0060104762228	0.000396818086	0.0015675919108	0.002121154636	0.0003325949432	0.003956656091	0.0127755691249	0.115309682739
è	0.548938124	0.239788912	0.04937037288	0.066398333098	0.0178669211514	0.0275924667346	0.003498238142	0.01705145164	0.0021134743526	0.01549727383	0.0014428443888	0.0010524940932	0.0068017171852	0.0013406027422	0.00124679750926
d	0.0481358166	0.92986572	0.0120550462	0.002590731726	0.000826960714	0.000483903921	0.0003327891696	0.0022555706826	0.0002244223648	0.000293814445	0.00020155976928	0.00010482321614	0.0008903504124	5.10250008e-05	0.0016874132928
e	0.28525525634	0.579585084	0.078565404	0.01391139882	0.006753163028	0.00207815343	0.0029959389	0.005546530984	0.000888462928	0.003042541564	0.000974366578	0.00040811778248	0.001509303931	0.0006176324592	0.0178686062674
c	0.027241387132	0.395593446	0.484030488	0.0394937038	0.01417820198	0.004647864628	0.0053797315056	0.018956439996	0.0017690912478	0.00281071275	0.00235663462012	0.00104074407332	0.00185466301716	9.542219648e-05	0.0005513510374
i	0.054554395848	0.404827746	0.374562268	0.0462574623	0.03412208542	0.007381510244	0.00698210756	0.009049611648	0.0031191247992	0.01285718146	0.001844728422	0.00170074559422	0.002872407162	0.003370095674	0.0364984275894
d	0.006380287152	0.3724018666	0.5747723	0.0316077492	0.0056587442	0.000793983234	0.0033384090566	0.001642000594	0.0009845397622	0.0008913730076	0.0001310676396	0.00087307032086	7.028568068e-05	0.000278008149726	0.000176208918
è	0.019812876464	0.1682686476	0.47454881	0.1415613816	0.057355939272	0.008440416648	0.0143767489	0.0183363740852	0.004692254976	0.01484229063	0.002792425304	0.0017628838886	0.004075234162	0.009082739082	0.0600510019894
