 	la	pasta	vuole	sale	</S>
i	0.94977252	0.01154924348	0.00110800155	0.0120648768174	0.0255054410588
p	0.609926965	0.3255596222	0.059566263604	0.001429444794	0.0035177725337
à	0.16033195592	0.31041597434	0.10262524224	0.2790934558	0.147533354868
s	0.1186279768	0.843404576	0.0325250548	0.00310698998	0.002335322876
t	0.0809359058	0.501335588	0.2587398496	0.03233899614	0.126649593014
a	0.0519911126	0.610912494	0.06156691356	0.18427152872	0.0912580783732
t	0.01348562302	0.1789436412	0.6600486596	0.1116155744	0.0359064801
è	0.017973009876	0.04191771554	0.609824	0.069068882	0.261216500267
l	0.00578244896	0.0373486556	0.765486362	0.1186824768	0.0727000943
i	0.02950634596	0.034677769226	0.662740406	0.181184653	0.091890788968
à	0.002617779004	0.005579170914	0.209284468	0.634843824	0.147674824
l	0.00035834547459	0.00059871183362	0.0448223983	0.91560666	0.03861388054
a	0.0008972090128	0.00047240484376	0.02037972012	0.954428726	0.02382199316
</S>	0.0005037082563	0.0002411177748	0.0023071263	0.222048032	0.774899994
