 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.771774136	0.194919321668	0.00734848316	0.006742180144	0.0024453766976	0.002133899085	0.003074215572	0.0115623830354
g	0.466129938	0.2701994446	0.0941899372	0.059237951712	0.00804874975	0.018614605768	0.0103713963343	0.0732079814984
r	0.10745523576	0.76090363	0.0857076658	0.00791638658	0.003675512956	0.00230785683	0.00224490774	0.029788736494
a	0.27110419134	0.671027392	0.0264514878	0.01408439528	0.005431375372	0.001993495078	0.00487660314	0.0050311070752
t	0.093853064334	0.569211236	0.3248277324	0.00764641422	0.002123370188	0.000924489218	0.0005655017184	0.0008481134728
s	0.04629519422	0.68296382	0.1015053628	0.0341643882	0.019698258808	0.00480825252	0.00870803682	0.101856739056
a	0.13704983814	0.587066156	0.1684582488	0.01721161914	0.017371674092	0.030454074892	0.011434637324	0.0309536514282
è	0.026569558166	0.154701295	0.752986446	0.040529016	0.00749339368	0.0068598686	0.004960214098	0.005900285128
n	0.0104424827272	0.0448811427946	0.65835745	0.2060146696	0.017178224002	0.010204485502	0.0274844953198	0.02543696704
a	0.011389317542	0.08776979074	0.636075106	0.14501755	0.03061556768	0.012800777642	0.007430349274	0.0689014852884
n	0.0030923410096	0.006797791188	0.590167566	0.2553752584	0.09831977706	0.02346724162	0.005985810472	0.016794200668
g	0.0076595079958	0.025928575084	0.2429838268	0.379019265	0.1475522424	0.02143852272	0.01157685086	0.163841209934
r	0.01677663856	0.0225466556	0.215643584	0.2948238196	0.116634249	0.04894278724	0.0486295562	0.236002546624
à	0.03901414306	0.0921272084	0.1986444468	0.277752177	0.0791476962	0.0535450088	0.03381877736	0.225950451972
m	0.00368074862083	0.00473915701898	0.0598031736	0.3990571256	0.1752984824	0.03417041976	0.25564952346	0.067601383808
m	0.0210095007821	0.0338465553284	0.074733196	0.4427123592	0.2156188084	0.0343045524	0.06691053234	0.11086453974
a	0.061895471546	0.04134802388	0.1170931704	0.345221276	0.1907357884	0.03233104134	0.1251179172	0.086257235
a	0.00434597000219	0.0044440520773	0.01605709962	0.02807417908	0.384985856	0.448735548	0.04310984232	0.07024744414
d	0.0001815556258	0.00206990192658	0.003567026192	0.00833009618	0.2297965488	0.696240402	0.03297657692	0.02683785906
r	0.00193102375155	0.0119874724428	0.00520827406	0.05650873114	0.2845780052	0.209403586	0.3020952572	0.12828772061
e	0.00427450872	0.00566866925	0.03528529126	0.0726090648	0.0863895424	0.1506337234	0.285311466	0.359827858934
f	0.0003376642408	0.00175964739154	0.00231603379	0.011540862624	0.08481366924	0.420582658	0.238696822	0.239952776
ù	0.00171120347694	0.0045121262836	0.0024183480806	0.01177032566	0.1359847434	0.2664806164	0.387788655	0.189334113812
m	0.000758311838503	0.000776980925483	0.00433705684	0.0102805055	0.02808697188	0.1420319532	0.670015648	0.143712595
m	0.00616038955413	0.00862680390481	0.007142660282	0.02026125004	0.0662535404	0.2336405268	0.52591047	0.132004296
u	0.03095120422	0.0259769876798	0.03550784926	0.0398647986	0.0602944046	0.0702008578	0.478544124	0.258659620586
</S>	0.00201631069851	0.0027021659701	0.00308897825418	0.000687538572	0.00980929382	0.1363917476	0.348880518	0.496423308
