 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.881231788	0.0845866968	0.00230952198	0.002525812395	0.001963557674	0.0013834540594	0.0011229978946	0.0080271888078	0.016848852245
e	0.704920792	0.1501928768	0.02003551385	0.00904784779	0.017675305612	0.00954134991577	0.00695832993447	0.011670559265	0.0699574841085
f	0.594465851	0.38784313	0.007844145654	0.001508276976	0.0038741828572	0.00084714926216	0.000164285655028	0.00261568971316	0.00083720564322
ò	0.333520422	0.378084592	0.06451221052	0.0507030406	0.0535964832	0.02938779034	0.018490394858	0.0330505906614	0.0386546042519
r	0.07551517	0.86496595	0.0326135998	0.010638007	0.00783643832	0.002197912	0.0006040245906	0.00351024431031	0.002118699066
s	0.2377036912	0.371045334	0.152259011	0.0509371433	0.02790223812	0.03124670642	0.042976161444	0.001887783036	0.084041892998
i	0.261312828	0.330696986	0.0477117596	0.07280199646	0.08381469072	0.0374960444	0.040770469048	0.02509618392	0.10029897654
è	0.019418248392	0.3141270774	0.544109976	0.061557625	0.0382618283	0.007465417286	0.00155276868	0.0114481879952	0.00205894690609
n	0.00897253129	0.301515	0.57037873	0.0453324424	0.0342525326	0.00415024005	0.0060988241832	0.0158086426271	0.0134909781136
a	0.0077330048	0.25792958832	0.3151289304	0.3122064084	0.0586336024	0.0045821244	0.00257190767	0.002374062824	0.038840416368
m	0.001338250996	0.02519302588	0.563623284	0.1810730312	0.219680794	0.004580803406	0.001490265672	0.00180426753538	0.001216333736
b	0.0068792398646	0.01840213839	0.16074167152	0.539018676	0.1514747118	0.0253621974	0.011267094134	0.0086008088	0.078253460764
ì	0.0205357334	0.05308108974	0.2250230266	0.4131349852	0.0830118488	0.022326189346	0.018517138386	0.044390723416	0.119979212162
k	0.021171913716	0.0226163773	0.2590267134	0.231246972	0.39908813	0.0525148622	0.00283039388	0.005646124542	0.00585864184
e	0.0191756181476	0.007596949754	0.15835920134	0.355985104	0.3401736686	0.0774456797	0.00531275592	0.01127881494	0.024672205526
à	0.00437325227786	0.003399588827	0.04437738713	0.06442436748	0.794750188	0.072003501	0.00893999664	0.0038123197624	0.00391947684
t	0.000819857568022	0.0034191643776	0.01757369632	0.01069614024	0.799150324	0.0830155824	0.01785856554	0.046368168988	0.021098534928
t	0.00274682524918	0.00301446860334	0.01152040524	0.033791951156	0.5505969532	0.162000916	0.0174426873	0.07877934264	0.140106413386
i	0.0178530997488	0.004025749914	0.02477047754	0.04431408544	0.21810501	0.230747214	0.02243971922	0.1581854214	0.279559036632
f	0.0027391007817	0.0021395920132	0.0068717508114	0.002509330668	0.237466133	0.568831134	0.11465092	0.03941742728	0.02537466202
i	0.00294039418492	0.00411555601813	0.00351876202	0.01280178632	0.1720463226	0.562712804	0.0592629066	0.08540835628	0.097193016868
n	0.00437321642026	0.00330894276004	0.0040639668506	0.001591876644	0.0466081036	0.523793498	0.332353454	0.0516623606	0.03224459
è	0.00170221207883	0.00402586656833	0.0019082651582	0.0072225644928	0.0664284122	0.576165036	0.1586593128	0.0910772392	0.0928112294772
s	0.000232739354163	0.00123297762932	0.001595892848	0.001088198308	0.0288909912	0.53536231	0.19111765	0.2205375644	0.0199417024
t	0.00261732576884	0.00368247310954	0.0040416282392	0.0058416087503	0.02469830158	0.4835205668	0.1295031613	0.2404763472	0.105618679
r	0.00193733780186	0.0012860162046	0.00591186692	0.0059108693	0.0140379762	0.379902223	0.05361572186	0.256057773	0.281340230788
a	0.00419078266753	0.00487173045619	0.00932867502	0.0032092981	0.0370951736	0.2771937234	0.0896630726	0.336181504	0.238266149472
o	0.00311681929733	0.0026069256512	0.00250050575362	0.0010376118789	0.00270655372	0.1007717596	0.510308668	0.175613716	0.2013375248
l	0.000706267980742	0.0026982526362	0.0011572065122	0.0004268497789	0.003204944836	0.04162499902	0.642375834	0.237898116	0.06990768552
à	0.0075310096495	0.00709782929313	0.00166216707528	0.0057937610836	0.0142541388634	0.0817521398	0.273278046	0.503727648	0.1049032096
d	3.93380507909e-05	0.000236593788605	0.0002039154184	0.0002268064494	0.000621444504	0.00893368398	0.036919945	0.818602266	0.1342159508
r	0.000586328407025	0.00153636104515	0.00057105630484	0.0009873848848	0.00088739025	0.01988621978	0.09085205276	0.82809076	0.05660230276
o	0.000885372493917	0.000854745269374	0.004169037814	0.002466867172	0.011558459274	0.080781567126	0.05798456074	0.647004646	0.19429480609
</S>	0.00304036279157	0.003512402368	0.00223438857004	0.0008607696111	0.000914796468	0.01246891974	0.0794804228	0.284419964	0.61306798
