 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.903368972	0.02423123458	0.01699668004	0.003910375652	0.00171970629	0.00326758887	0.0100825212666	0.0364228856378
n	0.4792705266	0.262002461	0.07797123434	0.017392836344	0.001447243404	0.010309498812	0.0215700322615	0.130036189545
è	0.025279559086	0.2532507942	0.4841627	0.0902841702	0.0404331026	0.053921145108	0.004179651372	0.0484888235498
r	0.0591688448488	0.354377532	0.4189508245	0.0547348682	0.023254914836	0.001644908622	0.0032055370848	0.084662614096
k	0.04550644123	0.238907581	0.52428242	0.07992480418	0.009328072832	0.014490774978	0.0175776754086	0.0699822818325
e	0.077443075332	0.2524995542	0.2671652924	0.14868690942	0.09187693802	0.009075856051	0.014134823102	0.139117421662
s	0.0054487378648	0.1688302712	0.578630714	0.2276928168	0.0106569298	0.004772191908	0.001540569278	0.0024278207148
e	0.0089952614	0.0810003788	0.518150064	0.2352705974	0.0638915658	0.04102330566	0.00725771529	0.0444111291921
s	0.0054438540656	0.078740954	0.577836954	0.297436516	0.0291601008	0.00880117356	0.0010696360428	0.001510724616
e	0.005957635716	0.02367552092	0.4081380796	0.3177141488	0.1445936272	0.0420845273	0.009922421814	0.047913957009
s	0.0053944865806	0.03850459644	0.249163648	0.51651454	0.1598725574	0.01971071274	0.00590998408	0.00492939344
e	0.0079789751647	0.035515494048	0.26822075832	0.2694583116	0.2825348668	0.03383515996	0.0201026369106	0.0823538144972
t	0.0037997492728	0.06353752404	0.09759931476	0.383453762	0.344227642	0.0616057852	0.02955691736	0.0162193506
t	0.00598734720564	0.049345607121	0.113165628052	0.2402478386	0.397387848	0.040820942	0.047260878764	0.105783903704
à	0.003644919052	0.08086373176	0.073288836	0.3266851064	0.203914635	0.05581972798	0.13634297501	0.119440225922
s	0.00688790993294	0.011656222286	0.03230724632	0.055470556	0.648095876	0.1010183496	0.034241845	0.110322088
t	0.0212867765143	0.036036536322	0.055266806648	0.06755157334	0.611308224	0.083261579	0.0584031994	0.0668853111
e	0.005357613546	0.0101834675	0.0249037095	0.2033670246	0.351136414	0.05283129446	0.0752494804	0.2769709349
a	0.00079058083198	0.0101004797995	0.0131332769468	0.082285155654	0.1242861814	0.518348906	0.1472487426	0.103806775
n	0.00033959870752	0.00299560558568	0.008211818954	0.014248742876	0.09543968448	0.685883056	0.1536050864	0.03927645908
k	0.00112176519596	0.0029006001576	0.012840592876	0.0083361096834	0.073878342	0.392559442	0.2216488414	0.286714384808
ò	0.0067089470552	0.011225934908	0.015502603536	0.039221075	0.1628612612	0.1996016582	0.137918555	0.42695991476
r	0.00834716346531	0.0632940033151	0.01936510055	0.020075788352	0.1535562475	0.154914073	0.09844258148	0.482004998
a	0.0194065339141	0.027059662602	0.030982020241	0.01155596602	0.0890584452	0.386248462	0.375964368	0.0597244994
m	0.00446958665272	0.0191548472251	0.0362279990216	0.0179778887388	0.017211240532	0.1289874134	0.5648068588	0.211164314
a	0.00222772207339	0.00324113733008	0.0129392253873	0.0049868617551	0.019684326406	0.198538189	0.549970074	0.208412406228
r	0.00148806962757	0.0334917093394	0.025235055516	0.015321031987	0.0164360723824	0.039840356	0.566532792	0.301654968
è	0.000951926364549	0.0029442430713	0.00891494840512	0.0095501294273	0.0145233016892	0.16865504868	0.475017214	0.31944305634
o	0.000443373597009	0.00505751769825	0.00256276678767	0.000805111049072	0.016108323944	0.03305016748	0.519817036	0.42215569
</S>	0.000393613121469	0.0055651768497	0.002371333614	0.00090722397964	0.005443573068	0.01870922689	0.514542318	0.4520676572
