 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.93799235	0.0312281101	0.005399302046	0.002941298512	0.0015095057312	0.000461938114	0.0014327293408	0.019034666007
p	0.359092228	0.6268251864	0.00988999612	0.00113727062	0.00125020273518	0.000131832372979	6.64755580763e-05	0.00160665596225
e	0.283303408	0.39506636052	0.06411562966	0.1097905435	0.07077640906	0.019646967762	0.014296255628	0.0430043829048
t	0.370634878821	0.5906241208	0.03013605242	0.004825100668	0.00232930435866	0.00055860389974	0.000175338929367	0.00071660764648
à	0.2976723093	0.46430276408	0.090272698	0.056729404314	0.023326647688	0.0262206011104	0.0172167020162	0.0242588300942
c	0.089848697944	0.695204466	0.1271692916	0.01563306966	0.00437747844	0.003938972766	0.005925863372	0.057902035446
i	0.465934464	0.3014005674	0.13801187288	0.0162638253	0.01906692674	0.001563513112	0.005313095466	0.052445720388
a	0.06056696406	0.1695217302	0.539797194	0.140322542	0.03811820768	0.015819394468	0.003902849188	0.03195117282
k	0.00352905079058	0.0713512926	0.641036858	0.2087668066	0.0342342803106	0.0254635068276	0.0037041012443	0.011914147724
è	0.036659331264	0.01153446596	0.3783090472	0.219096118	0.105003614	0.02787074408	0.04514313764	0.17638357145
c	0.00958017219	0.08754755844	0.491067156	0.2159346244	0.0654570314	0.010159594666	0.019444875228	0.10080904152
c	0.033976149218	0.0374331234	0.428376952	0.1860192014	0.1306083328	0.01144114932	0.02480273337	0.14734234392
i	0.13638563054	0.1012491087	0.2048408868	0.10069070206	0.1763073968	0.00663898006	0.1282150752	0.1456721257
a	0.006043308343	0.008610346826	0.1929850116	0.505901593	0.159275532	0.05352433222	0.01187078854	0.0617890987
u	0.0013239401216	0.00541432456044	0.0247651565	0.5826466768	0.1834661384	0.16400072	0.0173313027	0.0210517904
s	0.0010315773766	0.0075684008989	0.02137252282	0.458393821	0.286212428	0.1907963614	0.02263464058	0.0119901062
e	0.0107031350686	0.002301050349	0.01515227988	0.15277468984	0.450854346	0.1586479956	0.12273768866	0.086828623768
n	0.00192481472508	0.0074297163066	0.003287117296	0.129797748	0.387389822	0.317023982	0.0903637206	0.0627832376
d	0.0242559277314	0.00311222855896	0.0075338931752	0.0586139984	0.466831116	0.197571472	0.1468533966	0.09522808362
ì	0.0470569006502	0.0152356614308	0.024323934792	0.0357868966	0.17837142	0.0965663664	0.2327355812	0.3699233263
n	0.0038437314578	0.01367596638	0.01195017156	0.07621776692	0.474884268	0.096863693	0.1529333276	0.1696312114
n	0.0288007389976	0.014795783523	0.016987316098	0.08862447234	0.5043757572	0.1004947254	0.0992153376	0.1467057708
u	0.110197615691	0.057125367014	0.036715083772	0.027778055	0.1127249718	0.0700513184	0.2397835794	0.345624092
n	0.0022423741254	0.00153070824909	0.00107652114236	0.015624263836	0.07638993	0.2580983226	0.347783039	0.297254674
e	0.0101539143113	0.00456325456767	0.0055943146775	0.007375774648	0.0793114234	0.315649337	0.39036821	0.186983822806
i	0.0012024243173	0.000653015017418	0.00040293923994	0.004918645176	0.01641007798	0.29398959254	0.507401264	0.175022195
g	0.000502862402724	0.000980223264694	0.00225572070892	0.003463028644	0.0154738706	0.26138254	0.581604814	0.134336915
e	0.0153731364482	0.0009893455491	0.0031797683388	0.005056049548	0.0534903526	0.347832068	0.42866521	0.14541392064
n	0.000660129939906	0.000362144613352	0.00034061278912	0.0015099927212	0.009257200508	0.19601607348	0.617270982	0.174582818
i	0.0492834925197	0.00229988882884	0.0142693039891	0.0077116638737	0.029900007342	0.0831783177	0.710487922	0.1028693778
t	0.00056540579079	0.000334223923708	0.0003677353083	0.0013367450402	0.00674490189	0.11223414768	0.606178106	0.27223874
ò	0.026260108613	0.00250597744268	0.0061969775065	0.00369927797034	0.0213430978146	0.0582278808	0.757357808	0.1244088526
r	0.000306690359959	0.0211878947172	0.00231186949545	0.0107335437436	0.03017395679	0.042431881956	0.55412053	0.338733534
i	0.0242049949121	0.0042195477414	0.00665746650978	0.005501998802	0.0171142703	0.055086362234	0.627499544	0.259715842
</S>	0.00132344138	0.000286680792454	0.00068188655776	0.0016622667994	0.0050023055126	0.007646702252	0.185080382	0.79831624
