 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.895055198	0.04776174136	0.00115124072	0.002362114624	0.001471863864	0.00427839440657	0.0479195036362
g	0.515921016	0.450141704	0.016259671754	0.00759035709	0.000360492553313	0.00340433818015	0.00632234266976
e	0.29861496	0.34348961	0.15072026008	0.05362832004	0.08113970696	0.022739279244	0.04966781705
n	0.18301085556	0.792058498	0.01543887974	0.0055121581516	0.0011637039416	0.0012516685698	0.00156438248
i	0.0854606267	0.799139166	0.04945477286	0.015784655294	0.008654161962	0.009311064678	0.032195621096
t	0.075529658	0.7903503	0.0819919626	0.02580784174	0.005954169126	0.00899419821	0.0113720141
ò	0.14850167124	0.708411604	0.06170263972	0.03219531848	0.0178127336	0.006077484252	0.02529863546
r	0.02893209694	0.550869134	0.260686834	0.0645483188	0.00567502288	0.04190119324	0.04738733826
u	0.1099692672	0.492286932	0.196117951	0.087579495	0.0158210961	0.0364020004	0.06182312742
e	0.020523746498	0.1033294158	0.539755812	0.206998706	0.08786597984	0.02257068576	0.0189556337
n	0.00436987354366	0.03275098414	0.328674852	0.50437423	0.05370667415	0.00768792872	0.06843546672
è	0.0104137053292	0.0245343998	0.0619386386	0.4635018468	0.28065318	0.04604717949	0.112911058252
n	0.001748589079	0.01670752918	0.148363408	0.420633638	0.18066976152	0.0691200505	0.16275708888
u	0.0374042181588	0.03950354996	0.1574035936	0.472262146	0.1180788295	0.0829363772	0.0924111736
s	0.00196449550475	0.0021161686263	0.02364606924	0.4384893514	0.373156604	0.1363256254	0.0243016538
s	0.00283878286058	0.004609666602	0.00486610118	0.1064661902	0.590884888	0.09355167125	0.196782639387
c	0.0035725041886	0.00358011938	0.0057687901	0.0687566254	0.518650132	0.231660930786	0.168010997303
e	0.00228734098	0.00321202154	0.01643078118	0.0539549402	0.286647016	0.244307977798	0.393159926144
r	0.0072090869836	0.004922861218	0.004214037748	0.0942151598	0.409569932	0.1441716688	0.3356973954
r	0.00407729199647	0.0048317814544	0.004145896664	0.02064763278	0.511471718	0.178757970672	0.276067880233
è	0.0044438477564	0.006881940648	0.003728942056	0.03468382624	0.2809484564	0.4661984267	0.20311459674
t	0.00258880172796	0.0061459397558	0.042267195726	0.067172163352	0.2637435	0.347028776	0.2710537268
s	0.00794239567143	0.0176487210766	0.00927229619	0.030410286324	0.23333556912	0.458188552	0.2432022908
u	0.0318907777427	0.018708907564	0.004828791936	0.024323668932	0.1329700933	0.3405891652	0.44668868
m	0.0021112086609	0.00481787369076	0.0006902385366	0.0038922168732	0.02588372004	0.63439002	0.32821477
e	0.0147983425621	0.00523843425356	0.003172627672	0.006987109824	0.245119944532	0.39238442664	0.332299068203
m	0.00189517118024	0.00285634749468	0.000385254124	0.003213814429	0.01753239666	0.612959382	0.361157778
à	0.0199068861966	0.00338029798948	0.0029800626456	0.006376836868	0.2188529555	0.38674645222	0.361756577455
i	0.00119530967174	0.00188711018913	0.00360484123031	0.024740517766	0.0204484281543	0.645531156	0.3025926562
</S>	0.000497921910668	0.00300086823072	0.001509793412	0.0048807278024	0.03477157982	0.417551968	0.537787104
