 	Marika	è	che	si	sposa	domani	</S>
M	0.92577063	0.00970192706	0.0024794123168	0.0039942485	0.005298725394	0.0289443333008	0.0238105916583
a	0.906417182	0.0511944928	0.018860225604	0.0034183881104	0.0096339181209	0.0084625447708	0.00201330382072
r	0.579226454	0.2226135558	0.0313882661	0.040725401264	0.0951976863892	0.0102796113992	0.020568907074
ì	0.3893067586	0.1625934596	0.20853486125	0.0422915011472	0.0588604512036	0.0381499679698	0.100262953694
k	0.297291814	0.508259514	0.06967784153	0.019919757414	0.060492225054	0.026804064872	0.017554837348
a	0.2465047054	0.379523746	0.171202275	0.0834293332	0.04015114788	0.0516546414	0.02753417856
è	0.02364315255	0.684792028	0.190684584	0.0244889434	0.0632508398	0.010048235126	0.0030921945
n	0.048153297	0.45867398	0.189399902	0.02077753652	0.164294664	0.095667334	0.02303337668
a	0.0183114962	0.143473905	0.501699633	0.097052521	0.047573984	0.088748191	0.103140375774
r	0.0090334733891	0.05950865448	0.2037268562	0.3676892966	0.3151359212	0.03068560614	0.0142202999
m	0.00477245448	0.01031161268	0.2644048726	0.3770857294	0.0643612035	0.10161022863	0.17745392012
a	0.0726673073	0.1141336866	0.2615028026	0.3652095782	0.02972944518	0.00927297118	0.147484285696
s	0.0022724860166	0.01544222938	0.164559538	0.296703623	0.4651776242	0.01428348032	0.04156101949
t	0.0141560401648	0.01925473064	0.2188215607	0.2772783834	0.0956993853	0.07868018306	0.296109942109
ì	0.01162074893	0.0996071954	0.2446970888	0.1921804984	0.0720952028	0.02053287008	0.359266497998
à	0.0012600546398	0.01347627692	0.004223231	0.02511383018	0.307445044	0.566194884	0.0822867504
v	0.0007706954056	0.01433212598	0.001916350494	0.011507304994	0.0635542654	0.79796152	0.1099576924
v	0.00981748131253	0.013932127932	0.071398635216	0.079447465867	0.07842576468	0.569915322	0.177063252318
r	0.011800125876	0.03135320954	0.1268018694	0.0603048956	0.123432534	0.2381102731	0.408197069756
i	0.0179807638426	0.06574092464	0.13055090024	0.1145249685	0.0332252636	0.0924021678	0.545575100043
</S>	0.0015564366804	0.003628233547	0.011227582149	0.094355452087	0.02291746578	0.0161910824	0.850123784
