 	io	nella	mia	vita	ho	sempre	lavorato	</S>
e	0.8568992	0.016802315206	0.003951409457	0.045350145754	0.0032515731444	0.0055048427176	0.010723471832	0.0575169872941
v	0.96758186	0.01368487294	0.005928620772	0.00248969805	0.0005285542294	8.846647448e-05	8.1506556468e-05	0.00961652252977
ò	0.369810276	0.3672356818	0.0752376937	0.053932483878	0.0616505429626	0.010781377552	0.01041833769	0.0509336287548
s	0.279720242	0.62113662	0.0465459426	0.0422146434	0.00249057356	0.001741065094	0.000889434548	0.00526160189
t	0.0594915812	0.678296422	0.13965696056	0.013364517158	0.001892161994	0.00107512684	0.00128817048	0.104935025196
i	0.0581083208	0.62565561	0.045053479	0.0548897024	0.015933348494	0.01766265704	0.09002853814	0.0926684397212
z	0.005120473904	0.541582584	0.40681356	0.0328777826	0.005784739176	0.0029094062536	0.0035783342331	0.00133317990415
o	0.0457504893	0.393608095	0.406252156	0.0640558552	0.02610857936	0.01774421956	0.01320879012	0.033271885271
ì	0.0035718509976	0.1530107898	0.562668718	0.217515054	0.04698480774	0.007371756071	0.0042006762014	0.004676326609
m	0.002943189192	0.01787317318	0.242466464	0.626567326	0.0802330669	0.01357065284	0.009506313346	0.0068398549118
m	0.011509835848	0.0793123454	0.46372227	0.29574502	0.102902742	0.01125924158	0.006869141	0.028679365468
u	0.08992055984	0.096396612	0.135387752	0.3934948414	0.102137055	0.0137132182	0.03911187178	0.129838001434
ì	0.001474763362	0.01074318468	0.18200645	0.203446294	0.4088301756	0.0978669876	0.07183709438	0.02379496334
m	0.0038600320076	0.0037191774554	0.0313874232	0.451163236	0.308272408	0.152119642	0.03128640946	0.01819172482
e	0.01616279636	0.022215043378	0.0567773046	0.2651762146	0.328704086	0.1835572986	0.0353418414	0.092065521228
p	0.00083335242564	0.0047433499822	0.00826562044	0.01253513918	0.132348613	0.734029992	0.051781618	0.05546233588
à	0.00911328027057	0.0183276911782	0.03411022576	0.020948278	0.1463162374	0.4541062456	0.155272042	0.161806006067
n	0.00236618589751	0.00198245359003	0.003320616582	0.01944274212	0.0308334004	0.740999696	0.139589108	0.06146573604
t	0.00530289187014	0.00932577815321	0.0088829315254	0.01275345229	0.0680020722	0.68033419	0.097089618	0.11830898596
a	0.00171840766336	0.0018512595032	0.0044047178	0.02496008248	0.02513312442	0.546871574	0.2184314656	0.176629532432
p	0.000512183405906	0.0021096303905	0.00145448876706	0.000480758076	0.005739327798	0.332389986	0.553604098	0.1037095322
o	0.00253306468451	0.0151832451983	0.0223286929956	0.00438942782	0.0201273377	0.365201733	0.321555092	0.248681140486
l	0.00107280741985	0.00400570176737	0.00151539213874	0.0003390080534	0.002674908722	0.2012256364	0.62902062	0.1601457904
e	0.00213446765428	0.00411273721923	0.0018595823956	0.0030360948828	0.00256351722	0.213792328	0.526245432	0.246255790976
m	0.00095575120848	0.00153617780788	0.0006285641064	0.0001813403934	0.00136287899	0.0788948524	0.61705438	0.299386093
i	0.00125235238515	0.00579251903607	0.0077047433409	0.001692016399	0.002914779432	0.1295955136	0.563885586	0.287162524066
m	0.00039912644642	0.00164900983055	0.000899358331	0.0002110473828	0.0011027410094	0.02353272248	0.652643614	0.319562339
m	0.0013605786867	0.00722718875572	0.0097754072398	0.001404382813	0.00231699876	0.056524564	0.630198506	0.291192359996
è	0.00247017960568	0.00335615787994	0.00492277685122	0.0032919414466	0.005622020732	0.02213943558	0.552077518	0.406120005698
n	0.0196868955625	0.00872084997931	0.00316574318534	0.0136018776702	0.001134338582	0.00846239598	0.758574546	0.1866533598
a	0.01346748563	0.02495466658	0.018813185653	0.0099636071154	0.010408470046	0.058894421	0.489049878	0.374448178
</S>	0.000570217592648	0.00278750723668	0.00193044393344	0.0004272345604	0.000970484094	0.007291970288	0.346962974	0.639059148
