 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
t	0.92216528	0.0304806058	0.001191171902	0.017286378608	0.00245465723	0.002165887938	0.00328263784	0.00103784642	0.001009477598	0.0025328935126	0.0163931730812
a	0.84841442	0.128845517334	0.001131463758	0.00702636122	0.00082329516	0.000946668734	0.005241723944	0.00301328768009	0.0002775911888	0.00021021270856	0.0040694006512
p	0.3576346259	0.6190023226	0.00900201578	0.00418739164	0.0016104210124	0.001109672685	0.00328598320546	0.00299222657259	0.000160507799646	7.92078970717e-05	0.000935549333007
e	0.260451636	0.3238710479	0.05946413258	0.1471679134	0.04737093628	0.01372588596	0.0933243665364	0.020505217006	0.0024064610334	0.00570112010034	0.0260112796838
t	0.351064036466	0.587081943	0.0319007065	0.0093906567	0.005327292178	0.003310053262	0.0048101744064	0.00529105137001	0.000739119292459	0.000382853455425	0.000702081316903
ì	0.21391407752	0.4126031164	0.1120673898	0.0870044685	0.03992775336	0.01977298668	0.048958451948	0.03268060396	0.005639655928	0.010944890142	0.016486633694
a	0.036395956294	0.517505504	0.1379303266	0.1920070908	0.00693981098	0.00373417388	0.029849618268	0.063327138136	0.002073128604	0.0022645883576	0.007972604828
e	0.025505461124	0.1290486572	0.537280558	0.1885659336	0.04472615088	0.02817690062	0.023916080844	0.0121747857804	0.00200140248771	0.00152858265993	0.00707541697096
s	0.003057232368	0.0424260009	0.3156280364	0.485111046	0.0725433128	0.02157351478	0.01594977232	0.0321213941167	0.00267821474985	0.00222476223268	0.0066868951393
ò	0.013678761988	0.01153221604	0.10154868872	0.626873054	0.07271789076	0.02165157892	0.05641702669	0.0359794269	0.010024655016	0.017178028478	0.032398764646
z	0.0002053097604	0.0217514917	0.15108461526	0.779998432	0.03105449568	0.004454244032	0.003576262	0.0036362942308	0.0004649521764	0.0006724578274	0.0031013897384
u	0.0103542192872	0.011522391666	0.14133413806	0.532244852	0.1791940666	0.03444976778	0.0474179834674	0.001876724225	0.0009960771702	0.0070961309168	0.0335136842426
n	0.00031064231084	0.008016317138	0.1007364374	0.1156658866	0.61301293	0.1285512608	0.0223744847	0.004498664664	0.001495506268	0.000902393912	0.004435574032
e	0.00464090137142	0.004227269793	0.0293791116	0.359435892	0.35652395	0.0711564436	0.07166651468	0.0501935802	0.01207335132	0.0146577178	0.026045288274
f	0.00053261878608	0.0028512141454	0.01739615174	0.075091354	0.679837372	0.17139122	0.030794504	0.00804530662	0.002710851006	0.0017002033	0.00964910406
à	0.0115673348974	0.0079017817142	0.01207627946	0.129582711	0.42117112	0.1300458544	0.1049823264	0.1109169208	0.02603422168	0.02058540796	0.02513609132
i	0.00133461202509	0.0081012769488	0.011666683	0.2818460436	0.4319949308	0.181022886	0.0316823974	0.01414236488	0.00637500554	0.00889381128	0.0229399131
t	0.000367383773335	0.0013098261691	0.00387673074	0.01314534738	0.30398543	0.53853391	0.1054199218	0.01936571952	0.003033680088	0.001269134484	0.00969285406
o	0.00195872476893	0.00107767922776	0.0010454869012	0.01811116678	0.2326448676	0.2790826182	0.18380893	0.163788732	0.0253589022	0.0389232053	0.054199815544
g	0.000265143974674	0.0007129658635	0.00149904941	0.0030747836808	0.1463759569	0.4800215	0.281552814	0.049766321	0.0147238529	0.00466850642	0.01733928496
e	0.00674241737239	0.00114054175574	0.0021082199632	0.012932677532	0.0940845786	0.1913527932	0.3286208148	0.2312485032	0.0351861064	0.0403696504	0.056213653608
l	0.000386395152406	0.0005511215797	0.0012371379096	0.0029861329186	0.1186991504	0.324986656	0.288836936	0.1796351644	0.0358560228	0.01277698212	0.0340483979
à	0.00536948593594	0.00125977558023	0.0011518060396	0.0055440441226	0.04189032612	0.0605874539	0.2217471576	0.3887578428	0.1083711658	0.112789268	0.052531581308
t	0.000314625458957	0.00899895895866	0.0169046140826	0.019587161188	0.087594489	0.1296897594	0.2394910374	0.17677068828	0.1016898896	0.0990183516	0.119940414
o	0.00687626666355	0.00450819515662	0.00398140066468	0.0302034535594	0.03202687316	0.043860622	0.2004915874	0.31743447306	0.124685977	0.1083797827	0.127551293
p	0.000889889482209	0.000354384708338	0.00079092805692	0.002666627207	0.04504509464	0.17866779546	0.1125491954	0.1704879476	0.268178658	0.0597190228	0.1606503792
r	0.00703211475144	0.00118638607371	0.00171011038487	0.00358706839964	0.013556774876	0.02092350108	0.2191463778	0.23007038	0.2909151258	0.1058901876	0.105981969514
ì	0.00251782184705	0.001794222024	0.00108782119	0.014023209454	0.0241808273	0.06732168748	0.06670522654	0.1212627604	0.192470626	0.199379098	0.309256577602
m	0.000294781061756	0.0044822740885	0.0153264465526	0.00562012156	0.08195465566	0.0548132297	0.0547149112	0.054346635	0.2135905374	0.3481406116	0.16671581
a	0.00693913614178	0.00641212430682	0.0049851940009	0.0061725023394	0.01618725106	0.0484475566	0.17218758	0.1168922004	0.2553753	0.2673508758	0.09905043568
k	0.00204429351573	0.000558832913808	0.0010917133079	0.00450284715112	0.0277685097766	0.047628621432	0.02957645822	0.0616108964	0.296210316	0.248655883	0.280351634
a	0.00892389415812	0.000871059886986	0.00274504260593	0.00380257652409	0.00557426846964	0.007804662931	0.10797289428	0.0571856804	0.3309889946	0.333875206	0.14025563441
n	0.00111201296333	0.000598847997671	0.00087124698648	0.00717794534174	0.0205982649226	0.016512640241	0.00883582392	0.02886442558	0.2786553952	0.424336752	0.212436554
a	0.00464993231576	0.000720855791092	0.00053121829365	0.00319032717554	0.002471859775	0.0026597283746	0.00765976302	0.0250517598	0.258897104	0.54957743	0.14458999467
f	0.000298806901362	0.00027926162468	0.00056313036818	0.0056194352187	0.0159490942488	0.0117344070964	0.004458705792	0.00772782457	0.1754537572	0.509361292	0.2685542748
à	0.00177817416144	0.000892669945274	0.000834193635346	0.00185739901236	0.0018680360308	0.0022691130458	0.00841248516	0.02791272126	0.157084882	0.5456401	0.251450171492
n	6.80763670013e-05	0.00262980429779	0.00475877770742	0.00134731645515	0.0817592640233	0.0365305250766	0.012949022691	0.014087132608	0.033303628	0.588312648	0.224253786
e	0.0190655837688	0.00535583850691	0.00254460907152	0.0289503189082	0.00685460422699	0.0121599862998	0.016274916112	0.028926800458	0.057522226	0.671099452	0.1512457324
</S>	0.000622995289515	0.000352938578315	0.000944737016946	0.00710594454605	0.0084351573784	0.0066967654524	0.002528823002	0.003044668152	0.01680225324	0.244741638	0.708724152
