 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
s	0.79177078	0.0798232496	0.08402964976	0.001385361802	0.003394691688	0.0026020550492	0.005722565122	0.0022351461532	0.0027678965734	0.0013566421236	0.0021776215044	0.0064045435406	0.0163298048826
u	0.687852132	0.197715684	0.01724139466	0.006774890536	0.00503940676	0.000787386075	0.00119271822	0.002197430422	0.0019257863352	0.0016222493668	0.0011713365624	0.019839157262	0.0566403340204
l	0.214234088	0.757248174	0.012916055	0.003516808024	0.006041320626	0.00122298627159	0.000691507014978	0.000549910059462	0.000220716704497	0.000126840625636	0.00016699478856	0.000621574234488	0.00244304937876
è	0.10881782884	0.65328204	0.0773240652	0.023169879232	0.01347577512	0.0031703172392	0.00387262288	0.005359321962	0.006105670668	0.0057460489488	0.00503727024712	0.0203575312678	0.0742816919873
o	0.04202238748	0.902865958	0.033845724366	0.00401003185	0.00656386187	0.00079008794174	0.00287881183272	0.00072377032326	0.00049381275814	0.00048946173606	0.000615833727686	0.00088070516142	0.00381953528092
è	0.046082608374	0.663792352	0.226264492	0.01397694002	0.00654438524	0.0026218329032	0.0019056357275	0.00201401487452	0.0009834642994	0.0008343257076	0.00132813413319	0.0043950931026	0.0292567699853
n	0.007722309284	0.311890286	0.546114004	0.0435911262	0.0430543998	0.004105230574	0.00501040372	0.0028440918116	0.0016050967732	0.0011995836852	0.0028486911666	0.015634349026	0.0143803293362
a	0.023987595794	0.183646265	0.565405814	0.119020579	0.0265657498	0.003834060426	0.006478205056	0.0069560373572	0.0034186821228	0.0021396592644	0.0020469957852	0.0085241581928	0.0479762168236
p	0.000767210402	0.01172700026	0.64179922	0.255063165	0.0734894444	0.0089011635408	0.0034676709639	0.0016126662754	0.0008019553896	0.0007726686896	0.000264165283788	0.00107674883598	0.0002569788816
r	0.0092473170608	0.0196822556	0.253178892	0.451420242	0.1018692752	0.014667859482	0.01985090086	0.0147644157	0.00956780106	0.01091774861	0.0040968091	0.0117936833	0.078942828338
à	0.03626764	0.0799220533	0.147938916	0.251830824	0.1543107094	0.04246462646	0.096382898	0.0392242696	0.05461942288	0.03882070592	0.01178400346	0.008263402088	0.038170478272
m	0.0014217101652	0.01196392592	0.283444606	0.402433592	0.1633648376	0.0622002696	0.0471216026	0.0110662473	0.00528787606	0.0033228897	0.00287483696	0.002648277538	0.00284934738
a	0.00999723035	0.02023841904	0.301148998	0.3588739162	0.0990484688	0.00996220304	0.05806472366	0.01513914154	0.00774012916	0.009250048188	0.001986844442	0.008223435204	0.10032651676
p	0.00035880799416	0.000623538704	0.0550749372	0.43356038	0.3682895206	0.07699951252	0.042398066784	0.01053192636	0.00594705812	0.003205098664	0.001223230002	0.0010492418146	0.000738699602
e	0.0121939419589	0.013107033142	0.0336998408	0.345959268	0.2638997512	0.05453864096	0.093980702	0.0462546394	0.03071733646	0.0379903187	0.006301390436	0.00573058164	0.055626499164
