 	il	morto	si	piange	</S>
o	0.938512494	0.01972341846	0.0025369104146	0.0077106961888	0.0315164544232
a	0.635218782	0.2949424698	0.0479136908065	0.0029117767288	0.0190132467197
p	0.18888492206	0.602639339	0.16512148752	0.00975102674	0.03360325978
e	0.0525350018	0.585821242	0.15785214934	0.0683263874	0.135465254742
t	0.04715102586	0.897885766	0.0238760182	0.015849919334	0.01523733048
a	0.0497594088	0.750488956	0.123333251	0.0113086161	0.065109866736
m	0.02389563394	0.68086907	0.18571632	0.0425337988	0.0669850814
m	0.01370717348	0.592352064	0.23195833724	0.0147609458	0.14722151277
è	0.1093792178	0.584044496	0.0525868738	0.0554068973	0.198582424843
n	0.1240426862	0.457576818	0.1833632102	0.1513003804	0.08371680272
o	0.15698809042	0.30012418	0.322739566	0.1572426994	0.0629053182
i	0.007302833982	0.1365629802	0.622577872	0.122502289	0.1110541624
k	0.0018957239074	0.02574294936	0.56669185	0.337971052	0.06769848364
l	0.017970926368	0.03639447152	0.264293535	0.367849268	0.31349198
è	0.0635003292206	0.02407339676	0.0572495574	0.465480132	0.3896966302
e	0.002915861298	0.03563209186	0.038773088	0.747037606	0.175641281
t	0.0004152598384	0.0119766115236	0.25720391776	0.554813024	0.1755911254
e	0.0219958137703	0.0030851255088	0.02334369374	0.5348706	0.416704726
</S>	0.00110794646592	0.0062166983432	0.01629749912	0.423273986	0.553103892
