 	avete	cucinato	le	verdure	</S>
è	0.89629691	0.047777345888	0.005327654184	0.01610130898	0.0344966861946
c	0.659491572	0.161069247006	0.01495849302	0.0216353423958	0.142845238619
h	0.196061744	0.518016796	0.0291604368	0.13958778566	0.11717328076
e	0.411500372	0.3893298268	0.03931853734	0.04982532474	0.11002603422
t	0.318457932	0.56336736	0.0961296814	0.00500734342	0.01703775844
e	0.0620723168	0.5532040832	0.0568302216	0.1959476682	0.131945754426
m	0.18297949408	0.40518269	0.334119844	0.0096567915	0.06806114016
a	0.00320915566	0.2187441602	0.2599883802	0.4461939538	0.071864412696
r	0.09945934804	0.2158600936	0.5575519914	0.0316447179	0.09548388706
à	0.039599394538	0.0255370428	0.252048011	0.54807985	0.134735729782
t	0.02351934964	0.27275251546	0.405249408	0.0928588054	0.2056199013
a	0.0207172100138	0.10291805626	0.363512446	0.353795634	0.1590566812
t	0.002342993268	0.01798014344	0.57296314114	0.1748295554	0.231884028
a	0.00203421789012	0.005370687728	0.1403977465	0.700547442	0.151649768607
l	0.00395163941	0.00424794454	0.39694385918	0.27186947	0.3229872041
à	0.0006578244343	0.002213931832	0.040262579	0.844077112	0.112788592819
c	0.0077375720836	0.0172001675	0.1723011958	0.275912758	0.5268482508
h	0.00702349235	0.01648311426	0.1534862696	0.632403324	0.19060388526
a	0.003555728688	0.00710814244	0.062475147152	0.64619689	0.280664156536
n	0.006951469468	0.002123856508	0.03990214506	0.55701412	0.394008464
a	0.00679668563016	0.011114811834	0.0159447157	0.721709262	0.24443461607
</S>	0.006889525622	0.001952433866	0.00637693338	0.087072231	0.89770895
