 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.808116588	0.0520914142	0.00993147656	0.00564460483	0.014375464404	0.0053007532272	0.008351068026	0.0052136214348	0.008403338624	0.0825716811907
t	0.82308192	0.0154244557	0.004822199794	0.0043148296528	0.002209067432	0.00191883940476	0.0051949775175	0.00588466531651	0.0688194844115	0.0683295513533
s	0.787009394	0.10896472354	0.03241444214	0.005368642156	0.0041612198364	0.0041455803834	0.0006654076346	0.0007260355708	0.0044908788624	0.0520537364872
e	0.625446996	0.1566060186	0.05584889206	0.04195894702	0.02514382601	0.00606119702052	0.0104507921803	0.024675599962	0.0172179013774	0.0365897604015
r	0.356668748	0.542346658	0.0935900518	0.0046417410628	0.00131291707	0.000286221688	0.000274384186194	0.00011776129474	0.000211140214439	0.000550344656448
e	0.06924499634	0.3851248592	0.28099949	0.0955858094	0.026395284	0.0154543716	0.00865493706	0.01592393966	0.007642845728	0.0949734494392
k	0.0093618352	0.661099618	0.298078618	0.00981965406	0.01241763107	0.00285745316	0.0006110698334	0.000479558112	0.00095051564108	0.00432406249174
a	0.021112098672	0.408016212	0.3562892132	0.1091819792	0.03551507008	0.008380126702	0.0087190206	0.00551200634	0.00705604116	0.040218223598
k	0.001844680184	0.236947852	0.697225708	0.02649838884	0.027002494092	0.006288198694	0.000828006773	0.0006932663558	0.0005360283216	0.002135368194
à	0.0093273647466	0.177216304	0.525236804	0.1601929032	0.04328947648	0.009930935188	0.011600010548	0.004948042726	0.01199496734	0.0462631882806
n	0.008174432544	0.0751717214	0.656894408	0.20397112	0.0369619073	0.00657088886	0.00547525728	0.001064848406	0.00115272365	0.004562620614
n	0.0129887199641	0.0815742986	0.5443803346	0.215639068	0.0542630175	0.009347763044	0.017039923598	0.00201122192	0.009913176406	0.052842464656
i	0.055397275792	0.0700362292	0.271090344	0.439391602	0.0439185842	0.0093704108	0.010806368092	0.008840215372	0.03283699112	0.05831198202
t	0.0023664230774	0.00983570548	0.160716254	0.53223532	0.23750908	0.0389492993	0.005010864608	0.00362453787	0.0021531542388	0.007599145964
s	0.00444997591348	0.00706758136	0.1324106232	0.618648544	0.11232974	0.01453234473	0.0166072614	0.0203704698	0.01398602612	0.0595973952035
ì	0.0097234992129	0.02852605806	0.109498519	0.421903932	0.189386136	0.062737278536	0.01848102752	0.0488910958	0.0374482578	0.0734040562323
c	0.000949721254204	0.005174730736	0.0733864432	0.491370198	0.240442464	0.1019426794	0.0611220154	0.01074059966	0.00577500938	0.0090961921
h	0.0113446708541	0.013645073	0.1723329906	0.470454572	0.20346541	0.0187524911	0.0543669446	0.01305104478	0.012172448972	0.030414380234
r	0.004665088552	0.030126485712	0.0591101476	0.511756892	0.24118725	0.021694608846	0.03293992894	0.00733743428	0.01460623412	0.0765760358
