 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
s	0.910113068	0.0393419646	0.00255860042	0.001862367652	0.001411272732	0.001734143592	0.000945512776	0.0021597246472	0.002745068304	0.003753390102	0.0036355275412	0.005769023504	0.0019519353928	0.001496952403	0.00114168740594	0.0082465781634	0.0111332790623
ì	0.912422728	0.039791375	0.00506357856	0.00244178416	0.0026477607	0.001024815654	0.0024220996378	0.0006137841	0.001473583702	0.000313374184	0.0003976714956	0.00263548273	0.001360936284	0.001033892262	0.000127397531792	5.996409688e-05	0.0261698102777
m	0.765183238	0.22227334426	0.0015956720848	0.00043224836	0.0002362008386	0.00036971134628	0.00031169462504	0.0001878075466	0.000223449048086	0.0004697045724	0.00031474976628	0.00480069684062	0.0004446045848	0.00032791506692	0.000201389073876	0.000128541435139	0.00249904970428
b	0.5967317634	0.3158317272	0.022266445192	0.003890481812	0.005814005211	0.0013247208508	0.0025100270926	0.0019369491554	0.00301933134219	0.0007843156212	0.0010742460756	0.00214252547847	0.0031808752156	0.0019869792596	0.00070576104486	0.000168542341834	0.0366313454026
e	0.4702625624	0.30739477	0.0294740668	0.02497740978	0.015942366584	0.021152384199	0.0195215780279	0.037411497938	0.0319874462888	0.0104412041622	0.0018394329432	0.0158328053326	0.0081953448286	0.0032418360606	0.001609914856	4.90626704e-05	0.0006663160554
r	0.1615324298	0.666438276	0.1509440489	0.01223822778	0.004619212682	0.000794239434	0.001244808292	0.000398445529	0.0003632723708	0.0001462390317	0.0002862161594	0.0003778077956	0.000263202803	0.0001639946354	3.53577266e-05	2.2237099562e-05	0.0001320722086
i	0.1029058158	0.3659603528	0.2780661392	0.0730373338	0.02818770212	0.00922202748	0.0288535562	0.01632028452	0.01426203152	0.005826034	0.0048922067948	0.00515708214	0.0060341679	0.004419827008	0.00485913926	0.00043399555324	0.0515623241824
d	0.01114221252	0.517619092	0.417366606	0.0286023887	0.00959774836	0.001559217644	0.0047921890048	0.0013969988154	0.000952633366	0.000799711204	0.00171214193836	0.002768995929	0.0004710877812	0.0005357648064	0.000124360165828	0.000120653811859	0.000438173896495
e	0.01654349152	0.3373696856	0.386808346	0.1101271748	0.04566277132	0.005679705068	0.01508427314	0.00617536646	0.00844171198	0.00221688978	0.0042321418466	0.0070219763748	0.00608090925	0.005605690024	0.00342716759	0.00105988477711	0.0384630082292
c	0.002368965048	0.2226158226	0.6174116	0.0807507834	0.02097530492	0.005211213266	0.012144149304	0.004623383	0.007516695672	0.00332216545	0.002840354192	0.0078593501612	0.0079216294636	0.0021501213076	0.0010841338428	0.000382111108534	0.0008221615287
i	0.010605268426	0.141383104	0.54538897	0.1323507018	0.048337606876	0.008729997314	0.01190080178	0.00625653194	0.00830345528	0.002332474967	0.003016094868	0.008577073076	0.00684656679	0.007825147612	0.002058871344	0.00225421184556	0.0538331315177
d	0.00155058366	0.1507382072	0.662088664	0.128977134	0.01988865028	0.002257497206	0.013953788716	0.002938180948	0.00451260302	0.00073707963	0.0039075968272	0.0027238514176	0.000781366504	0.0014069943792	0.0001866528928	0.00214347491972	0.0012077964044
è	0.0068155328744	0.0571788453	0.48888886	0.2207658528	0.08978048072	0.01273979854	0.01771397956	0.00829327924	0.0108353777	0.003027055514	0.00420526957	0.0123455036392	0.008174681844	0.008340928888	0.002061799768	0.00182354990764	0.047009263972
s	0.01110777932	0.0990389144	0.447167364	0.3472687	0.037692169692	0.006056777108	0.00708109138	0.0021773178	0.0014642083	0.010360170974	0.003199116068	0.01240413004	0.00360848246	0.000713738724	0.0078071370066	0.0003996274006	0.002453336388
s	0.0128861978993	0.0586867298	0.38511074	0.285787706	0.06004016812	0.01186479762	0.0120349015	0.01401466846	0.01476578162	0.00658046484	0.011982131868	0.012266984346	0.0157176456	0.00991451254	0.003282125174	0.0033667273172	0.081697789312
a	0.00481330954	0.0642078724	0.424967512	0.100146559	0.04153404308	0.068237823932	0.0347548196	0.0428011364	0.0237867462	0.03161453038	0.03895969328	0.02146089932	0.02799798308	0.03389093314	0.01400320107	0.005545946216	0.02127703826
m	0.000597052891	0.00326054917	0.1287972622	0.654571452	0.149299597	0.0186711796	0.02105840273	0.006126713572	0.00346123722	0.00178181625	0.004803571192	0.00387339274	0.001612793752	0.001156280342	0.00026801320704	0.000188787757028	0.00047173395452
o	0.00799906264192	0.01130334481	0.232193514	0.341752314	0.2268740585	0.0279054968	0.03172027732	0.0166716388	0.02243206396	0.00357812476	0.004764200992	0.02019094712	0.01306704296	0.009884270188	0.00281639089	0.00200973962398	0.0248375128622
n	0.0007996121956	0.0021867009455	0.04469441972	0.52192286	0.324941284	0.0441345248	0.03394295474	0.00517936358	0.0078397868	0.00149646278	0.00420493504	0.00289501391	0.001090717594	0.001179634208	0.00028462886146	0.00195199377974	0.001255164954
a	0.00349679492582	0.0068877173066	0.0787495228	0.318591698	0.322301052	0.0607745368	0.0973891506	0.0231824808	0.014832884	0.01030206712	0.006372323586	0.01219318196	0.01076954946	0.006867285	0.00380856598	0.00129232265308	0.022188826448
p	0.0004425432819	0.00134674401756	0.01365363196	0.250742784	0.500524276	0.148735274	0.0480324384	0.00844477848	0.00902051101	0.00213342508	0.005173061396	0.004429718826	0.00145806882	0.001430474054	0.0003178789792	0.0022862600484	0.001827960896
à	0.00644929852306	0.0047304011468	0.02814957284	0.1282425044	0.415840568	0.1565121666	0.1173866206	0.0284330282	0.023513057	0.00781560132	0.01058872443	0.016295664272	0.01145384372	0.01213831164	0.00196304918	0.0007681084666	0.029719416095
m	0.0022033445756	0.002668089025	0.0167883202	0.2145081758	0.370248692	0.1529056382	0.10093181	0.0198213278	0.007179989	0.0400995677	0.00812493934	0.02523923736	0.01099711604	0.0023334739	0.0152779214456	0.0012652063234	0.009407012108
