 	non	avete	mangiato	mai	un	rustico	</S>
e	0.774024928	0.04699642988	0.022569267612	0.00478910543696	0.013413927972	0.012753954436	0.125452430557
n	0.487551684	0.313208994	0.02522078312	0.0082789386326	0.00878741902682	0.0121126600824	0.144839638513
è	0.13297415544	0.516010872	0.2120333728	0.0272232828	0.01665782496	0.06825138848	0.02684902814
c	0.0445088024	0.877608742	0.04753657706	0.006469290864	0.0083653019	0.001400052455	0.014111264368
h	0.0510509018	0.660338084	0.1851694244	0.0126032386	0.01034395766	0.002985448	0.07750912518
e	0.0664036548	0.431441241	0.3045181956	0.01592304322	0.06634074354	0.0280616885312	0.087311382608
t	0.003651695246	0.36732671	0.501581348	0.08830330392	0.017785831432	0.002843286086	0.01850786078
e	0.057319424122	0.0651335254	0.655260368	0.0942007319	0.0527721312	0.02668164528	0.048632223735
f	0.001960225366	0.05421149196	0.363180088	0.501551019	0.0604256854	0.00473836086	0.013933208408
a	0.027967727878	0.028698735132	0.22842293	0.271310266	0.22299652	0.15455457292	0.06604928736
m	0.0018531975278	0.013453494706	0.1573525912	0.612446864	0.153551536	0.019502608	0.04183961936
è	0.016245330058	0.023644365674	0.1200970068	0.3567353376	0.2225950052	0.1891029494	0.07158000212
n	0.0081410677524	0.0209014418	0.2061132464	0.291006584	0.295286024	0.0111524452	0.1673992206
a	0.0748149680552	0.074135166362	0.092588589	0.182151156	0.4785742348	0.03170637616	0.06602957326
m	0.00154446688788	0.0033784068992	0.0094614456208	0.2475739788	0.597165848	0.0707501548	0.0701256392
à	0.0113310397188	0.0178061325452	0.024601352824	0.09950177656	0.441327248	0.288603768	0.11682860736
i	0.00206130446462	0.0070903801634	0.04812045364	0.0647944886	0.560700278	0.103558595628	0.2136744936
è	0.00077564628536	0.005298923766	0.005554424506	0.03505970728	0.252818442	0.545522234	0.1549706962
n	0.0008815737604	0.0062725790226	0.011049917604	0.0189972002	0.369387794	0.481093818	0.112317162
a	0.00308700112566	0.0087095939585	0.012876605729	0.0156825744	0.3620686352	0.44982941	0.14774614172
n	0.0004938514496	0.001534217211	0.001549387988	0.00493633416	0.0968427512	0.564530544	0.330112896
r	0.00364028107741	0.00425167709114	0.005340981854	0.003770103714	0.03661142932	0.494457504	0.45192800256
ù	0.0098926043373	0.0015410031188	0.004198579988	0.00245622664	0.01787662454	0.730772104	0.233262679534
s	0.000873154971759	0.0043951633092	0.006198101228	0.043924820462	0.06664111186	0.643723686	0.23424397
t	0.00275870515472	0.00624894221023	0.008288326764	0.00668274959	0.0388172376	0.527436254	0.409767843
i	0.0069789592481	0.0052747232804	0.0086542264728	0.004751060286	0.019713516792	0.3628506092	0.5917769216
k	0.00118560873247	0.00288016728146	0.00233828935326	0.0042567832464	0.003456754494	0.560004404	0.425877916
o	0.0133231969078	0.0046099655628	0.011448169662	0.0035360569	0.0194225893	0.461900384	0.485759605
</S>	0.00192834841512	0.00491412040782	0.00337916837346	0.0094689216818	0.00533184497	0.3486451104	0.626332528
