 	la	casa	la	costruiscono	i	muratori	</S>
t	0.934013894	0.02314861916	0.00232005152	0.003609865541	0.001389649286	0.0025865821012	0.0329312392021
o	0.763292668	0.19927111	0.01244005964	0.00552790018	0.0026895899828	0.000784291213	0.01599430678
s	0.308422276	0.673423264	0.0107293441	0.002551695394	0.00128460879146	0.000378243699806	0.00321048146649
p	0.262227029	0.60117497	0.0865826268	0.019227387428	0.010472091092	0.002459278499	0.0178566396728
ì	0.2248769792	0.485118954	0.14952635194	0.030656999148	0.025880158022	0.011976338512	0.0719641533335
t	0.0612906578	0.8326274	0.0713045132	0.01811223616	0.00092885898	0.00118201511	0.01455440561
i	0.1518019208	0.503163214	0.182621502	0.04035462108	0.0315510611	0.00770267906	0.08280490874
t	0.0055239514	0.402103062	0.55440133	0.0297355502	0.00319581692	0.001189316788	0.003850921032
o	0.02005729166	0.1664453132	0.634449486	0.0596913516	0.07069084754	0.016446627286	0.0322191662032
f	0.002825146126	0.0765659723	0.83905966	0.059032427	0.0101633201	0.00362404732	0.00872948208
a	0.0210167664784	0.05009505196	0.63355128	0.1720374056	0.0478859362	0.02508477918	0.050328879684
b	0.0027374300128	0.02142556866	0.667420476	0.223215402	0.0343950398	0.0160323532	0.034773775
b	0.0101483355989	0.03072767442	0.394775078	0.371859514	0.028683932	0.01530932906	0.148496048886
r	0.03860787328	0.109306756	0.282109552	0.1967859168	0.02929785706	0.09352201046	0.25036998631
i	0.082472555	0.155134808	0.197543508	0.1397276412	0.0272777272	0.0650545495	0.33278922536
k	0.003145134722	0.006496499348	0.0997947408	0.688944518	0.0599789582	0.0505920556	0.0910481064
è	0.0122360085079	0.021337189602	0.07844743366	0.582398222	0.0826703602	0.0632896934	0.159621064944
o	0.00140080718	0.00440712028	0.1312254776	0.598846904	0.1007534898	0.0549858702	0.1083802086
n	0.000837260748864	0.00183236954732	0.01048332446	0.477031574	0.408592892	0.0552927218	0.0459297738
e	0.0063788672739	0.0090267443889	0.011345484334	0.232764154	0.4557671	0.1592177784	0.125500033928
i	0.0006118294162	0.0019369116598	0.00287220903	0.17699542934	0.602318546	0.1729509772	0.0423142872
f	0.00036628340418	0.0023282071908	0.005335127646	0.1140531778	0.594048998	0.2161118174	0.0677563744
a	0.0064628048044	0.0105797647432	0.0036686469	0.074629258	0.518547154	0.291670281	0.09444211028
b	0.00063483877416	0.0011332406316	0.0018932677718	0.11461897269	0.204563944	0.555413904	0.1217420966
b	0.00255129915078	0.00554116197042	0.0030907023792	0.05520592534	0.170071312	0.536499835	0.227039786144
r	0.0170059689208	0.00508487842	0.00604898871	0.09196007614	0.0899182922	0.3815023252	0.408479611013
i	0.065944399916	0.010605726768	0.01559962088	0.0805966562	0.149065447	0.306120514	0.37206744602
k	0.00446721511268	0.0038632256026	0.0021227596554	0.071520125946	0.07293447552	0.612139654	0.2329524666
a	0.00467522206826	0.00491727700209	0.00248674162746	0.009408769081	0.03018510656	0.81902189	0.129304943888
t	0.0028029306242	0.0030378276366	0.001408697708	0.0156884817372	0.08165280966	0.570852152	0.3245570752
ò	0.0012235536722	0.002306973144	0.0027240995218	0.004619305374	0.05135725436	0.70854269	0.2292262098
r	0.00017586246734	0.000825482734148	0.00496978277634	0.006516037958	0.1285175386	0.644550784	0.2144443554
i	0.00223400853035	0.00343641238118	0.00682475818794	0.004478225786	0.01906563454	0.683031504	0.280929334
</S>	0.00156692832792	0.0030071620954	0.0020241366928	0.007800043172	0.0144909952	0.2542726596	0.71683801
