 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.871346226	0.06372817874	0.009078593496	0.013301725622	0.0067917731448	0.0031797232614	0.004737875162	0.0062580407084	0.0215779451652
à	0.808042996	0.1646899854	0.0085321599	0.003234072414	0.0011085166146	0.0052551046631	0.000761772806	0.001501912458	0.0068734567832
o	0.919310648	0.07196507694	0.00157153047	0.0018562724828	0.0003440731361	0.00025760465264	0.0009355579044	0.000313080908252	0.00344625091252
c	0.1268688942	0.82650595	0.0309258458	0.005242024632	0.0014800228196	0.00164293600078	0.001330140058	0.000336316093654	0.00566793095693
e	0.1122425564	0.729915808	0.08681801438	0.014050335712	0.0028156727046	0.0053411053258	0.0010462577372	0.002504519826	0.0452657941684
r	0.0533605466	0.90473118	0.0320418672	0.005005144084	0.00084103592	0.0009424720592	0.0020168240198	0.0003392281307	0.0007217722692
k	0.023107838	0.731872226	0.0839647218	0.03987118136	0.0128484949	0.01627852644	0.003360056036	0.001776885224	0.0869200721206
è	0.1451540896	0.61328723	0.1234797546	0.0251122076	0.01520996362	0.01650670774	0.01339841524	0.02606413072	0.02178752153
o	0.07747238948	0.659434058	0.2081366084	0.0237142005	0.00359361328	0.006247143948	0.00754853638	0.003369535726	0.010483993414
n	0.0026578894912	0.222016154	0.64795627	0.0410365892	0.00420634134	0.0193269444712	0.020359629222	0.0042827346098	0.0381575279356
t	0.006755534889	0.2861976324	0.376894926	0.0902640328	0.04142586686	0.013974171406	0.010655256832	0.023155396112	0.150677183029
a	0.02790540902	0.3314761288	0.3539494228	0.0685390382	0.0474234617	0.01244684408	0.007348593748	0.07267489211	0.07823633435
è	0.0008342613099	0.0191765277	0.82635972	0.1184848	0.0126872022	0.006833490218	0.00878094574	0.002582714696	0.004260336354
n	0.00490817333333	0.07456551014	0.576625736	0.217745142	0.0325370342	0.01194900318	0.0456579804	0.007799205546	0.028212195368
a	0.00972677808201	0.0696456834	0.574191648	0.220799055	0.01362709756	0.023838167102	0.00554749668	0.0119124159588	0.0707116826124
m	0.00086697493798	0.005797972419	0.232243478	0.564124218	0.137924344	0.0429435713	0.00824297232	0.00302463346	0.004832000612
à	0.0046704365847	0.041499655376	0.181678066	0.5075063412	0.1567532692	0.0346927032	0.005921647594	0.01468862098	0.0525893744912
k	0.00128955287016	0.00538667709	0.1003333528	0.676985538	0.0872428856	0.0266431075	0.06856881236	0.00628244094	0.02726752371
i	0.0096513998327	0.0208734320644	0.089888863	0.599083308	0.0770030664	0.07960094476	0.008559242868	0.02857328628	0.086766425974
n	0.00162886383083	0.0053731398052	0.0142837252	0.2087748952	0.49827049	0.2173593206	0.03297950886	0.006161544772	0.01516862506
a	0.00415302105147	0.00750369827678	0.01198941522	0.202686993	0.4896512204	0.0808962056	0.04296139022	0.01585024676	0.144307856235
k	0.00243496271265	0.00628387207432	0.00493876598	0.0535954	0.4686449776	0.312568834	0.1006038654	0.013622006428	0.0373074318
a	0.00676823590404	0.0132667244584	0.019409834936	0.0682270892	0.4700252656	0.218063546	0.03080667636	0.0377810743	0.13565155242
k	0.00224293451405	0.00600009563174	0.00264968264	0.0238639126	0.320345256	0.406206516	0.173203421	0.01731977754	0.0481684882
u	0.00897229653922	0.0138192035591	0.0123146483372	0.03248812654	0.3090942864	0.37490263	0.0508229212	0.06738826942	0.13019778564
n	0.00198323059433	0.0047027533735	0.00170408292	0.008420111	0.1743586302	0.45452893	0.240243298	0.03609982474	0.0779591488
s	0.0121945126693	0.00704250405	0.0039235892136	0.0176735914	0.1986717625	0.418279016	0.13008475	0.069933355386	0.14219700326
u	0.0273307461249	0.008045147493	0.01051652594	0.0212100813	0.0520681456	0.295340312	0.1138173213	0.15529160624	0.31638018446
m	0.00055943842354	0.0023105194732	0.002879123228	0.00506558892	0.06334344786	0.272530934	0.261657904	0.1197610432	0.2718920062
è	0.00372287556032	0.00637546135736	0.0074888515222	0.0112189587	0.08739838174	0.485583118	0.0852848106	0.17669556384	0.13623214283
i	0.000346356837724	0.0003179713315	0.001345284486	0.004428658088	0.011391889564	0.162352562	0.595031336	0.1197179172	0.1050680982
o	0.000352169284234	0.00123222889667	0.0014608598742	0.0012815423432	0.004997593632	0.0941447524	0.553913218	0.232506561	0.11011119824
l	0.000254081312961	0.000934838396	0.0021640858138	0.001131928876	0.00400017298	0.0630184602	0.63820154	0.2387321402	0.05156275552
ì	0.0321681114418	0.0153180574662	0.0011424705575	0.00298197108	0.0152748863	0.0568241374	0.2532272296	0.469968351	0.1530947054
b	5.38833773019e-05	5.3939429446e-05	0.00067296133654	0.001151691842	0.0024848739576	0.016136255312	0.569129787	0.342524646	0.0677920864
e	0.00154112946707	0.00178180043488	0.001490733938	0.002846644404	0.00890478479	0.18418967776	0.21874711	0.39385174	0.18664644236
n	0.00152166452061	0.00264482717724	0.0010959792593	0.001152860536	0.001980651704	0.01630038278	0.0758951716	0.66410859	0.235299714
z	0.00726382358876	0.00702854173526	0.00497598662006	0.005710366248	0.008390862886	0.02229009094	0.0558531712	0.476094562	0.412392486954
ì	0.00374393521713	0.00395777141074	0.0019867611516	0.002893173108	0.009673975124	0.008750051516	0.00837313636	0.6177024586	0.342918774744
n	0.000367098899114	0.000364514255913	0.000888526454433	0.0020353275966	0.0121136764516	0.0678211242128	0.0664745462	0.674105088	0.175830088
a	0.0190206210174	0.0142874218078	0.013132054018	0.0127839700534	0.0182663991444	0.084918277172	0.081549689	0.522130891	0.233910594
</S>	0.00555030448739	0.00485176292398	0.00315661947724	0.0031352385237	0.0025564685968	0.0069415526388	0.01914716066	0.365397068	0.58926378
