 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.830274812	0.0993129324	0.01544498266	0.001988711038	0.004339135992	0.00546791662	0.002505574474	0.001425991082	0.008759120071	0.0304807667957
t	0.3047852806	0.524081084	0.0098240247	0.002320465948	0.00695581938916	0.002867682462	0.000567167430462	0.00489305227297	0.0239730044933	0.11973234183
e	0.046080209834	0.748975718	0.1267008517	0.039057146804	0.02292360808	0.00541674082	0.002749587648	0.0009236616374	0.000898461148	0.0062739598008
l	0.0396034825608	0.927879394	0.0251730274	0.001770808848	0.00177386588	0.0021047050928	0.00063055004396	0.000170365359848	0.00018961948002	0.000704208294
ì	0.0305246655792	0.706761802	0.195724708	0.017369272698	0.01798259648	0.00945246326	0.01227536012	0.0034837466518	0.00203136797	0.0043940776322
s	0.0035592141072	0.915706036	0.0711857712	0.00471362116	0.00183392689	0.000816928616	0.00121131279	0.00015095015038	0.0001485280388	0.00067376959826
i	0.05148337452	0.670136	0.165373018	0.0180415477	0.02187477632	0.01797546446	0.014268587	0.016337655378	0.002786333608	0.021723130066
n	0.008030692938	0.2165622264	0.702385668	0.0505828054	0.015531399	0.00353716246	0.0024794594	0.000304990734	0.00019107353	0.00039445066
a	0.00800366212	0.2130155414	0.600514746	0.04311079496	0.0728526015	0.01893480378	0.00976457706	0.007828889864	0.004686497088	0.021288002451
z	0.0023741030254	0.02105304636	0.83464601	0.1143506866	0.01909660214	0.004476144444	0.000618484614	0.0007918189822	0.000442628385	0.002150560334
ì	0.0093895296048	0.0643275976	0.565601422	0.0704153922	0.132222197	0.0532622902	0.025387185	0.037784160114	0.00715628418	0.034453919137
s	0.0015031018002	0.10327707828	0.569438948	0.17699936	0.0786629384	0.01942996506	0.02437731982	0.003187960766	0.005368247892	0.017755132184
i	0.00976089107554	0.03740246922	0.605448954	0.0993460423	0.0936282994	0.0579895134	0.028060013	0.027549771	0.01301095896	0.027803150514
n	0.0002938544652	0.000865061698	0.231138603	0.554769184	0.17601373	0.0287146376	0.00357450416	0.002960350996	0.00071995067	0.000950181734
a	0.00245852156747	0.007092234631	0.128540081	0.180099118	0.526805878	0.0826187278	0.01872601828	0.014894317206	0.00752983104	0.031235438662
m	0.00021788082588	0.00045963842428	0.0362379732	0.426053902	0.46650889	0.0535279532	0.0038026057	0.005266399612	0.0017237042	0.006201093248
i	0.00226054050328	0.0069744139688	0.0666094825	0.0876719896	0.645751358	0.0897349696	0.03795260026	0.01545218766	0.01880022034	0.0287922474804
n	0.000253823049754	0.00040437920436	0.01471291706	0.2417538928	0.585004668	0.1258491502	0.00854278312	0.00684109351	0.0028728388	0.013764573032
