 	il	vestito	della	sposa	vuole	bianco	</S>
o	0.955280412	0.01696482794	0.004029765719	0.001797647412	0.0016914102686	0.0048201242326	0.0154157496637
à	0.58227629	0.1623851911	0.09014681056	0.15922451096	0.002668514182	0.000319674491	0.00297895776644
b	0.02105201406	0.29499281	0.4089396674	0.18221184316	0.0457089890808	0.0200087887961	0.0270858647855
b	0.0383246177	0.546030284	0.37730160458	0.004157105074	0.003858136486	0.00283955557	0.0274887939306
i	0.1406158282	0.431476816	0.313098847	0.01900579826	0.01196114492	0.018917562701	0.0649240521834
t	0.19064077992	0.451408988	0.2364706652	0.09820479374	0.003944609016	0.012077147576	0.007253081498
o	0.20463146096	0.5403138266	0.206410066832	0.018435392362	0.0156162221896	0.0061429668956	0.0084500419226
u	0.160268963684	0.133841375	0.36198368234	0.3330520934	0.00448621226	0.004197720392	0.0021699872526
k	0.0068255424928	0.0340138164	0.3192361012	0.575969538	0.0544715038	0.00490955614	0.004574004198
o	0.168339938507	0.09398252806	0.33703431286	0.2457739318	0.02988315398	0.0532056188	0.07178051436
r	0.004492507114	0.01323480244	0.4088817424	0.509157466	0.047621427	0.00793759454	0.00867441696
a	0.121288772582	0.10873363096	0.1228276599	0.2573016794	0.2469183016	0.06572992704	0.07720005726
s	0.007126923476	0.019556881622	0.2868136364	0.584917666	0.06000168304	0.02019588886	0.0213872313
ì	0.0888162657234	0.090254078428	0.04778847524	0.1971975638	0.3916131834	0.07281231374	0.11151806114
u	0.0013750940062	0.004477063806	0.2196134922	0.174093596	0.31173225844	0.16878189092	0.11992652238
t	0.00129457258669	0.00649946164066	0.10441555788	0.1288903612	0.625180404	0.103296046	0.03042364
è	0.00869089564511	0.0130297094202	0.00528048308	0.0260696288	0.6108055488	0.1188903834	0.21723344288
l	0.000192387802588	0.0011300902242	0.01077653572	0.0255203158	0.659723786	0.2317944646	0.07086233516
i	0.0191462162503	0.00744518075832	0.009163087264	0.010487745894	0.457530777	0.3938396108	0.1023873451
à	0.020812520353	0.040730826105	0.008920698352	0.01705397084	0.240664545	0.423519436	0.248297936
s	0.000239624276925	0.000361312824737	0.00697704202339	0.003087383728	0.15365407436	0.813291272	0.02238942252
p	0.00157877045019	0.00392908211498	0.00220072030128	0.00093579838	0.1372499488	0.66492942	0.1891762041
r	0.0187090665235	0.0143635639334	0.002237387717	0.000551645406	0.0372643756	0.3677381036	0.5591359096
o	0.0661222753121	0.0349627274685	0.02816891708	0.01029973782	0.08214881	0.47226909	0.30602843641
</S>	0.0207656467956	0.0169295605234	0.00196135636776	0.0021759407288	0.037582234666	0.2628411972	0.657744069
