 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.8738057	0.0589267376	0.0054408193908	0.002697016602	0.005700165442	0.008067902671	0.011503891585	0.0058853884168	0.0043496046614	0.001809696131	0.0013033482258	0.00296452274923	0.0175452381921
ù	0.943067394	0.0337147312	0.0087282373	0.00108873015	0.002280160742	0.000996716466	0.0030701886168	0.002063728176	0.0010998761552	0.00058741084806	0.00052572611597	0.000115724114199	0.00266131948898
r	0.796045346	0.1783585408	0.00667332634	0.001334730692	0.00125329856	0.0010703744936	0.0007431989074	0.00100628229	0.0006714395908	0.000769535154	0.000308341907376	0.00292567082576	0.00883995443636
u	0.609926924	0.2755187234	0.02047312108	0.017708174006	0.00730787768	0.009271395514	0.004454768372	0.011309198076	0.0134163528229	0.0102221855222	0.0038307677654	0.0020096332349	0.0145508748162
k	0.1159104662	0.67788512	0.154502476	0.02463375504	0.01602492902	0.00246675602	0.0027595967	0.002978818972	0.0005188619548	0.000242666694	0.000105967887639	0.000412580790664	0.00155799179144
a	0.04608876732	0.494954954	0.202689184	0.08705735644	0.0610020624	0.01735305806	0.0082937573	0.02454222436	0.0118290951584	0.0129622364544	0.0035562501	0.0023281543836	0.0273429093927
s	0.02292248118	0.4466768486	0.369255862	0.0932311493	0.04531741088	0.006034371232	0.00745659798	0.003599598374	0.0028286345476	0.0004171631	0.0002412698694	0.00053753235716	0.001481090204
ì	0.018428119022	0.2918301851	0.374746426	0.11057624434	0.0925226762	0.02411037858	0.011133088634	0.02542869912	0.009010098896	0.011419614592	0.001182950492	0.0009780686726	0.0286333967192
t	0.02561300208	0.2254309872	0.33016632	0.252562958	0.1108495664	0.01503655526	0.0149300146	0.01029735902	0.00180201608	0.00152366749	0.000733472784	0.002554092588	0.008500095
a	0.029273145924	0.216962116	0.213323198	0.206025942	0.105538808	0.0319260202	0.0156454517	0.0531606248	0.0264984747568	0.047089975892	0.004975100914	0.008637496026	0.040943846676
m	0.0006241628836	0.00937805926	0.285587568	0.365651598	0.286370012	0.0210599303	0.02015103654	0.007200703906	0.001908472152	0.000630978572	0.0003809157279	0.0003768355777	0.000679656458
i	0.00908759344358	0.04041739498	0.1684871916	0.2608844664	0.370049278	0.032690336	0.013402541	0.05296648846	0.005234187554	0.009022310988	0.0071258707224	0.0038002030472	0.026832153738
a	0.00215731794336	0.002365042676	0.1187283468	0.336876072	0.457430828	0.0387136454	0.02286606788	0.0085268205	0.00403443114	0.001172161752	0.00108850680006	0.0037548031984	0.00228599361
f	0.00063736915418	0.0024893566588	0.04308772948	0.1836041038	0.566228766	0.122403171	0.01954192266	0.0513418183	0.002279507952	0.00225888144	0.000563776405346	0.000555793101	0.00500779706
o	0.0119652688216	0.010588585638	0.042772162892	0.0991498006	0.552928468	0.0659623602	0.04820375322	0.0634082466	0.00905487782	0.02645111517	0.00404058686	0.006610028066	0.0588648498732
r	0.0016546482519	0.001490592734	0.01944727712	0.1050250386	0.470105196	0.195561216	0.0826992702	0.0861654812	0.01188811068	0.0037496002	0.0030946016002	0.008160857672	0.010958116378
à	0.0142946760188	0.0118094324966	0.02706553514	0.0758525304	0.402472682	0.1381206618	0.07746984894	0.1214188804	0.019330814512	0.0304482311	0.00591796118	0.00808065024	0.067717949486
s	0.0005094075242	0.0017596215826	0.00320857994	0.10727666838	0.1949332214	0.355976956	0.105688785	0.168986428	0.01240122358	0.013829083836	0.01262541976	0.007484167672	0.01532055368
o	0.00462236391979	0.0069836249188	0.017504273069	0.06488111888	0.159115248	0.2375121414	0.0653685582	0.2772093852	0.02760481246	0.01069324044	0.01089163862	0.02592345082	0.09169001514
l	0.0003576305897	0.00052883342516	0.0018985398144	0.00715070667	0.04261348906	0.448154782	0.2412617346	0.149793719	0.079401507	0.0108959918	0.005605749262	0.00286116968	0.0094761738
a	0.00665578368738	0.0080545966558	0.0064981954092	0.01392235894	0.0837319816	0.220485144	0.1563163328	0.318411898	0.0546697492	0.0217548741	0.02110976898	0.01642392913	0.071965534274
m	0.00190646196216	0.00145658747424	0.0014203202372	0.0039102033452	0.0228766415	0.301179596	0.27290595676	0.146829362	0.1654512832	0.0243061648	0.014623581126	0.0145919705	0.02854199612
è	0.00381526909998	0.00585388435512	0.00282374840146	0.00808330911	0.0400665198	0.15100235	0.0985758422	0.421203	0.07910943746	0.04784201036	0.05251996826	0.0199416878344	0.069162976996
n	0.000442950013745	0.00053399857823	0.00065066086004	0.003627218258	0.00389832836	0.234052644	0.1698559808	0.422553414	0.0859379942	0.032553271252	0.0253442422	0.00965677892	0.01089242132
t	0.00972330732313	0.0101533621367	0.00904413504585	0.011284766842	0.01925661492	0.09270733	0.1044883912	0.49425822	0.0693077532	0.0311169374	0.0148284756	0.0450153704	0.08881524926
e	0.0058024840555	0.005136235174	0.00472201882	0.012262045026	0.0152405253	0.0707604234	0.0976398464	0.327442124	0.070668069	0.0449708942	0.0673680358	0.07123119568	0.20675598636
e	0.000962486060988	0.000998901968117	0.000635639898404	0.00278506503194	0.0060796491	0.0626705002	0.10156174858	0.2727247614	0.3072517972	0.1180750432	0.0505988356	0.0296625772	0.0459929288
s	0.000337132052932	0.000761443212479	0.000401314552712	0.0021002824295	0.003256058577	0.03446253068	0.05829426865	0.2168361256	0.2001942716	0.389501148	0.04918023969	0.01173252238	0.03294262424
a	0.001510911062	0.000991879893788	0.00078315718564	0.001634339915	0.003835370622	0.02289949948	0.09883994524	0.114705449	0.0344414752	0.250142472	0.3077525052	0.041056173774	0.121406788864
l	0.000959508262337	0.000541222318298	0.00048189817909	0.0013552951751	0.001328460058	0.008093866588	0.024329892466	0.0943869058	0.144250668	0.411199201	0.1484131858	0.089530799	0.0751290679
l	0.00322373252382	0.00416073782339	0.00155642276647	0.0017371826924	0.00212886813476	0.01542145306	0.049338812166	0.0500167466	0.02684155228	0.1383397768	0.471594915	0.07769348936	0.157946203514
i	0.000361581581504	0.000419239446	0.0007283307188	0.00076039006	0.006382952752	0.01656169043	0.021094206814	0.0294358905	0.02238740598	0.0288949004	0.427598888	0.223099647134	0.222275080545
m	0.0015095295188	0.0011892680152	0.000554689494	0.000952143734	0.0013710894274	0.00596475588	0.004633391912	0.08642703086	0.0576412971	0.1301568452	0.196417743	0.168397084	0.3447850984
o	0.00300607955282	0.0047225200441	0.00186547873616	0.00241432923614	0.00224584811864	0.003941635002	0.015876735272	0.05252879042	0.0408342348	0.1437804868	0.44072451	0.180809135594	0.107250325608
n	0.00148335853898	0.00118318040722	0.000955447606912	0.0020497781047	0.0016900744472	0.003505653472	0.005203229306	0.10430663856	0.0354723058	0.1920838414	0.3587248528	0.188896922	0.104444709
ò	0.00133576257581	0.00192473494524	0.00176700154892	0.002525526402	0.00233126914082	0.0030989766022	0.00817475894	0.024595842794	0.01545541918	0.0876660324	0.442992168	0.16199007014	0.246142458866
m	0.000677456576346	0.00171944241979	0.000941267129347	0.00429380193738	0.00210067238594	0.024571669516	0.01949751822	0.0414940414	0.0301954302	0.0454015018	0.1030328314	0.535815518	0.190259064
à	0.0146271839522	0.0269474703835	0.0119660997873	0.0212170248866	0.0117089219494	0.018710538836	0.02658702444	0.1284137388	0.03089402736	0.1299079974	0.1241836572	0.293546294	0.1612901128
i	0.00168562661791	0.00140350867977	0.00152755792626	0.00287405681819	0.00263679462454	0.0166679908652	0.021161282204	0.0441966071	0.01423664023	0.014161173788	0.05207118918	0.565786254	0.2615913064
</S>	0.000842841580942	0.000468902154041	0.00138554685822	0.010090692505	0.0029243777472	0.001867301568	0.0078974369606	0.022101999136	0.01265729538	0.02239819484	0.09632406436	0.364344394	0.4566970672
