 	si	è	rotta	la	coppa	</S>
e	0.897180626	0.0707318686	0.0021622773308	0.0011583270442	0.0114563712148	0.0173103976533
g	0.7377542	0.163216624	0.0878157186892	0.002917594428	0.00103836594	0.0072574203
l	0.0779640376	0.18359542872	0.359201617	0.0265189188	0.15682650886	0.195893482178
à	0.14586469	0.31901898	0.3168003994	0.04294131296	0.094960535146	0.0804142905596
s	0.0733489688	0.2951357988	0.45834264	0.08850178	0.0534202414	0.03125061888
t	0.1195549776	0.1896963146	0.392804528	0.11265007334	0.0259760574	0.159317988824
i	0.0337295304	0.0597863398	0.443452596	0.0500518428	0.0655892403	0.347390242536
e	0.06017674646	0.07652683438	0.2510198408	0.566208368	0.0143138736404	0.0317543563
c	0.00332186536	0.0478594981	0.16400951146	0.597978568	0.084872928	0.10195771138
ò	0.00497954755	0.01585938831	0.189429384354	0.311927668	0.3653415768	0.112462476375
p	0.00085981829416	0.0034488506	0.0405861230545	0.2272374622	0.708662416	0.01920526034
p	0.00221595434754	0.013981624098	0.0827194641845	0.058404777	0.666227058	0.17645118526
a	0.003112790586	0.092592065662	0.051682904314	0.09778677766	0.669396998	0.08542853698
</S>	0.0063667329864	0.0021689849016	0.00224924513626	0.05929414228	0.2486182078	0.68130276
