 	non	ho	cosa	è	da	mangiare	</S>
e	0.837278942	0.02427021226	0.003073839104	0.0145567498258	0.003068811486	0.0310755211608	0.0866758510553
n	0.5877500252	0.180884043	0.03518368454	0.0368723450882	0.00247335800334	0.0109066356456	0.145929945347
è	0.03876894912	0.3219163596	0.3537138466	0.12305017995	0.0481633617	0.01473018334	0.0996572601882
c	0.031950088	0.751692448	0.164975636	0.020851237	0.00264573174	0.00221831832	0.02566661014
h	0.08344592028	0.361284486	0.43815748	0.04595180348	0.00588433246	0.010761489092	0.05451450568
o	0.03520144876	0.2497685584	0.562321528	0.0917525936	0.019156247708	0.0063693232	0.0354303563
t	0.003411564992	0.1031719958	0.640984852	0.1843019648	0.033721309	0.0049017172	0.0295065631
i	0.031291596944	0.0267287053	0.547061306	0.1092783064	0.1095768012	0.07300372608	0.103059504473
è	0.0063719036952	0.011705987568	0.131314357	0.387143426	0.37307099	0.0637547656	0.0266386334
n	0.007747697116	0.00690500588	0.04591831134	0.40963717	0.358581812	0.1417597046	0.02945029354
a	0.0042713800554	0.01557335968	0.0787036478	0.214688992	0.544124202	0.091878968	0.05075947596
f	0.000939660194	0.0010114036566	0.009082066308	0.0311691986	0.430401612	0.4820289088	0.04536706156
à	0.0044314810336	0.00911027391	0.022102270866	0.0352275296	0.352758964	0.440442578	0.13592690111
o	0.000499308274088	0.00124786190296	0.002064998354	0.0240601348	0.1127493396	0.759589924	0.0997883684
</S>	0.0009769061226	0.0013159202302	0.0024934334594	0.006123634932	0.0239340602	0.627858288	0.3372976686
