 	lo	sentii	ee	che	arrivava	</S>
t	0.94177254	0.01629865708	0.000962257288	0.001216812924	0.012438261538	0.0273115105612
o	0.95621464	0.0125301277	0.01081189464	0.003225330992	0.01212875794	0.005089188664
n	0.600652038	0.3197838836	0.0618426268	0.005233193554	0.003293058363	0.009195301318
ì	0.2580442574	0.3612299872	0.0778383964	0.04196740806	0.16198125534	0.098938919946
k	0.0548701214	0.752094418	0.1067930592	0.012202415416	0.02345448388	0.05058546002
u	0.4944819478	0.346601351	0.125521092	0.00286754782	0.0070645053624	0.02346351738
s	0.0378831099	0.3284001312	0.519560228	0.0274517801	0.070568064074	0.0161367351
a	0.0799764783	0.14996854	0.567432908	0.0635129102	0.0418647208	0.097244508916
e	0.0095652605	0.04861680786	0.708260208	0.174239328	0.02001381336	0.03930467607
e	0.00622326281232	0.042426874512	0.559639966	0.325662332	0.0328786124	0.03316893886
k	0.0037470967574	0.018922027096	0.0929397562	0.784706398	0.0677932296	0.031891528
a	0.0116291831868	0.00707209368	0.050001087	0.52365633	0.1917631682	0.215878193334
è	0.0116213632226	0.006745123852	0.153772429	0.63824053	0.1392915948	0.0503287528
s	0.00178687949964	0.0506362434236	0.07981799066	0.344824829	0.447414878	0.075519083
t	0.00397820110697	0.0120165147716	0.0145588974	0.3058726974	0.500653984	0.16291991236
a	0.0062736342648	0.00113774734	0.01970486112	0.0343771964	0.669850522	0.268656114976
z	0.0187014133144	0.00160435844398	0.0108730123294	0.09058115089	0.564331594	0.31390856
z	0.00802332185132	0.00315487999276	0.00327973458	0.0842253038	0.501542324	0.399774261562
e	0.0746633531641	0.0057833875552	0.02127980798	0.0305944629	0.400270536	0.467408405371
</S>	0.0152547964491	0.0010376301763	0.0054414234321	0.026792434368	0.4093044	0.542169354
