 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.929690822	0.03928462696	0.00695848706	0.0019920809232	0.002599436428	0.002668861245	0.0008778475444	0.000903491604	0.0005267206632	0.0029921569358	0.0115054256502
p	0.353202757	0.6274473684	0.011757345	0.0009176929872	0.0004310585391	0.00018982890256	0.00129838843377	5.79070829492e-05	6.29063972194e-05	4.241369341e-05	0.00459234036166
e	0.287115157	0.423927516834	0.09585956638	0.03695377708	0.05936148526	0.015262339834	0.021133010752	0.016584783364	0.002342677138	0.0067489340656	0.0347106525684
t	0.37608103667	0.5872820958	0.02892574454	0.003194074278	0.0014618871292	0.001032717858	0.00144524223153	0.000165095020512	0.000118905075653	2.98384991316e-05	0.000263258343355
à	0.27103557684	0.46914267196	0.10263865688	0.07090328913	0.00940767772	0.030617885862	0.0146439552	0.009316714782	0.0092854231365	0.0023133766372	0.0106947002915
c	0.114079725714	0.702105666	0.11355148634	0.02436144594	0.00392802344	0.006715395114	0.002036063059	0.0045745277128	0.0026951706524	0.0020387351532	0.023913596842
i	0.444123706	0.3084974732	0.1751811272	0.01483053574	0.0099581675	0.002112096	0.00979369093	0.00552101108	0.00126627808	0.001104301772	0.027611630432
a	0.089589463008	0.1683776352	0.536242994	0.097085651	0.0359439048	0.03105709714	0.01218376674	0.0095245521792	0.0024070923732	0.004282506336	0.013305331664
k	0.00341518314566	0.069255390228	0.693266142	0.1187569854	0.05802887	0.010841115522	0.0238192807105	0.0008031234354	0.00088646782882	0.00170115049054	0.0192262056754
è	0.033951462568	0.0121172035	0.3681727388	0.2558502308	0.1040805842	0.0502245252	0.0358587455	0.02154125956	0.010402215504	0.01841558516	0.089385529584
c	0.016220006843	0.0648877588	0.40083121	0.373998564	0.079154064	0.01854863194	0.008789069424	0.01088853348	0.002821088636	0.003600261802	0.02026082814
c	0.027734177974	0.0294765508	0.399409628	0.2402379588	0.0886519633	0.01376188078	0.066031566096	0.0157701144	0.00846797924	0.009426787284	0.10103135554
i	0.1102627268	0.0824764551	0.2341827194	0.2217707006	0.068854794	0.05624384674	0.01401965543	0.062058132826	0.006846052386	0.04852166258	0.09476336106
a	0.00210862776672	0.0035254736122	0.1117208032	0.289166392	0.358118	0.1553393216	0.0538252097448	0.008841572494	0.004616879988	0.006172445382	0.00656533386
f	0.00172925256371	0.00333953075811	0.0287300982	0.3369776402	0.390207978	0.1463446716	0.05783874892	0.00802354424	0.0028734463008	0.00522494469542	0.01871009098
o	0.0120493189569	0.00290143602684	0.03569214778	0.27469764	0.257101398	0.1397964446	0.0669043566	0.0682420876	0.025842989346	0.03553278176	0.0812393716
r	0.00100892693942	0.00313401915994	0.003521599332	0.1387689898	0.39156311	0.30923999	0.0946588023	0.02281547208	0.007818165126	0.007715683192	0.01975519434
à	0.0236168004746	0.00666118513254	0.024540936582	0.1643153834	0.20275842	0.212739128	0.1641568226	0.0754785416	0.0207321795	0.028564166	0.07643638654
e	0.00023970575016	0.015168340157	0.007321571776	0.1533965842	0.304306671	0.1446999118	0.1841662804	0.13448518916	0.018188989234	0.00993999641	0.0280867195
n	0.000316072225068	0.000915192738035	0.00234334594884	0.024093312734	0.2372123264	0.317818018	0.2872343808	0.0992054714	0.01032193108	0.008119884458	0.0124202285
d	0.0127236890369	0.00119987769926	0.003482747842	0.02694200836	0.1294509307	0.2374842756	0.255983646	0.144957469	0.01758430866	0.049815728	0.120375374226
ì	0.0396221936661	0.0053220150455	0.00859491089	0.01837969232	0.1080518536	0.127231536	0.176268465	0.1431292188	0.05702821224	0.09559673254	0.2207751055
n	0.000568341454595	0.00648989438704	0.004110898294	0.03332429262	0.1078861345	0.09667143212	0.32529825	0.340206216	0.0429601702	0.0196200174	0.0228643054
n	0.00990329241532	0.00340159619845	0.005628466515	0.018481091736	0.0957148775	0.1501098994	0.3639296478	0.161210692	0.0289525347	0.07369471564	0.08897324654
o	0.0485691001179	0.0187412755503	0.018155167378	0.02580018628	0.0925145631	0.083954357	0.1398835872	0.2162570888	0.0845721428	0.1081022302	0.1634502246
t	0.00212555923856	0.000657438204784	0.00064649841666	0.00378654400014	0.032102876096	0.1492471898	0.158903886	0.4191884	0.1202803714	0.0465136058	0.066547634
t	0.00226100957928	0.00174529756694	0.00234366785513	0.0030610763552	0.01000618574	0.04770826696	0.265490034	0.3139507844	0.090927832	0.1338780976	0.128627852387
e	0.00163616051541	0.00696016629393	0.001545515936	0.01384138178	0.0246689721	0.1163433992	0.110356705	0.14574127	0.1216931628	0.1896774	0.26753580559
p	0.00179316756314	0.000482254016156	0.00078855885798	0.0011853141775	0.012025724652	0.07469536224	0.12006442774	0.4278613	0.176143324	0.1052247088	0.0797357414
ù	0.0126148545076	0.00113126396908	0.00432322304146	0.003217584238	0.0041315790006	0.024038302428	0.1230562832	0.2295327548	0.1721115202	0.217993456	0.20784918205
r	0.000238796201883	0.00624415827081	0.000609115653642	0.0044591864932	0.015272099586	0.02113407045	0.1029636486	0.491894626	0.141828832	0.131424898	0.0839305922
u	0.00931105343675	0.00220994981694	0.00308928067891	0.00509171839106	0.006194361728	0.019417672842	0.14515015808	0.274025722	0.1683142548	0.2608810908	0.10631497876
m	0.00171844763044	0.000357726975124	0.000381435593014	0.0005928406731	0.0035867232234	0.01339489954	0.04353852592	0.098001574	0.344927828	0.29469662	0.198803536
a	0.0269584829132	0.00126770089724	0.00459902061544	0.00223523596814	0.0020333905584	0.0072112452326	0.07411653068	0.2266696246	0.2187134192	0.284842566	0.151352790272
n	0.00176992912525	0.000653401316768	0.000744551054324	0.00061397763586	0.001580018593	0.005412902154	0.019463552252	0.0463500724	0.2781051566	0.439611984	0.205694606
e	0.00128328753919	0.000449827461057	0.00171543281241	0.00149175462464	0.0013047870244	0.0022025519726	0.01871764402	0.0683421856	0.1460204128	0.534282808	0.224189289509
c	0.000557912187843	0.000235360310628	0.00042181355936	0.00037424945252	0.0008556168956	0.004696949776	0.00729117367	0.02153978852	0.162562933	0.57338957	0.228074846
h	0.00380204639595	0.000320739128234	0.00327240474295	0.00126563892076	0.00064427743312	0.00195274330906	0.010927866052	0.05031411644	0.122487368	0.491154492	0.313857988232
à	0.00297229485649	0.000279888651941	0.00027319403443	0.0005040903537	0.0005763603566	0.001283323168	0.01362081286	0.02649950746	0.0578846258	0.623191252	0.272914753602
