 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.87657494	0.02425650826	0.04688069532	0.00899976374	0.003187551172	0.003270049452	0.00334474329	0.000628542708	0.0013358003186	0.0011648843334	0.0303563899542
n	0.4672575508	0.263295117	0.0783023604	0.01183657344	0.00336608074486	0.003225532407	0.00445459892746	0.00170808432262	0.00311664043299	0.00282634798581	0.160611098036
è	0.022517231838	0.2569088638	0.569493886	0.0916909625	0.01820165266	0.0189805066	0.006215978484	0.002956877926	0.000748460742	0.001019298344	0.011266396586
r	0.045120915462	0.377181786	0.4380985936	0.061674766	0.009768187472	0.0041297181812	0.010331433084	0.0036802526216	0.0078641537979	0.00267134023216	0.039478814667
k	0.05262312214	0.410967346	0.370057526	0.0840812404	0.01073650068	0.0143217282	0.00639517813	0.008323344328	0.004137715118	0.0015705485348	0.0367858375112
e	0.069056759144	0.27767315352	0.4030594244	0.0609364824	0.02001877538	0.03354366764	0.0077968814312	0.005295386828	0.0058338540568	0.01254641722	0.104239123864
s	0.003575972824	0.1983587034	0.558176816	0.1411427356	0.05046556224	0.031757949638	0.006896537644	0.000466629854	0.0026840132696	0.00029718650976	0.0061778248538
e	0.024041403992	0.1098153	0.41769656	0.20143792	0.0928883724	0.0655470978	0.02124889772	0.02504776808	0.011931682468	0.00273007366	0.0276150143922
k	0.002639418736	0.06797619196	0.402198061	0.38779654	0.1076107142	0.0244635684	0.0035950623	0.001078004772	0.000471697924	0.0002200809314	0.001950722722
a	0.0045764268008	0.0325558176	0.361663546	0.252075512	0.1431467372	0.155964518	0.011195831096	0.00718558212	0.007434861	0.009055863122	0.01514533793
i	0.0020291255442	0.017052998612	0.232236939	0.41273545	0.2497063712	0.0727040834	0.00684013796	0.00272909088	0.00090903407	0.0005145268766	0.00254234034
m	0.0003620638248	0.007290036938	0.0397313006	0.519389976	0.285438374	0.1050031054	0.0258292084	0.00424141434	0.004345320824	0.00080179436	0.007567338156
è	0.0023563139646	0.008170589872	0.05030875338	0.2030446684	0.2796425528	0.382817962	0.022292497534	0.007320406488	0.005555147568	0.010410106806	0.028080939971
