 	lo	posso	finire	di	fare	</S>
t	0.812868482	0.1284305408	0.00851043006	0.00267459283	0.0156614062162	0.0318544820728
o	0.75317726	0.1822278212	0.00970793158	0.007174415126	0.0005441534458	0.0471684302977
s	0.30051784	0.681631634	0.005184442944	0.002794089496	0.0006852449498	0.009186810881
ò	0.19622901492	0.6744019886	0.0152795424	0.08176380293	0.005518118701	0.0268075490434
z	0.01090440898	0.972949538	0.00526373014	0.001427314168	0.0048146895114	0.0046403057386
o	0.1474212868	0.617628528	0.0761149236	0.071500763254	0.03271531292	0.054619214146
s	0.03124659936	0.4357356456	0.47726492	0.0479706682	0.001445952992	0.00633624206
p	0.02773150296	0.2939744256	0.45599771	0.0651338842	0.0156858588366	0.141476658696
i	0.08403008316	0.2109898406	0.410613762	0.0381964784	0.0514277447632	0.204742092527
c	0.00511384298	0.0265294409	0.7735177	0.139560249	0.02882823704	0.026450418046
c	0.01762922276	0.02796082074	0.728544234	0.0427619522	0.0650776102742	0.118026190883
è	0.069044619634	0.10612836586	0.57103075	0.0173287542	0.0581805520461	0.178286894249
t	0.044614154572	0.04315088714	0.549739164	0.1293444092	0.199786269966	0.0333651452
s	0.0123531330834	0.03201514028	0.65241201	0.1193296658	0.137170212907	0.046719736168
i	0.01072587574	0.024904473	0.39967681	0.1276486028	0.20091898733	0.2361251782
t	0.00580348611731	0.001476469704	0.17389667092	0.653245132	0.0623692658	0.1032090462
s	0.00692404750538	0.00718692758	0.12203296796	0.3999030132	0.14545510414	0.318497972896
è	0.0063471279006	0.007647549	0.0931541771	0.2110365292	0.175108951586	0.5067057273
k	0.000746768017206	0.004918917017	0.1214914581	0.2231370624	0.441739192	0.20796649
à	0.00869692155722	0.0145030904604	0.0904167728	0.3634416104	0.3857348203	0.1372068074
m	0.00194261503107	0.00293220382516	0.03258437306	0.12506693892	0.6799061512	0.15756779
i	0.0100269406017	0.0131977290714	0.0597701234	0.2273586944	0.50560619594	0.184040214
</S>	0.00536924862458	0.00284717582024	0.0061338512236	0.08028155204	0.28918363	0.616184478
