 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.5796035144	0.2533890238	0.00769120434	0.00863931855	0.005946862082	0.005437037682	0.005379366996	0.0065198495304	0.0230062387564	0.0162647927596	0.0031545449452	0.00111846303174	0.0092732485149	0.00675343817422	0.0048713705142	0.00455043568046	0.0584012525174
ò	0.89146201	0.0835693446	0.005014442248	0.0037383435592	0.00069948991532	0.0015858981728	0.000206135959	0.000208457108848	0.0031018280486	0.00040967768996	0.000420923519928	0.0013326731004	0.00049650277946	0.000525833207902	0.00130782361241	0.00029502939259	0.0056254964872
t	0.7689538292	0.226307121	0.00117733606	0.00185874278	0.0002327946534	0.0004697378006	0.0001923993556	0.00012153150062	9.00436402e-05	5.886385944e-05	6.2908594168e-05	0.0001252384175	9.9166169e-06	1.478168732e-05	1.271653236e-05	0.000109481280956	0.000202464997504
t	0.686330396	0.1857348986	0.01130277514	0.0102497989	0.006729776434	0.00754583714	0.0058223265164	0.004384472276	0.00248086576	0.001906752092	0.001935654396	0.0019098111534	0.00106253084542	0.00109341715468	0.00118330744052	0.00178737979852	0.0685400058385
e	0.453736094	0.18892361354	0.07017928708	0.07994905378	0.040004316902	0.04819319388	0.0349028447946	0.0232099356804	0.029198616974	0.0032195392828	0.0085720350948	0.0061808331852	0.0028171057206	0.00465422747765	0.00249657692746	0.00159479595992	0.0021679233276
j	0.032759745946	0.92187522	0.032264049	0.00523409636	0.001784308569	0.001271338092	0.000915006512	0.0006264797834	0.00147441860781	0.0003613996807	0.00034725311058	0.0003094006428	0.0001110420562	6.80207642e-05	0.000176900555472	2.90930036227e-05	0.000392313327745
è	0.14199147872	0.47654373	0.1611954154	0.0592058994	0.022076199	0.0222480034	0.0091567155	0.0084494386	0.0064561002	0.005001084714	0.00603509034	0.0070390228	0.005061391362	0.00489552747	0.0034554483372	0.004917347414	0.0562721153996
n	0.022966255384	0.90270515	0.0667823666	0.00387438186	0.000727541946	0.00082770864	0.0004557864588	0.0002414589661	0.000771712414	9.16228822e-05	0.00016620838312	0.0001676634454	2.014605672e-05	2.223937474e-05	1.611162758e-05	4.571995295e-05	0.00011788241714
n	0.069999370254	0.699003586	0.1215461842	0.023584004	0.00835508288	0.01276979388	0.005874115072	0.0059030049	0.006199343144	0.007053911596	0.004346365792	0.00330060091	0.001809495109	0.0036683914672	0.0013622037986	0.0005181159672	0.0247065299856
o	0.18421509037	0.378573808	0.2156802206	0.06807483606	0.026335295072	0.031908680347	0.011315009688	0.0113242933048	0.034852986604	0.0042573068078	0.00731717021	0.0059464567666	0.002610601856	0.006960128808	0.003938111964	0.003356502659	0.003333542348
