 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.954243996	0.0170880058	0.003818784636	0.002104687792	0.003901455488	0.0016132233512	0.0034922520562	0.0137376661492
à	0.557240564	0.1860492129	0.08325319334	0.16406817334	0.0043664678224	0.00116329642307	0.00022594479476	0.00363324762963
b	0.0227150169	0.2853414028	0.4215370486	0.1720859332	0.0249425044	0.0164150986268	0.0200293366437	0.0369336643659
b	0.0346150366	0.567426484	0.36069603436	0.006349265126	0.003888848964	0.00148474605	0.002887785669	0.0226519163839
e	0.1364648464	0.444045518	0.3145379326	0.0216209726	0.017747159596	0.009761806058	0.015677074176	0.040144749805
t	0.1761946597	0.470014034	0.236000654	0.0914324815	0.009311674108	0.003596993693	0.0075208766776	0.005928715476
o	0.20302652536	0.530534457	0.2100227032	0.019957165236	0.01328574612	0.01091877478	0.005184753942	0.0070699047564
u	0.155607297322	0.1316360186	0.33859789048	0.350569876	0.01517825148	0.0037677946	0.003032997876	0.0016097830815
k	0.004718461986	0.0326643958	0.2689687412	0.580619286	0.0917230033	0.0146334869	0.0020418706	0.00463064712
o	0.116793676432	0.0966982862	0.3321981408	0.2600765244	0.0346553034	0.03508510428	0.0682293653	0.0562636653
r	0.00261465678	0.010893342412	0.327283964	0.568870158	0.0608552084	0.01546488256	0.00682895812	0.007188814226
a	0.0939284944613	0.110610018554	0.12333878498	0.2799064036	0.1729212046	0.11677949512	0.04391305746	0.0586027098
s	0.004580106092	0.014562272196	0.2367865203	0.580284656	0.116317358	0.02316766008	0.01356387382	0.01073747634
ì	0.0550910528681	0.076997899566	0.04564185586	0.2421928848	0.266586333	0.157985676	0.0574835722	0.09802057788
u	0.0014519908618	0.006835313014	0.16060213244	0.185353165	0.380408708	0.1155721514	0.07885998844	0.0709163776
è	0.00052254479102	0.0037547180844	0.04371593154	0.0788771755	0.611146722	0.2147100452	0.0382760408	0.00899668518
n	0.000285993857792	0.00050347734314	0.01614455571	0.024036655	0.634218984	0.286973434	0.0306527486	0.00718414101
a	0.0516404517032	0.0161599462214	0.01716528912	0.03508399122	0.4812381	0.228438302	0.0927074892	0.07756641705
n	0.00283115344003	0.0220738319378	0.0030294264	0.02656714776	0.1452540436	0.67192521	0.10088946206	0.02742975468
e	0.0173509809886	0.0161921939509	0.008401510454	0.01275509946	0.0968303622	0.61229738	0.128806937	0.107365592978
à	0.00328499341607	0.0102117388154	0.00294992099	0.005348470788	0.03005628	0.631455516	0.190135073	0.12655808806
s	7.4395647715e-05	0.00019274174987	0.00882978029123	0.0048064508828	0.03639339664	0.2302296244	0.702536368	0.01693733188
p	0.00167113449509	0.00420253499818	0.0022380244216	0.001801142884	0.0277394653	0.1627187084	0.600315258	0.19931357744
r	0.0237954751268	0.01294733668	0.001638000618	0.000661472996	0.004704781694	0.06182031158	0.3292480626	0.565184592636
o	0.0689476314593	0.0236379306793	0.01707356068	0.00898172724	0.03517560058	0.1295466186	0.331976036	0.384660969972
</S>	0.0139771461391	0.0148127036625	0.00156252874683	0.00274088501604	0.004551103012	0.0605812176	0.393203762	0.50857062
