 	i	bambini	non	si	vestono	da	soli	</S>
t	0.915640384	0.0400182925	0.000937861742	0.000874367175	0.0010408471486	0.000819005064	0.007655119125	0.0330141046648
a	0.90752713	0.07846853422	0.001791641028	0.00411148097	0.0016572549292	0.000275025764	0.0005588349642	0.0056100306394
p	0.3786082734	0.6048852402	0.00853222894	0.00159106548	0.00186653229234	0.000206106026909	0.000230173143893	0.00408039105733
e	0.33341428	0.34513219258	0.136056115074	0.07055489656	0.03798222834	0.00606349483	0.023098255938	0.047698492208
t	0.36450964062	0.580500522	0.0367040064	0.00977241014	0.00598217796752	0.0006262415586	0.000524813236388	0.001380237968
ì	0.26908026694	0.4150811836	0.1428125546	0.0649791708	0.03285325882	0.018997032962	0.024242509746	0.03195394824
a	0.083355765032	0.661462726	0.1170778498	0.0503936856	0.006200575491	0.00976031764	0.015704359618	0.05604474438
e	0.03408776907	0.1480788666	0.602946006	0.14841669208	0.0256200239797	0.00767420233086	0.00673756665677	0.0264389129288
n	0.0037551315196	0.0627538772	0.38809984	0.363784916	0.086655907142	0.006741307862	0.00928391044912	0.078925039872
i	0.021295796282	0.0148806524	0.1669719188	0.417759226	0.2451136382	0.0418866472	0.02436571014	0.06772628836
n	0.00190376109	0.0149655702	0.248127768	0.502643204	0.1800721305	0.011425861948	0.008200989278	0.03266076796
d	0.0382936141597	0.00855066365	0.0513573526	0.417351092	0.340421454	0.0416466468	0.031946527	0.07043248526
ì	0.0419450000488	0.01905944306	0.0613107906	0.1748030988	0.2166510314	0.04244860078	0.10351467284	0.34026745108
n	0.00972847708	0.02321441052	0.12601178954	0.2744642906	0.366026318	0.070756326	0.0589196784	0.070878679
n	0.0350198914184	0.031406861336	0.1018189967	0.23804944532	0.4291749088	0.0278226704	0.049120260088	0.0875869105
o	0.07131980986	0.07167171278	0.0440217442	0.082858887	0.2569763924	0.0866406034	0.143483584	0.2430272188
t	0.00669097753103	0.0054806477062	0.0144348678	0.150764764	0.25520644	0.346353114	0.0911395692	0.1299294712
t	0.00525194066999	0.00464350005264	0.005429567406	0.0608486575	0.420155706	0.208022756	0.134253212	0.161394787282
e	0.00418503963144	0.0149541833	0.0082803756	0.0505596558	0.2012270204	0.225594602	0.201805994	0.29339317944
m	0.00500492182197	0.00321783292348	0.0054026707148	0.06304646804	0.0923342472	0.47617482	0.20006526	0.154753974
a	0.0198409202961	0.00352749053788	0.005650895498	0.04368996304	0.238129544	0.347994509	0.155948324	0.185218420337
n	0.00501958395128	0.0008997266138	0.001348828002	0.007925945812	0.0661482706	0.483006072	0.296399962	0.1392516432
e	0.0054088616143	0.003581025718	0.002090034938	0.0130533683	0.0764564914	0.319462157	0.41598399	0.16396402699
c	0.00194724670668	0.0008921936286	0.0013870144068	0.004377180156	0.0297271244	0.25515383	0.525316346	0.181199038
h	0.00671118231986	0.00120254266241	0.001606316108	0.0059393719294	0.0236136864	0.205911296	0.5269928	0.228022581494
à	0.00969332862655	0.00107368048108	0.0014068044486	0.00347812094	0.01711897644	0.0676549802	0.656176664	0.243397512525
t	0.00654833854845	0.00836006137693	0.00377570413986	0.00407593345705	0.0474232619268	0.06114862918	0.756551208	0.1121170588
u	0.0241910777121	0.0136222424995	0.00833056290416	0.0125834004536	0.031196624974	0.05711734986	0.70364974	0.1493089338
</S>	0.00152687423855	0.000282950152994	0.0004547503074	0.001076110231	0.012515694952	0.02938003522	0.492540336	0.46222312
