 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.77475763	0.0294036344	0.008093117004	0.004616115866	0.004408024366	0.003127352724	0.0025166314662	0.0069893122328	0.166088241277
d	0.69605391	0.1260975384	0.0649613197572	0.0066899953708	0.0068904623548	0.0237497543985	0.00161232966	0.0045771929366	0.0693675374188
ì	0.5613369812	0.256416954	0.00999188612	0.01399523031	0.008650079868	0.076533472336	0.025626428971	0.016351567316	0.0310974158236
s	0.18162434204	0.712414568	0.03752748084	0.00553873346	0.016459414696	0.006976071692	0.0019151454616	0.003240130954	0.034304152504
o	0.1635824876	0.605619442	0.1101541114	0.016016307	0.0345376271	0.02462454376	0.01102752147	0.0102669113	0.0241710413
n	0.042482062856	0.750108204	0.1774525328	0.01704532436	0.00632115829746	0.00371690214786	0.000347852500586	0.0003146935582	0.00221114311044
t	0.03186022135	0.757253574	0.0914621006	0.01491826452	0.02620548322	0.0075990245	0.005387039454	0.018095356929	0.0472188924362
a	0.060843832628	0.70652238	0.09890184824	0.03514078442	0.03855310135	0.0173265983466	0.005381216	0.01322115634	0.0241089812472
t	0.0153696657026	0.522019582	0.386084516	0.0485789806	0.010489182914	0.009723135582	0.0011370715544	0.00178375861	0.004814169644
i	0.042951071988	0.41981639	0.249684728	0.111614345	0.06568908074	0.028177434	0.0184683516	0.022940590732	0.04065801466
k	0.0027562205395	0.1644578808	0.68401848	0.1175798914	0.0147129158	0.008104921034	0.00087627162	0.002488043944	0.005005410892
i	0.0234318122739	0.1363532396	0.527962784	0.1083436584	0.074020405	0.04525973936	0.01456183586	0.03587660355	0.034189912812
a	0.00092265097368	0.03128638848	0.674300104	0.2393667852	0.02540759074	0.007749577754	0.0018480302536	0.006446799184	0.01267200884
t	0.000486550269504	0.00461794944	0.454030756	0.455917256	0.04752660488	0.021477299616	0.0022699458868	0.006545400377	0.00712819352
è	0.0314610677364	0.02376561178	0.137533495	0.324320984	0.260079682	0.03119300908	0.0266521645	0.07552866452	0.089465463762
r	0.000769412956546	0.005188499826	0.2490958182	0.21294146	0.408792084	0.04455234378	0.006688095024	0.0206158304	0.05135644355
a	0.00825338629314	0.02075242844	0.3276512174	0.270095613	0.1978784598	0.02922637482	0.00569787838	0.07370982925	0.06673477394
t	0.000363318785084	0.001051993302	0.0604436176	0.564976576	0.1725260352	0.16752987052	0.01102008746	0.01091925708	0.01116922654
i	0.00315317096393	0.0045077226444	0.01886214812	0.239319768	0.513548076	0.06533576	0.0213048326	0.05547058708	0.07849802683
n	0.000391976870816	0.0012496934883	0.01168334978	0.3252738026	0.367490956	0.2161968334	0.02187042216	0.01495038946	0.04089256818
ì	0.00484521220791	0.0040297824305	0.00638521342	0.091176514	0.634958026	0.1009482622	0.04590825044	0.0428465816	0.06890198501
c	0.000217121463161	0.0003623745888	0.01027849508	0.03605245656	0.639206968	0.2041068232	0.06967831366	0.013450668674	0.02664680092
h	0.0020450807436	0.002009028084	0.02610446952	0.1303837328	0.5628943	0.1615687566	0.02120019246	0.041927680328	0.05186675846
a	0.0041940621604	0.006849846788	0.01700462658	0.038886861	0.636009736	0.1109037064	0.0260604298	0.10427532938	0.05581547388
p	0.00067016064904	0.00141917762382	0.009124023682	0.017593022652	0.1732849121	0.590875868	0.1495259988	0.01236954166	0.045137286
à	0.0120272166884	0.0135556210791	0.0299177467408	0.02624528964	0.1429631982	0.398847874	0.174873459	0.1292364596	0.072333143234
r	0.00035382529202	0.00043366891372	0.0192228759744	0.021984338206	0.124014956	0.520591552	0.226767847	0.03113461752	0.05549633424
o	0.0168511829555	0.00912485411899	0.0156388047252	0.015997133384	0.085302155	0.455474416	0.1650790194	0.1118392674	0.12469309036
n	0.000309275460891	0.000799886285842	0.00376442961734	0.0050203869012	0.00573768929	0.146310959	0.555951178	0.1941006023	0.0880057722
t	0.00279221436971	0.00520969875403	0.0110863172983	0.005265707332	0.0595049342	0.262682916	0.3453926488	0.1577174138	0.15034789889
a	0.00244697019407	0.0070867732623	0.003553724348	0.0132136003	0.0474862616	0.0987897146	0.343236786	0.157005302	0.327180730646
s	0.00026579615916	0.000801537831724	0.00390530634935	0.0012290913066	0.0031961809102	0.03620675974	0.4444464	0.3702511426	0.1396978694
t	0.0021889518266	0.00352392798601	0.00274676965244	0.0034146739858	0.014769886128	0.0398441438	0.379243932	0.324954598	0.229312926744
i	0.000879948699346	0.00317651628408	0.0009370531264	0.008024565102	0.02349448578	0.02226706812	0.27082903	0.254042946	0.41634839647
n	0.000122212119583	0.00087312492431	0.00394140431311	0.00092882921006	0.0024879242694	0.00874381922	0.330161576	0.47741323492	0.1753277834
a	0.00094769145716	0.00191836730137	0.00125570473052	0.00172671038656	0.009730175036	0.022507688114	0.342157978	0.420113766	0.199642094996
g	0.0001208240861	0.00036029901135	0.0008403638125	0.00076668912976	0.0058496269862	0.002085124252	0.3165956992	0.49464891512	0.1787325098
l	0.002266482607	0.00191624018738	0.0022439963265	0.0014820008953	0.0081963741976	0.034030979124	0.2476748128	0.516753236	0.185435688212
i	0.000450911356907	0.00151967227045	0.0011475207171	0.007671408456	0.012607012	0.009837410578	0.210056608	0.33849484	0.41821456622
s	0.0001229251256	0.0003136877389	0.00052351931174	0.00033250023	0.0024993670336	0.000843769356	0.1958594722	0.534968404	0.2645362708
ì	0.00191430484604	0.00202890569441	0.00244371963445	0.00231612561126	0.006280816934	0.005557173038	0.12786974996	0.541120584	0.310468717828
a	0.00013743445348	0.000292714692602	0.0036406121872	0.00938809881037	0.0029533043899	0.0239118578536	0.09293060214	0.6719265	0.19481878
</S>	0.000308794092918	0.00062763037014	0.00079717281116	0.0003580124219	0.0067254761178	0.00078161918	0.0867915442	0.466907642	0.436702014
