 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.80651694	0.0672564204	0.01160966106	0.010096972552	0.043131396784	0.0066088604392	0.014658177542	0.0087065973942	0.007670291584	0.002109182638	0.0029967425628	0.00268590627072	0.0159527911335
s	0.889408172	0.058848389	0.0188693560104	0.00236303111813	0.0024914035025	0.00162341148168	0.000832807833777	0.00102014404045	0.000536976721141	0.000118490319036	0.00010637126295	0.000181127762851	0.0236003799843
t	0.564976954	0.15134261632	0.1292957526	0.01590398206	0.007899667298	0.006017951	0.000832005285	0.00338194124	0.001835921361	0.00109587548	0.0009740097882	0.0064708517506	0.109972519065
è	0.596899852	0.1146517864	0.1451915968	0.024606236274	0.061189954016	0.020217609795	0.0152564669946	0.008721221041	0.005835995189	0.00274308193	0.001708307867	0.00095132610284	0.002026567802
o	0.45852976	0.4102347066	0.11230403	0.003577002836	0.002783956646	0.0034993584748	0.0006466350456	0.0005546225832	0.0004581806272	0.00067348901474	0.0005214354368	0.00095656511962	0.0052602861287
s	0.04767625052	0.660936112	0.2715821474	0.007611270546	0.0059663906	0.00121526595894	0.00046177480868	0.00068270436634	0.00021168405726	0.000122528028483	0.000139220185593	0.000223972567897	0.00317068489527
t	0.0138477108	0.47788036394	0.327229632	0.03085733636	0.01003978256	0.00644604782	0.0026813818394	0.007871840706	0.0074047751652	0.0024384588874	0.00111409825932	0.0051742449796	0.107014409173
o	0.0671932722	0.4649568752	0.3019028896	0.0439289118	0.037432920934	0.0306444476	0.00709070446	0.0107267932	0.009872363263	0.00462079884	0.00466664144	0.00483978954	0.0121237486266
t	0.001935721426	0.3627529908	0.531627988	0.06668053052	0.01904371192	0.0072891516612	0.0030713487092	0.00241270953	0.002131489302	0.00057753490468	0.000710598345604	0.000578447437397	0.00118779406584
e	0.008764259518	0.2143138836	0.528793023	0.0795280102	0.028962628138	0.0192813203	0.011063771203	0.019714268372	0.0161228329138	0.003853754164	0.001886194268	0.0045801382886	0.0631359289493
l	0.001138761216	0.20848731626	0.5764212	0.1535510544	0.03536301366	0.00873173819	0.005517111006	0.004215964764	0.00274454629	0.0008872784868	0.00099542576196	0.000589742905192	0.001356834576
è	0.0076130859572	0.06093006714	0.588829094	0.1777907466	0.049077731536	0.02079841988	0.005756428456	0.015977752648	0.015790754198	0.00416681434	0.00498835176	0.020749353682	0.027531499832
f	0.0016200304172	0.03541652742	0.798709092	0.1200156072	0.01290040672	0.012496598156	0.0056494308308	0.0019374706988	0.0015553815586	0.0010566143982	0.00075594868228	0.00456025170612	0.0033266365976
o	0.00926420427642	0.035892512046	0.609297658	0.2696618966	0.0277155712	0.018033990326	0.003632082926	0.00632562218	0.004888047324	0.00419629655	0.00098446436	0.002837842652	0.007269713848
n	0.00050623524076	0.00385772744	0.1536150352	0.592872326	0.176960422	0.035225646	0.02113609692	0.00856765458	0.004242499226	0.001135694132	0.0008412505422	0.0002831706297	0.000756214172
o	0.00238822734842	0.010389796846	0.0904865354	0.487493136	0.2227609004	0.0713011616	0.006525747148	0.03515593188	0.009025808644	0.006283656494	0.003522520194	0.0078209731	0.0468456136574
e	0.0010189330481	0.0013543563414	0.01651361422	0.365313408	0.4836288	0.07298622472	0.03285152724	0.01268645316	0.0059069137	0.001764685254	0.0015198418012	0.000748257242	0.003706988
a	0.00037344824742	0.0008803702446	0.00435606338	0.1483184016	0.74965168	0.04292483854	0.0236404242	0.013824456	0.005495132908	0.0014402609532	0.00101275904208	0.0023568201752	0.005725308854
d	0.00028695789184	0.0006057583301	0.00237512872	0.0779433078	0.727006228	0.0950029238	0.0484566162	0.0206851508	0.00988221682	0.002227215004	0.00183245609776	0.00440913141442	0.009286937042
r	0.0050577577047	0.0050235206836	0.01965291566	0.1019823524	0.4092033674	0.277325998	0.01604558104	0.0313869814	0.0076582865	0.00977560194	0.00469031932	0.02072327454	0.091474047112
e	0.004280149944	0.005303214522	0.07750356394	0.0532083312	0.0934047804	0.36443054	0.10308237658	0.09214186792	0.03359864772	0.024830892	0.01496134366	0.01885828922	0.114395894076
f	0.0006380025146	0.0005895388368	0.0015299715816	0.0125101186	0.2015417984	0.421993156	0.189357791	0.0912522538	0.0353131308	0.01409959792	0.007179179544	0.003749800434	0.02024564345
f	0.00230631069652	0.00162937122282	0.003678769224	0.0365298765	0.2142270868	0.405028178	0.0584012487	0.0668347608	0.02827527908	0.0236817224	0.01121391688	0.0360622249	0.112131278946
ì	0.00652930803379	0.0102458517206	0.01062150024	0.0704351448	0.0932931808	0.3038128698	0.0686452144	0.0693139924	0.03319026408	0.0339970262	0.0316014329	0.0972340414	0.171080117694
m	0.00101948423808	0.00214902936417	0.00726695606	0.01987687526	0.1359920792	0.450408	0.1039773594	0.085140035	0.0570199992	0.0542758027	0.01388044484	0.05129209554	0.017701733
m	0.00687164323384	0.00602580191533	0.01104471816	0.0459120714	0.1622788442	0.4323392288	0.051263974	0.0739172238	0.0259076304	0.0322274948	0.00817081784	0.07799579396	0.066044825
u	0.0305940822803	0.02509473858	0.03626641702	0.0689919086	0.0610449192	0.39662113	0.06099981582	0.0410455158	0.027989966194	0.05149087486	0.01007264812	0.03536698076	0.154420974403
e	0.00179186325607	0.000780241514703	0.0015141426119	0.007417324074	0.01972967418	0.1523664064	0.268567894	0.245267268	0.184628916	0.0667980266	0.02252740948	0.00426063134	0.02435033396
t	0.000208210835889	0.000325078300251	0.00149678112594	0.002703514626	0.0123608773	0.0718942949	0.207821678	0.382191332	0.186084724	0.088738301	0.01639151406	0.0125756203	0.017207913934
i	0.00107660555193	0.000628400576302	0.0014070922576	0.0025692457592	0.00983820834	0.1109675774	0.0449733236	0.3195284	0.067092569	0.2166305422	0.0452384395	0.0690360444	0.111013542233
n	0.000256071019416	0.000148974713042	0.00199199466394	0.0039885111272	0.003900989434	0.06976796196	0.1246354388	0.3112846	0.194062862	0.1700347694	0.0789426314	0.01397087296	0.02701429354
è	0.00192622478962	0.00104412637736	0.00174598818384	0.002102435569	0.005402328578	0.05717562004	0.0346099378	0.2378513248	0.0685202365	0.3027676012	0.0746768112	0.1048586472	0.107318780666
c	0.000397966679095	0.000591760380341	0.0010995949304	0.00197633634	0.020988789392	0.03686894522	0.0545691808	0.210982036	0.23133753	0.268212074	0.0872099926	0.03942648892	0.04633939528
h	0.0013433010652	0.00112398004175	0.002416647621	0.003602527368	0.00822292466	0.091434551	0.049675321	0.2509224216	0.1065259094	0.2384839374	0.0669492886	0.0973791214	0.081919948544
i	0.00515634473132	0.00459432455898	0.004120451054	0.0338972972	0.01419363902	0.1117214096	0.06760666778	0.1819582926	0.11760680052	0.241402326	0.0497957072	0.076424475	0.0915223741774
e	0.00181501678664	0.00061965335529	0.0024432120892	0.0093101637166	0.003382692612	0.00973442264	0.02045478034	0.10138962	0.117904881	0.310502674	0.218712264	0.051276369	0.1524543984
s	0.000577790329608	0.000876308861902	0.0027138449316	0.003531721072	0.00439440635686	0.007865295026	0.03554187962	0.0827395092	0.1099865646	0.328776358	0.197169768	0.097130887	0.1286957112
t	0.000699806609308	0.000429772336482	0.0010215822008	0.0006336451168	0.0028849752228	0.02187091702	0.006822124348	0.0665710112	0.02223356708	0.2687762434	0.2121537002	0.23264184	0.163260691274
è	0.00029433648395	0.000916241831082	0.00144628914038	0.0014774349144	0.000767674214	0.0032854118172	0.00550317086	0.072829931546	0.02382909796	0.10994906548	0.1830117914	0.350627528	0.246062102899
c	0.00035186428269	0.000332756107906	0.00103240382589	0.00125755837924	0.0182004749948	0.0092225873714	0.02099243914	0.0256262078	0.052530245	0.194758697	0.2020575704	0.1924313164	0.2812057708
e	0.000836511379177	0.000874604618154	0.00145767139595	0.0018884244536	0.002159230998	0.0145542231772	0.01583619652	0.0683736809	0.0420341574	0.2753870564	0.1696061682	0.25986324	0.14712896226
p	0.00230622897588	0.000779542612969	0.00108310831476	0.00255344605578	0.00212023064346	0.002925210298	0.009610175552	0.0215131014	0.0284165878	0.136286633	0.384199056	0.167759824	0.2404468424
l	0.00593412099264	0.0139547300046	0.00600288391133	0.00290012658715	0.00288478750038	0.0023306614333	0.005067291148	0.0113785911	0.0084857086	0.0944296522	0.1516201732	0.450328948	0.244682371609
ò	0.000472224781217	0.00125878798501	0.00166983132462	0.00140481951268	0.0004644648888	0.00153437071844	0.00151765626	0.02165582826	0.00605406986	0.05175638852	0.1863178371	0.430821428	0.295072273285
n	0.000316819530586	0.000289149934485	0.00101019136747	0.00221533015609	0.0143440464168	0.0100793728141	0.02978833384	0.02040599521	0.02133391254	0.06609086126	0.1102874058	0.352955917	0.3708827162
n	0.00490426826497	0.00402694649823	0.00249231853073	0.00244650360257	0.00133729894534	0.0030051778579	0.00255638224	0.00617451792	0.00769548208	0.056397896	0.1176358028	0.58391635	0.207411306
