 	il	morto	vuole	pianto	</S>
t	0.915166512	0.02167289924	0.00403425044	0.013666933789	0.0454592546062
o	0.830361618	0.0674121586	0.06667650944	0.00250874332	0.0330410233448
n	0.54934288	0.415679564	0.0272338141	0.000664793617856	0.00707891176108
a	0.2939979421	0.534772966	0.113281743	0.0094053864	0.048542108054
p	0.2452340314	0.684059212	0.0533316326	0.00245341132	0.0149218063
e	0.03729114248	0.716029176	0.0736680124	0.01790960094	0.155101911708
s	0.048127112	0.854249304	0.0443591824	0.01078806674	0.04247641488
a	0.05751711324	0.738161316	0.1368389828	0.01558997016	0.05189272791
m	0.02111787974	0.535239712	0.222996282	0.046102607	0.17454361008
m	0.031234028194	0.658388362	0.148883346	0.01637439394	0.145119764703
è	0.080424584	0.48728343	0.14284037488	0.04105690442	0.248394772399
n	0.092735617	0.3710981708	0.3287295708	0.121417483792	0.08601916556
o	0.142545307908	0.137116463	0.601699324	0.05726775492	0.0613711074
t	0.0063702699028	0.0994090002	0.638897358	0.143996976	0.1113264592
è	0.0179586837098	0.020571450848	0.69138056	0.1156623878	0.15442688182
l	0.0004754169064	0.008635960612	0.682634392	0.223336604	0.0849175978
i	0.0029897175026	0.00759049258	0.591173332	0.266947018	0.13129949722
g	0.0027857283466	0.0071836448924	0.04600404844	0.830773014	0.1132535942
l	0.0750303116057	0.0132374847482	0.119849883	0.490237396	0.30164494428
e	0.0082128168764	0.005947814876	0.00773747934	0.737839212	0.240262581682
m	0.0011264318536	0.00262088493446	0.01241761918	0.610570392	0.373264607
m	0.00305671907944	0.00712575544176	0.0069090223	0.702430576	0.28047795352
è	0.00883034494937	0.012903978499	0.01292767722	0.49281507	0.472522854561
n	0.0350207428274	0.00668274754469	0.007999444248	0.663174118	0.287122971
o	0.0309745257084	0.0417223466062	0.03736676302	0.475655994	0.414280422
</S>	0.00314044191923	0.00746146985934	0.007131203444	0.300499178	0.681767794
