 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.590891042	0.2192148158	0.01319389554	0.00799383566	0.0192465741194	0.008570168546	0.140889722961
i	0.855269734	0.04747849814	0.0566108448628	0.0134284991712	0.00615516134778	0.00118271384662	0.019874409937
ù	0.70432736	0.181363092	0.090002659432	0.0031618445772	0.0102099076373	0.00606590641562	0.00486913967504
m	0.06637705	0.768625502	0.1226740938	0.03566809518	0.001981540226	0.0004231276746	0.0042506158682
è	0.2111701194	0.543951572	0.1373596022	0.07951630228	0.001527764698	0.001199248438	0.0252752876
s	0.00503027202	0.874420094	0.1077376132	0.01137398312	0.000567322662	0.0002406425422	0.000629976308
a	0.0325649359	0.483891036	0.390721708	0.0342917426	0.0364944978	0.008348717948	0.0136872723088
è	0.0067322369192	0.1685006658	0.743193994	0.0718541642	0.00599871742	0.0015112634542	0.002209050442
n	0.00074162334444	0.03449457872	0.627519008	0.323602285	0.0074679518	0.0010847426774	0.005089716882
a	0.00790594063794	0.026986123	0.629019304	0.2479388928	0.00783735548	0.011024753902	0.0692874902746
v	0.00593694032344	0.00379675934	0.1767143788	0.668627266	0.1299986036	0.004856567906	0.01006943022
à	0.0214906668827	0.015751926646	0.1099808682	0.513599894	0.0636279788	0.1266917798	0.148856824956
l	0.000710259953582	0.00701558624	0.1156132418	0.775731788	0.0716258516	0.0169843934	0.01231896704
i	0.0175401955199	0.019386048486	0.170623502	0.438202994	0.1087745128	0.1183252704	0.127147549292
è	0.011406881191	0.00112910838	0.00628024622	0.125799933	0.620719582	0.176279917	0.0583843488
n	0.000546650290797	0.00408024359155	0.00680768424	0.1630529166	0.69168351	0.113358198	0.0204708834
a	0.00238122666455	0.0048371454748	0.01023043608	0.1646517124	0.544074086	0.171357859	0.102467659306
t	0.00963250075026	0.0005359081166	0.00108563328	0.00594210092	0.476274256	0.408217418	0.0983121568
a	0.00243964427322	0.00083486725106	0.00188042735	0.012163564	0.18697288	0.696031054	0.099677527732
p	0.0117396264964	0.0006949361096	0.00040138033968	0.0034199325474	0.0867570826	0.786588126	0.1103988788
p	0.0137832143719	0.00326877231334	0.005303220656	0.010914700232	0.0505812098	0.725915334	0.190233533074
è	0.0686384142374	0.0073275841228	0.0037540357096	0.0069018174522	0.09869664406	0.576016984	0.238664577298
t	0.0577152837765	0.00884215873824	0.00499860397	0.019906161632	0.0870783986	0.498610186	0.3228492158
o	0.0630923440247	0.0130211504967	0.0058066336208	0.043730534322	0.06691451552	0.5140733972	0.29336140406
</S>	0.033863069791	0.00133783811214	0.0008431594438	0.0027290451356	0.028296036508	0.342405974	0.590524924
