 	hai	già	mangiato	</S>
ì	0.92276078	0.01102370104	0.0291826458108	0.0370328113238
s	0.828526984	0.07051364644	0.013167273776	0.087791966574
e	0.79107047	0.139383094	0.0382785472	0.031267942428
g	0.376717798	0.611631142	0.00359366074	0.00805758624
i	0.047478421	0.521123934	0.291932058	0.139465654962
à	0.04642831488	0.799433364	0.0739805988	0.08015763446
f	0.070144882248	0.5482529	0.359607254	0.0219948891
a	0.02221994954	0.285652728	0.645453108	0.04667408162
m	0.008042089846	0.065939786	0.621441078	0.304576893
è	0.01166925311	0.04314123562	0.729930898	0.21525844092
n	0.006703360884	0.04066139772	0.756373928	0.196261264
a	0.0117797085754	0.01814145304	0.919626522	0.0504522926
</S>	0.000791607336	0.001693799582	0.2210907644	0.776423878
