 	mi	si	gonfiò	il	dito	</S>
m	0.6491693448	0.0571974669	0.0116870672	0.009124616976	0.0653021608483	0.207519521689
u	0.411371537	0.3081678092	0.05252039348	0.02520898706	0.03068942546	0.172041851159
b	0.280442073	0.481119594	0.1571311666	0.03684368912	0.00805054794	0.0364129934532
r	0.1522942666	0.2805507832	0.4525725536	0.04542061766	0.03014982113	0.0390120669868
i	0.12967069732	0.317440966	0.28337528	0.0190195134	0.08243794548	0.168055629878
s	0.014602368955	0.2364156078	0.590864044	0.1250268374	0.01886498136	0.01422621854
t	0.09347201812	0.260417441	0.33115416	0.1138385218	0.06818746114	0.132930426392
ì	0.091117715052	0.2053749738	0.31194087	0.1453273306	0.06948597054	0.176753130027
o	0.018238080928	0.08157156106	0.276369444	0.363007342	0.235652092	0.025161548
d	0.005710092346	0.00821273312	0.2034627536	0.633386286	0.13538964874	0.01383832656
à	0.00956729812	0.01802884582	0.0754797724	0.4020237924	0.3726391508	0.122261138646
t	0.00060387548784	0.003377249486	0.0520233194	0.285249394	0.631769942	0.0269761608
t	0.00747333313788	0.010173693476	0.0701467571	0.1673830912	0.642477172	0.1023458218
i	0.001878144954	0.00481414044	0.06400901606	0.0580560249	0.373215382	0.49802739662
l	0.00125893225208	0.0008936636402	0.0151686859582	0.0832020679	0.631698954	0.2677776274
o	0.0133044171918	0.013999140186	0.019409896114	0.0665705091	0.761467504	0.125248491895
</S>	0.0010598410252	0.0013058320728	0.0175730924604	0.06251131016	0.480341974	0.4372079456
