 	io	non	ho	niente	da	mangiare	</S>
e	0.846195514	0.0149644145104	0.0019004940252	0.004315301587	0.0045022089478	0.0246322374127	0.103489907572
v	0.96221376	0.0308299219	0.002644011997	0.000138213736	0.000597674995144	0.00016253179083	0.00341386999116
ò	0.5682891202	0.1115792728	0.0384434812	0.23506128368	0.015316916936	0.009110119184	0.022199718841
e	0.404661224	0.459903748	0.0777343506	0.01602896904	0.003918392308	0.002525996682	0.035227281264
n	0.13485623206	0.670484606	0.1464785652	0.0100172085	0.001912338026	0.0032893466367	0.0329616083245
è	0.0617769384	0.105385663	0.5575481212	0.2025278878	0.01482725974	0.02278132902	0.03515292046
c	0.03202553146	0.156743408	0.54921426	0.2236525992	0.0052580279	0.004021281788	0.02908486232
h	0.0394923184	0.1195189402	0.3085159632	0.445055252	0.00915455139	0.021294209504	0.05696869402
o	0.05149362446	0.0509607552	0.19335925	0.629999764	0.009113607544	0.0108490073	0.054224056548
t	0.005193390814	0.01889406682	0.245047485	0.570433634	0.120760467	0.0123144002	0.02735654748
ì	0.018208957646	0.02680465428	0.0646867178	0.6328867464	0.0580555632	0.12815466772	0.0712026999694
p	0.00401440519212	0.00324892266	0.02135741254	0.837886532	0.0879154686	0.0256779293	0.01989939488
o	0.0083444278841	0.013363671716	0.0536132508	0.67923604	0.1102335452	0.09809568294	0.037113294
t	0.00051032565	0.0005325689776	0.004812516886	0.170716882	0.633384916	0.129638346	0.0604043942
i	0.00470084629311	0.006573686412	0.01085480376	0.2132311216	0.41793404	0.2066722116	0.140033530344
n	0.00201393361656	0.000475724634	0.001795054682	0.03395822676	0.469034908	0.4033452652	0.0893768434
a	0.00247359530969	0.0024626381532	0.005347046652	0.031803868	0.389359654	0.438727364	0.129825919736
f	0.00224987577972	0.00039892496352	0.000967677216	0.005838885066	0.295281116	0.559428858	0.1358346422
à	0.00392707427089	0.0031186172188	0.004444765964	0.02462975738	0.191725198	0.64089815	0.131256604692
o	0.00181391623008	0.000665496888636	0.0025294868004	0.00848611242	0.0592139308	0.747108054	0.180183056
</S>	0.00045361803698	0.000423028098208	0.00107342397	0.00462491947	0.0165125842	0.600542676	0.376369768
