 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.934718386	0.0235809508	0.004986033774	0.000692944414	0.00173909965514	0.00346596219048	0.0091900666688	0.0216265246037
i	0.729263868	0.2093472214	0.012421859308	0.0025917387944	0.0037019574228	0.0038713674958	0.0017447963792	0.0370571068826
n	0.627952488	0.2827512416	0.03125782614	0.006058513236	0.002330188006	0.002406210754	0.00152677840076	0.0457166720697
a	0.3665615974	0.442489708	0.0450514876	0.007207762196	0.005538109332	0.0040342833584	0.00557450206	0.12354245656
d	0.2490443316	0.680116946	0.0452930284	0.012144002506	0.00251671806	0.002537040316	0.002455988696	0.00589193976
r	0.06834084014	0.737054016	0.08489648764	0.013987229846	0.015850620472	0.005595431734	0.0043606401	0.069914791332
e	0.1697712174	0.56747733	0.06983720892	0.059214857652	0.026721910042	0.012247568932	0.0097323674388	0.084997536426
f	0.01624247408	0.82644398	0.1049672176	0.03220838536	0.009217033752	0.00453797978	0.001074844026	0.00530812122
f	0.037191574	0.600497202	0.1354515904	0.01612377779	0.01329319238	0.020631701972	0.025248475952	0.1515625194
ì	0.0549509156	0.4467930954	0.0897783452	0.120895858202	0.074808037046	0.0440529439414	0.02968598078	0.139034800558
m	0.08547985774	0.655875234	0.08796885974	0.056868328764	0.0286663506	0.0226860327	0.0111906391796	0.05126476814
m	0.12617495012	0.614556722	0.1470114648	0.02774228156	0.029375603068	0.00952725246	0.00444886486	0.0411627009
u	0.194904702	0.562665476	0.0462841334	0.011161767308	0.02688686082	0.010538241534	0.02345948644	0.12409942498
a	0.0092878664442	0.0815554132	0.687959562	0.127090302	0.0548395159	0.0243628228	0.002773240596	0.01213123012
n	0.0010849274338	0.00676026302	0.484779868	0.33273784	0.0686257126	0.0317323338	0.01678864684	0.057490527152
k	0.0042334908468	0.0062592805	0.33572017918	0.141723202	0.1946336396	0.0269816992	0.0805670894	0.209881455554
ò	0.10303539132	0.05768735254	0.18441161	0.0662265974	0.1265947	0.05633193362	0.05559136348	0.3501210324
r	0.008911757069	0.02728680448	0.1323125986	0.106841152	0.233472488	0.1722621658	0.02122452384	0.29768857436
a	0.0595856558524	0.04527863146	0.367996935	0.182966565	0.202815026	0.034637418	0.0612015768	0.0455183052
e	0.00571413727898	0.004448326224	0.095210667	0.3356461212	0.331376004	0.1734347122	0.02266043994	0.03150948514
n	0.00065661516952	0.0027655019032	0.0136679152	0.204232065	0.256863558	0.246914894	0.204596278	0.07030316732
ì	0.0015947220054	0.00212891342	0.008960787336	0.0569973564	0.1854555276	0.128663386	0.423496826	0.19270241406
r	0.000610679954554	0.00360706242554	0.0069267414	0.02723394398	0.201359881	0.3073500872	0.263036842	0.18987471454
t	0.00664515698452	0.00981149271731	0.009896060368	0.039303715016	0.0991531856	0.1009747688	0.609137396	0.125078244
e	0.0230060387174	0.021402976205	0.011208705408	0.03279966448	0.1768586586	0.0260325042	0.3925242594	0.316167189
e	0.0161166403651	0.0150683393254	0.0350260858984	0.06022607807	0.06321483169	0.10460565064	0.311253732	0.394488438
t	0.00033851817652	0.0025074513732	0.003640419263	0.012131878734	0.011206070116	0.0438087222	0.699620284	0.2267468248
t	0.00734334866374	0.006512373396	0.002079830206	0.0034879416848	0.01877199488	0.01483095226	0.731967034	0.2150066946
ù	0.0408594275459	0.0579852512147	0.019738415195	0.0090796845886	0.01895937604	0.114248886752	0.50530587	0.233823098
</S>	0.000425015823319	0.00151382033727	0.0032988748892	0.011628998794	0.00850201621	0.08110066632	0.436172662	0.457357884
