 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.829746432	0.04961024862	0.0198876385	0.00488489438	0.01117036772	0.002629227488	0.00240305729792	0.00218748718344	0.00622415524992	0.0712563953194
i	0.3522000506	0.1281526949	0.255036519454	0.061073436806	0.0484793992866	0.0623830620415	0.0046014150847	0.006079843675	0.0100484358996	0.0719451723168
n	0.3028597298	0.4936236162	0.0880258936	0.0241497708	0.0863930376768	0.002232521636	0.000942150294	0.00034550233636	0.00028599286101	0.001141611765
d	0.034957528028	0.30954053416	0.332167592	0.1871267098	0.0549426275	0.0231265297	0.0093372696692	0.0059675082432	0.007546759448	0.0352868986112
è	0.1928768668	0.3365450818	0.2576916484	0.09274362596	0.03338282678	0.03718382532	0.012754633976	0.00601091242	0.007225813506	0.023584695625
l	0.012185197378	0.3145323922	0.3799608514	0.07154226086	0.2006392919	0.01441014564	0.0022377292852	0.001159130672	0.001228840799	0.002104211814
a	0.0191740628	0.123310628	0.559148616	0.0826413316	0.0441411662	0.027909444472	0.028359168192	0.04648760266	0.032416301376	0.036411584066
à	0.0018275100696	0.1806428094	0.48923308	0.302827832	0.02011412842	0.00362526426	0.00075703233	0.000240322902	0.00027996052072	0.00045201106676
l	0.0031498163448	0.094977491068	0.28135417888	0.2666637173	0.258531025	0.023885805426	0.004846004511	0.0052037880894	0.0371745647219	0.0242136256646
l	0.0024201699178	0.02362700686	0.456600728	0.25940804556	0.1694208572	0.02655597006	0.005808335802	0.0176086267386	0.018028383948	0.0205219876104
e	0.007892273686	0.07746686174	0.186816886	0.2559854	0.0745768474	0.182385727	0.01680644018	0.02541531038	0.0460238084	0.126630408455
s	0.00099361637928	0.02473906725	0.162638664	0.448558038	0.2531706182	0.09148213988	0.009245951164	0.003279326992	0.0041574655355	0.0017349636728
è	0.00479704658	0.00699008797	0.114240475	0.257812724	0.323540456	0.1443987948	0.02046519976	0.0389340713	0.03089623694	0.0579247303424
t	0.000172260382	0.0018462255188	0.03573485404	0.131543077	0.481173386	0.31357724092	0.011278066874	0.014561985778	0.006232432986	0.003880414494
t	0.0023315193952	0.0129139167542	0.1012506762	0.1577370776	0.4368169968	0.1949211332	0.0148028081	0.0161426555	0.02517217476	0.0379110012
e	0.00263106319	0.00818268708	0.0300463976	0.1814613188	0.1216665452	0.2096308942	0.030659169272	0.0533547082	0.09869138396	0.263675878208
k	0.0007839329618	0.00553230526092	0.007659090646	0.09439362264	0.3135729374	0.46820644	0.0607256174	0.02709673532	0.0157153180126	0.00631397762
a	0.00338695047645	0.00823754720716	0.068104577076	0.08573758258	0.355814983	0.292838734	0.0288672688	0.0293505468	0.07920649269	0.048455244288
v	0.001199485916	0.00561161095038	0.0064315035983	0.016894728	0.23524195006	0.536365348	0.12522194	0.0475074986	0.011509578922	0.0140163654
ò	0.00446397322554	0.0103202702679	0.0418294505005	0.059139655424	0.252636876408	0.331712012	0.0875690924	0.0738094852	0.07447396644	0.06404528914
e	0.000528112330968	0.00172171699251	0.001500676702	0.00337942288	0.0848378378	0.545843562	0.093610491	0.207662778	0.0497322202	0.0111831109
n	0.00099125686369	0.00214754273513	0.0020925020022	0.001099373266	0.091558060614	0.220135926	0.433023888	0.1806114836	0.048767070116	0.01957302392
ì	0.00124069985849	0.000796788080646	0.00419970524706	0.0076480688234	0.03827723364	0.159266713	0.104778777	0.322026712	0.2166359142	0.14512940487
m	0.000267280952672	0.0007959533366	0.00064295165838	0.000618007698	0.011954817104	0.1920318388	0.0868476686	0.497191168	0.175948592	0.03370158608
e	0.00556197301533	0.00628130077056	0.00867518171853	0.0060959175104	0.0197407198	0.224779966	0.1225194032	0.329565636	0.2368058016	0.03997407128
p	0.000493380416743	0.0022498018877	0.0035009190238	0.000931485447	0.003854092178	0.01241914668	0.1182899098	0.263444134	0.441512574	0.1533046136
r	0.00655654064646	0.0129866453338	0.0347270362569	0.00584681084968	0.0116626765766	0.0116382733	0.0475136174	0.318484514	0.356894322	0.193689646974
ò	0.000358178404358	0.00149887598301	0.0010720990284	0.003827994338	0.00400876204	0.00838773274	0.00651276294	0.0604331514	0.525615714	0.388284775826
n	0.000330793409445	0.000391501716502	0.000937357081035	9.8425174012e-05	0.001119657112	0.00234694372	0.004782093815	0.05277932366	0.81815624	0.1190576778
t	0.00388038180086	0.00252192006675	0.00732863821463	0.00163962799808	0.005344618555	0.005006100714	0.01296067057	0.1152224384	0.741249812	0.1048457692
a	0.000719595780158	0.00119103191546	0.00112217977415	0.0009836102504	0.010363697502	0.00428793256	0.00344161512	0.04667884278	0.591695696	0.3395156515
</S>	0.000553795666269	0.00353684848398	0.0031211611644	0.00104114406371	0.0011627840032	0.000905735444	0.010631813828	0.01558454728	0.419215776	0.54424636
