 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.604554346	0.27183391152	0.01076345634	0.005154200864	0.003892155528	0.00779754057	0.0066129729484	0.0893914925076
ò	0.935621146	0.0398167676	0.01158968266	0.00424778914656	0.00110967711434	0.00129551562984	0.00110072580436	0.00521869190107
t	0.7746104418	0.2203603878	0.004188522104	0.000276160874	0.0001794676752	6.742166646e-05	7.89880121793e-05	0.000238594231368
t	0.718344226	0.1339194694	0.031627621	0.00876816448	0.00651547817	0.0071183406624	0.0019572301152	0.0917494761884
i	0.591460724	0.1459647162	0.06227246192	0.13783913154	0.01305021042	0.0254867057806	0.008396552214	0.01552956063
ì	0.068982813944	0.82083752	0.1031251058	0.00471584459	0.00084540933688	0.00037994593384	0.000306950729661	0.000806572611163
r	0.01800471797	0.872620062	0.103278872	0.002169333988	0.000836388819	0.0006116517656	0.000995374438099	0.00148361601722
t	0.02364195974	0.566510128	0.2749201512	0.02805748522	0.0070072610322	0.0101930925049	0.003442926646	0.086227031053
e	0.1224243662	0.274250962	0.211778569	0.0898935376	0.0409210879	0.07816760402	0.03875942795	0.143804378378
o	0.0019943144244	0.323407836	0.654210699	0.0167905304	0.00182186502	0.00075371216	0.00049705125092	0.0005239027224
G	0.0017914983496	0.05557719762	0.912966748	0.01811557714	0.0016636151654	0.0014571410296	0.00104048505745	0.0073877184804
i	0.0037063531926	0.1407144198	0.644884832	0.0498690028	0.02624594598	0.0238081278	0.024423504	0.0863477494776
o	0.00201998371032	0.09842237904	0.811062134	0.0473491792	0.014823226786	0.017035099052	0.00418564363	0.0051022391144
v	0.000740432308678	0.00962004094	0.699488258	0.2597072018	0.0151060644	0.009227787344	0.002064794686	0.004045518959
à	0.00357748492758	0.0073079515	0.670258994	0.1620979092	0.015143080438	0.017130711708	0.01685508554	0.107628789049
n	0.00189396535222	0.02753569226	0.48809169	0.370234843	0.093211422	0.008582881648	0.003907022452	0.006542471426
n	0.00711948752314	0.01148012384	0.414879794	0.3763216874	0.01882458774	0.00349799938	0.01736454408	0.15051193819
i	0.0100162098288	0.0250243827	0.391592435	0.262599296	0.0619635792	0.0361558783	0.117744085068	0.09490405978
e	0.0018422732262	0.00168363868	0.303640762	0.522111942	0.123495921	0.0250628096	0.011634259388	0.01052833892
A	0.000844108149648	0.001355252	0.1787749162	0.644489704	0.0959925386	0.06074613342	0.005507953982	0.012289308388
n	0.000139920846396	0.00132020685	0.19067300526	0.343814808	0.37906744	0.07438048944	0.00570848585	0.004895559112
n	0.00228409374498	0.003528901612	0.1914444252	0.4815939268	0.1533910788	0.03408679182	0.01909515242	0.114575620792
a	0.00735746736075	0.007456219806	0.0609200416	0.332702006	0.282924538	0.0806279328	0.13953342858	0.088478509286
g	0.00298874329407	0.001035067388	0.02907588192	0.2721837524	0.299374092	0.301235726	0.05182582988	0.0422805834
i	0.00553093201796	0.00227255454936	0.06825440184	0.266971356	0.248312293	0.203327446	0.0776813604	0.127649741305
à	0.00429388886679	0.0012671615138	0.012196098092	0.13499319314	0.221301686	0.539496726	0.03468137966	0.05176984332
ì	0.000765597454368	0.0015229219558	0.00677242866	0.0583227256	0.48784712	0.376187224	0.0538620002	0.01472007532
c	0.000946511750767	0.012509945368	0.002298027816	0.0577619438	0.3112817656	0.45376258	0.1260579582	0.0353812902
h	0.0190593484916	0.0218669479804	0.01510655932	0.06038923252	0.31699781	0.1300077272	0.315835092	0.12073744827
e	0.00167138811618	0.0005459545852	0.003226944	0.05452393028	0.2436144546	0.143004561	0.36908895	0.18432382652
p	0.00263311649589	0.0025355193492	0.0066037742428	0.03903470104	0.05604643392	0.441518126	0.3786326324	0.0729957867
l	0.0125187722497	0.00796399448818	0.018748209188	0.021579304354	0.09833798952	0.2345427296	0.356714662	0.249594240834
ò	0.00209256488792	0.0018809953902	0.00377008408	0.011282271202	0.04746188665	0.18929614214	0.37705555	0.367160355004
s	0.00103622758963	0.00188431253324	0.00128261223	0.00685685216	0.030895476532	0.0921104986	0.668997914	0.1969361446
o	0.0046954667758	0.00630613944034	0.00606440332	0.015082320874	0.05431210504	0.16651735016	0.595509926	0.1515124066
n	0.0157286087025	0.00235392662238	0.0126967632648	0.0134055435416	0.0096214477376	0.09187565484	0.584516164	0.26980178
t	0.00508881458412	0.00541848957317	0.0207573042196	0.0053483304	0.00900235098	0.08438640428	0.600090706	0.26990760274
a	0.00582199873305	0.0164273246819	0.025337786336	0.028285216676	0.032236740482	0.13704471672	0.389048442	0.365797663374
</S>	0.00287733669075	0.0011318267754	0.0093123114327	0.0031884583616	0.00163244196	0.0349917687	0.498401378	0.44846446
