 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.801603714	0.0741720426	0.01139588278	0.001037242304	0.00674522718108	0.002089221968	0.002848758984	0.0210602399081	0.0021084090132	0.00092783138	0.0150518608798	0.0609595910557
n	0.52577873	0.228058682	0.0909026898	0.0087425488528	0.00951461554	0.009964700144	0.006764491316	0.001520344221	0.00245345753587	0.00193089797906	0.00214127528056	0.112227431038
è	0.057578280886	0.5330039312	0.228492408	0.0825884654	0.027097509884	0.02841193188	0.01148970705	0.005111887552	0.006744595966	0.001074666782	0.00456044856516	0.013846259376
n	0.04336037234	0.699191388	0.19398448564	0.00670669676	0.007649432354	0.013430864536	0.0025514937908	0.0155711266808	0.0015556110308	0.0021178459914	0.00090336300012	0.0129773265043
a	0.05898625028	0.500689328	0.2991498196	0.0568489522	0.00933612014	0.021445063654	0.007089455683	0.009963352514	0.003387713037	0.0031386968002	0.0013986368446	0.0285666655091
l	0.00514186271	0.1725308056	0.585963726	0.2074319439	0.01387076772	0.00866941512	0.001810839152	0.00288825859	0.0003124201932	0.000382862758	0.00024154226788	0.000755609176
l	0.00771788578	0.0733138984	0.220338606	0.534575506	0.078455111198	0.0219904024	0.01868914014	0.009319659744	0.00395006503	0.003612100472	0.00559317421546	0.0224445012734
i	0.03359339471	0.104639818	0.2173287232	0.41245764	0.045364373472	0.02035244996	0.01663239906	0.0713762203656	0.0122298472	0.01068571432	0.018280414868	0.037058860159
m	0.001307258062	0.00950246844	0.3139896232	0.3107101239	0.2129069768	0.047396004	0.01194400454	0.02135969724	0.01355518206	0.004876590286	0.0412349908985	0.011216979202
o	0.004843469412	0.02704874176	0.1468549004	0.483180846	0.1724932667	0.04951337386	0.03223821642	0.0236683948812	0.00876789668	0.00671180552	0.011815857508	0.0328631598608
n	0.0034072280782	0.005680227686	0.13617820032	0.3814032796	0.3006899516	0.1089058634	0.01972046036	0.01695824072	0.006123508586	0.00630650166	0.00541390416613	0.009212751672
ì	0.0032820771354	0.008521968951	0.05263852223	0.449741026	0.2100776944	0.14069682952	0.0358914113	0.036075425636	0.009722260862	0.009185376936	0.010320682038	0.03384685162
s	0.0058702728346	0.00737056556	0.0876009158	0.1515535211	0.46062517	0.119980405	0.0375608846	0.0535684684	0.03238102136	0.00345660566	0.0185404300974	0.02149176296
u	0.00816853573634	0.0108631577668	0.07187570912	0.286611148814	0.355144102	0.0828916666	0.0214824934	0.0240737538	0.018750513276	0.048984953876	0.01946120912	0.0516928978
m	0.000291786689052	0.000403757805894	0.0207305647944	0.029856512028	0.529314924	0.27803102	0.078199459	0.0412918961	0.01300904466	0.00342165986	0.0020582110116	0.003391204788
e	0.0026763013617	0.00706013099452	0.0352141851528	0.244625511682	0.1687993755	0.2506427808	0.1343131672	0.03989189171	0.03387465022	0.00975711688	0.031432974792	0.041711764798
