 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.587731906	0.1569975524	0.20116044506	0.00146523571	0.00137224674	0.001266925804	0.000949442552	0.0011841561092	0.001606472602	0.0462655588691
i	0.1915731372	0.496696502	0.1132007036	0.026428419048	0.0338505183	0.01956118788	0.03374948414	0.003663776036	0.0147565410276	0.0665197955666
i	0.0650070884	0.84457083	0.0738807646	0.006584237674	0.002237665014	0.00233321456	0.0010910706746	0.000337254243814	0.000363384702541	0.00359438852227
p	0.005298163778	0.689544684	0.25721472954	0.01335042784	0.00628886442	0.00946305802	0.0033869966708	0.00043189057028	0.00421473605816	0.0108064986616
à	0.00524871482	0.209320964	0.321042062	0.1594012576	0.1019214972	0.11380405388	0.0374817167	0.009071534354	0.019832340988	0.0228757784826
s	0.001274185392	0.413845948	0.485533662	0.0868843247	0.00852089686	0.000680965308	0.000176235063	0.0013183325852	0.0005869402828	0.0011784262548
t	0.03345550834	0.3365587052	0.382133542	0.1056360596	0.0533935793	0.0119649108	0.01273168962	0.00201846119	0.0063553875988	0.055752220306
a	0.01194043857	0.1923819023	0.468367594	0.1325254332	0.023527453	0.01440841128	0.01141687958	0.01280281062	0.067702372948	0.064926835056
ì	0.0052813041088	0.0848045432	0.270763886	0.51864451	0.0887970128	0.0195689392	0.00276671858	0.0032261510994	0.00267450603572	0.0034724094558
c	0.004488169786	0.01782761054	0.05819405274	0.677786128	0.1502237328	0.0398208009	0.00413293404	0.004434779794	0.0309969419854	0.0120948144706
h	0.003667383752	0.0244052792	0.08250372	0.70256449	0.113185237	0.01261982168	0.00659896756	0.0037653627	0.01285766266	0.037832006792
e	0.0031818015732	0.0159457823	0.0783749132	0.75885181	0.090233739	0.01148637238	0.0060428223568	0.0041281599574	0.006876755092	0.0248778555816
t	0.00036288203554	0.0054298710758	0.028065324874	0.1660890186	0.69364589	0.0866428006	0.00976184718	0.0027931028274	0.002475235966	0.00473401549
e	0.0109298934822	0.0165867683852	0.0119912351332	0.1725316836	0.535914018	0.1073056918	0.0403753738	0.02308197386	0.0326527296	0.0486305786397
l	0.000253546528866	0.0023009611252	0.0106140406424	0.0558272346	0.562145682	0.3249342074	0.0218888196	0.006351006434	0.00679897682	0.00888551392
ì	0.00310968410344	0.00488783292126	0.0042670981952	0.1188454928	0.478006006	0.1877658894	0.07018604	0.0386421338	0.0674234446	0.02686651942
s	0.000162354395071	0.0004287999573	0.0313021492483	0.0758768912	0.49570324	0.289977752	0.01079822274	0.02080969978	0.01042961464	0.06451104854
o	0.00483863436442	0.00505958847752	0.00950107134935	0.17965249508	0.474207113	0.1977577956	0.03624874168	0.009775683	0.0415287602	0.04143013326
n	0.000178337922248	0.00034117921661	0.00407213739001	0.004386012226	0.1475731968	0.461047136	0.279882902	0.0258196502	0.0227865584	0.05391292858
t	0.00210532111404	0.00332451034815	0.00301230164959	0.026366278634	0.218538833	0.318014974	0.2912569032	0.064239693	0.0324298548	0.040711362198
a	0.0004305041705	0.0012888109988	0.0386598867474	0.0148326736	0.134670514	0.228237027	0.20866455	0.084501109	0.1179428988	0.170771987264
à	0.000159780458264	0.00048610580488	0.00117321958983	0.0015785387454	0.0293183824	0.354203798	0.441574618	0.0702487524	0.0512680072	0.0499889356
l	0.00081049680538	0.000662876027832	0.0364798936336	0.00740036468	0.0433572024	0.452734896	0.1977813814	0.2228345592	0.0292358764	0.00870247128
a	0.00070537343561	0.000953404282386	0.00278347007853	0.006341368784	0.099050517	0.3274619852	0.230222058	0.081459002	0.214819504	0.03620317574
t	0.000215013378272	0.000434482811847	0.000361408725018	0.000386412102	0.007424912488	0.1049301556	0.493636598	0.22299059	0.10082431	0.0687963138
o	0.000531620627053	0.00129026819649	0.00112115569127	0.0035238665186	0.015266757184	0.07151719226	0.262409568	0.2988389826	0.263645738	0.081854774778
ì	0.000184227153648	0.000775153171912	0.000627894063092	0.0011084922082	0.002946614826	0.06023146128	0.258116248	0.356992708	0.222031056	0.09698619272
c	0.00198994683564	0.000800396789252	0.0214826665641	0.0051357393066	0.00412747564	0.0538818286	0.08875998366	0.550351058	0.216586894	0.0568839154
h	0.00113545830858	0.00200817852239	0.00960934990294	0.009377574575	0.02302555724	0.1243910952	0.1563573354	0.4080864532	0.208741964	0.057266951452
a	0.00208336434769	0.00120767811007	0.0013537626096	0.0034344792046	0.00712955086	0.02861854602	0.043353245	0.3169737426	0.487568028	0.108277717366
v	0.000233515056248	0.000882555800968	0.00083257565756	0.00198096804089	0.001956108165	0.017993064866	0.039323929564	0.2881629228	0.580716232	0.0679182036
à	0.00644845859429	0.00317412052596	0.0118561809697	0.00410933633071	0.00997821245052	0.050634045486	0.05294510398	0.2475792632	0.523887842	0.089387316986
l	0.000381443346107	0.000167382517404	0.00601037186737	0.00199213715857	0.000650727291	0.00701231316	0.002894050128	0.317013644	0.474432702	0.1894453068
o	0.00302270318899	0.00165840609852	0.00319126779645	0.00311878985808	0.00343333686	0.03958776454	0.02663995298	0.224993418	0.591823614	0.1025308056
n	7.08345558052e-05	0.000373170897554	0.000223352929012	0.00032905128136	0.0003078133711	0.001937836906	0.0111847964286	0.03047937866	0.589172116	0.365921704
t	0.00169541585279	0.00459192561803	0.00835745101331	0.0126618607812	0.00574320115058	0.01703977015	0.02656774672	0.1387838424	0.613101944	0.1714568604
a	0.000243017929962	0.00133791625798	0.00325850449193	0.00445608820026	0.005368371442	0.010134211704	0.088185332208	0.1117880298	0.601920974	0.173307473236
</S>	9.97090558834e-05	0.00036203362034	0.000671367945	0.00148425014294	0.000610926792	0.0010582075	0.0066328542654	0.02283370276	0.383632238	0.58261476
