 	è	che	è	entrato	da	qui	</S>
è	0.970015028	0.02323324232	0.001025766657	0.0004999590248	0.0014230198312	0.00185111216	0.00195186151026
n	0.679100356	0.20653571104	0.052038839274	0.0122368248656	0.0054834056078	0.0113634868811	0.0332415162785
a	0.3573891924	0.441771512	0.0595879812	0.0487119772	0.00658996284	0.011852472566	0.074096760094
m	0.1740758177	0.440884704	0.291038593	0.01529139848	0.05948715416	0.011533824759	0.007688292396
b	0.0085130281	0.165813943	0.122230736	0.428045774	0.0619289566	0.02424336172	0.189224142633
ì	0.02591017772	0.1249796792	0.2464629004	0.3948843736	0.02027752134	0.005999870934	0.181485525299
k	0.0165653184	0.0555041214	0.306133498	0.446209588	0.1297309198	0.026404540132	0.019451995672
e	0.02092583204	0.040169894	0.122172352	0.607729552	0.10447308588	0.016151917454	0.088377243112
a	0.00835650195598	0.0140353244321	0.072386495044	0.14705008774	0.700380826	0.0446455108	0.01314525684
p	0.001640032528	0.00322439588	0.01393007664	0.0238896542	0.383756084	0.50382785	0.06973199272
ò	0.00169707998	0.00598877374	0.003061762268	0.0157207248	0.2317977342	0.58629957	0.155434253048
t	0.00129463175	0.0012349351148	0.00758980058	0.02342993932	0.108031489	0.8214698	0.0369494816
t	0.00463747850782	0.0104236345987	0.012346590146	0.036976636058	0.08669803955	0.722601684	0.1263159394
u	0.01117081454	0.00561276964	0.0293078224	0.02969075098	0.0610844334	0.5647355	0.2983979517
</S>	0.0021427534778	0.00219295746156	0.000642983816	0.0006695005126	0.00975766606	0.505244378	0.4793497456
