 	ho	messo	uno	specchio	sul	muro	</S>
è	0.755170238	0.19116106694	0.011415296194	0.00215222856	0.0022669090894	0.003335319892	0.0344988789332
v	0.139951136	0.52742597	0.205056698576	0.096305689784	0.0015241756966	0.0080837052216	0.0216526389974
a	0.139460935406	0.702831784	0.116438066	0.036223799006	0.001067372189	0.0017179055488	0.002260266044
l	0.07711051048	0.80881272	0.1104901886	0.002460297246	0.0001621804618	0.0003908014954	0.000573309246
a	0.0297073496	0.422845164	0.4006053758	0.1065559306	0.018228440448	0.01065372306	0.011404041004
è	0.086967053114	0.364648975	0.5194040208	0.01984601506	0.001369547106	0.002027255914	0.0057372107
n	0.034793319242	0.43301174514	0.443805453	0.06847928968	0.0057588973834	0.0050495237632	0.009101756068
a	0.017613753808	0.3943013048	0.43799763	0.1254724014	0.00656677806	0.002862329284	0.0151857461402
n	0.0103553757312	0.13193937178	0.577080476	0.245285421	0.02376451342	0.00351129998	0.00806333046
j	0.00895126043715	0.05582828719	0.257791613	0.5265393852	0.0491294138	0.01500603167	0.0867539209364
a	0.01519578152	0.09388044436	0.341722198	0.226200081	0.12551631572	0.0500860410796	0.147399237932
l	0.0052426963488	0.006624683796	0.2946144966	0.472484036	0.1418158424	0.02244964512	0.05676868632
ì	0.0133022376092	0.020925162288	0.1762451404	0.3526527374	0.14621362552	0.1151512108	0.175509987413
s	0.0087608483386	0.00865854982	0.0839424094	0.302757264	0.1583322454	0.313087898	0.1244606398
t	0.0212488464778	0.053034749134	0.0582490078	0.347624082	0.1590006976	0.2510026272	0.1098398242
o	0.00431330732	0.01068473734	0.061972597	0.1058844536	0.435832336	0.18475412853	0.19655846473
t	0.00066064851618	0.00110408299546	0.0058699977	0.0565556648	0.657340322	0.14204382084	0.1364253776
ì	0.00333883087276	0.00471853806016	0.006618484498	0.1092087532	0.231445928	0.4173074688	0.227361930436
c	0.000275349914256	0.000357515920358	0.00178984288	0.05529034676	0.0843723208	0.7096687	0.1482458364
h	0.0036801759022	0.00095698888	0.0205304598	0.05012407528	0.138994626	0.679704496	0.10600912212
o	0.0039656951042	0.004466082098	0.01147036124	0.026230847	0.412497326	0.41447028	0.12689954019
</S>	0.0011789436706	0.0016648388604	0.001178577208	0.00210824504	0.0948265846	0.2959436932	0.603099094
