 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.767318412	0.1017089388	0.01231348	0.01805236007	0.00968294495	0.01330020796	0.008608902952	0.069014787126
ù	0.87199348	0.11043578412	0.00399565439	0.002463768946	0.001932219313	0.00180559456508	0.0004026685662	0.006970875069
t	0.845702438	0.1116419506	0.00302598494	0.002235645944	0.0011024677789	0.00488341279638	0.00543837338461	0.0259697295459
t	0.715098222	0.145399058	0.0141010207	0.01024738956	0.009213536322	0.00394111059635	0.0023167982678	0.0996827832208
o	0.620929576	0.2281464509	0.03046859016	0.05044389772	0.023115447352	0.0229436833516	0.0107762460616	0.013176142615
s	0.0980435648	0.86804911	0.0267876892	0.002767624476	0.0009910988004	0.00162907873414	0.000432959914953	0.00129893447348
p	0.1742236025	0.577315508	0.1452370914	0.0384810998	0.01638829592	0.0063192436124	0.003566505681	0.038468588146
ì	0.2160682014	0.490135892	0.084207507	0.0884277016	0.02470811636	0.04135930428	0.0271661947	0.0279272911126
t	0.05713245725	0.754158048	0.159863567	0.01525989022	0.001714172122	0.003005046104	0.00239650879192	0.0064703365958
i	0.092187387664	0.520954578	0.2496213348	0.051376518	0.02298632678	0.0176262999478	0.0067289796	0.03851864734
t	0.0038497297841	0.212642248	0.737911224	0.0379492403	0.00370582524	0.001904186947	0.0006137368882	0.001423752834
o	0.0137819865776	0.0841649352	0.670499746	0.1507660228	0.03001712354	0.0098943161321	0.00840292854	0.0324729522012
f	0.0023752784704	0.0383200652	0.801029278	0.138505942	0.01084157464	0.003085927674	0.001591122252	0.00425071684
a	0.0116706011002	0.0215085848	0.52830543	0.297905918	0.0329466536	0.0245237551676	0.018870007028	0.0642690185388
b	0.00160755721902	0.01092016286	0.5741855368	0.365372429	0.0247541526	0.00683645102	0.00517075458	0.01115280034
b	0.00606206304562	0.0283216299	0.2736840638	0.492131286	0.02438438916	0.010223422192	0.01606990726	0.149123215253
r	0.02153577912	0.1048454282	0.24653236	0.392171708	0.05582045952	0.0152194706034	0.03669108416	0.127183844893
i	0.08428158726	0.0950181352	0.1313430408	0.305766736	0.0503550494	0.04515637252	0.07103009646	0.217048884384
k	0.002822773402	0.00484833498	0.0789569194	0.748615334	0.1063217632	0.023466221278	0.012666611512	0.02230194492
è	0.0089216293271	0.023691344908	0.0513020314	0.608833158	0.096646805	0.02009270978	0.07497068268	0.11554157328
t	0.000390464494444	0.00476755104	0.1341676856	0.65181169	0.111868056	0.04717424866	0.02200681732	0.0278133452
s	0.0145594733159	0.0144685568792	0.0606314354	0.487379214	0.1632265478	0.027278160612	0.10087716246	0.13157946814
a	0.00628680319	0.01405578766	0.0256319618	0.389469838	0.1027821146	0.092578996	0.2569772612	0.11221724846
n	0.00195132119172	0.003337802982	0.00654541628	0.32093816	0.524752326	0.0744571314	0.0332648542	0.034752986
o	0.00266937972116	0.0035277282396	0.0059764978	0.270550428	0.519187986	0.0419717679	0.0630242828	0.0930919539486
p	0.00163583574163	0.00360263794796	0.002266460498	0.086110176	0.71035464	0.0948428302	0.0552267244	0.04596069096
e	0.008432002655	0.0164346170946	0.006169769376	0.138609069	0.4560531652	0.07770178748	0.1180330146	0.178566614338
t	0.00181698192945	0.00387718171326	0.0019665213208	0.0289853434	0.682671548	0.132639412	0.096286281	0.05175659356
t	0.00336482417938	0.0046699067943	0.0029650267828	0.045697816	0.500572086	0.17767412056	0.1683040052	0.096752149786
ì	0.00395915541229	0.0074568889282	0.0055799648	0.0551653737	0.2131457608	0.22192567826	0.2087876598	0.283979544878
n	0.000267843443426	0.00233452571509	0.006444761	0.01843776418	0.33420125	0.26249562668	0.2736857916	0.1021323392
t	0.00562374287036	0.00741054833184	0.007419032698	0.02786189816	0.56488724254	0.09840961506	0.1783263754	0.110061465
a	0.00776542334806	0.0142828911526	0.00866111322	0.0430388886	0.219817831	0.2355213614	0.2819596842	0.1889527362
c	0.00069484603658	0.00313683383398	0.00124938167548	0.004483792176	0.17738498134	0.286964859	0.367058896	0.1590264692
h	0.00396298191217	0.00925836780124	0.0010476887806	0.00887496637	0.1335608548	0.3709932045	0.2661614	0.20614059105
r	0.00146122238013	0.0005360059698	0.000886115864	0.00734210888	0.11102818042	0.3894614088	0.2139316208	0.275353474172
ò	0.0396407733047	0.00782712530369	0.0009883158364	0.004520469928	0.09592974486	0.34191825034	0.272085968	0.237089301233
n	0.00379850261147	0.00169420337711	0.0010989112214	0.00330213992	0.0257137774	0.1854202558	0.52316686	0.2558053588
u	0.0579175674256	0.0228498835432	0.00686292908852	0.006886854374	0.05778185172	0.1892041658	0.477758312	0.1807383768
a	0.00775917837001	0.0117241791219	0.00433937353358	0.0101578886571	0.00755715496	0.205880329	0.558447704	0.194134354
m	0.000450653660848	0.00410115409522	0.00446741094152	0.012622804888	0.01036848912	0.1704576214	0.571777348	0.225754559
p	0.00465831103926	0.0138655295337	0.00114838888794	0.002219052195	0.01534033732	0.1705765728	0.638990852	0.1532009389
ì	0.00357577079294	0.00339575838274	0.00137999207026	0.00351671043364	0.00524887894	0.0831256768	0.576943668	0.322813515622
</S>	0.0521897800354	0.00869085031708	0.00217830343802	0.00843665892238	0.02114928219	0.06938708372	0.520682288	0.31728559
