 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a	0.844171234	0.01674215184	0.001244182962	0.004757141422	0.005187143152	0.008228738681	0.016740183929	0.0161950136556	0.0058829736702	0.018678332671	0.004810295387	0.0226189261924	0.0053734727884	0.0094605652452	0.000407025857	0.00577909281804	0.0020311419524	0.0015789838438	0.0010769309198	0.0020396635854	0.00699677373032
l	0.940481512	0.054603043	0.00255683049	0.0004083897812	0.000135038856	0.000132875001372	0.00010222426402	0.000334013369694	0.000174386662549	0.000228256668358	0.000131768292116	0.000136630081132	7.28002463224e-05	3.36302035838e-05	0.000119056248326	3.56822504182e-05	2.50855863578e-05	4.41169104788e-05	1.0739337648e-05	1.04839260507e-05	0.000223393852854
l	0.3528523538	0.2553983456	0.0961512827	0.071466766884	0.078862951024	0.008456082716	0.0180443126	0.0018983953398	0.0031944702942	0.004193277386	0.0055497598886	0.0028094904404	0.0061676263406	0.0106074135523	0.00413989150552	0.00566567431412	0.00216606493871	0.0121051284825	0.00158975133193	0.00437712953934	0.054303750496
ò	0.368721346	0.2280408894	0.037559642	0.08874708366	0.08317563388	0.051638952926	0.038186106728	0.006954819478	0.00443868682	0.014741171222	0.013806063972	0.009613843926	0.013567986058	0.00794787799	0.0036231227852	0.017393432062	0.005516005266	0.0013905191372	0.003386156648	0.0005119630172	0.001038708458
r	0.298523102	0.618720838	0.01551674648	0.00524890034	0.00805138297	0.0022079879868	0.003062283898	0.0009062026846	0.0013978973712	0.0040119313486	0.0005962787511	0.0037011874894	0.0010402039005	0.003674031265	0.00122425177	0.0039775314642	0.0009342890914	0.0015672065228	0.0016959474314	0.00341084310306	0.0205310624971
a	0.404051024	0.2403342594	0.0524913518	0.04206239414	0.128169606	0.02516350894	0.03123319526	0.00236146818	0.00136107652	0.01006979684	0.0075647593	0.006123352106	0.0068644899	0.01846115778	0.00667017144	0.0046624385298	0.0007774156172	0.002096504678	0.0006639442144	0.001075951359	0.007742319678
e	0.14122645808	0.638252078	0.1419404992	0.03078066176	0.03097173326	0.004688827586	0.001014742338	0.00271252235207	0.00109281795473	0.0018456381614	0.00133507346454	0.0008122369273	0.00097076868041	0.000325270337518	0.00077064605634	0.000291710109776	0.000237332084274	0.00014550935586	8.78032050624e-05	4.5421598143e-05	0.000452247033146
v	0.013870454086	0.4016259872	0.507545926	0.02229642702	0.01912554952	0.002559684348	0.004075564532	0.00244634577992	0.00128404159372	0.0022664771506	0.00057712742146	0.00162216488432	0.00041015241386	0.00180490303622	0.0005678393744	0.000264863032186	0.00118784560666	0.0004055465384	0.00068463946988	0.000174448873174	0.0152040269612
ò	0.01043683252	0.24654184876	0.2740593742	0.192406045	0.12863557514	0.01373456272	0.01924760208	0.00312038048	0.001640945354	0.007913236698	0.006684489008	0.0038750352754	0.007174459184	0.011295259664	0.00466916866	0.0025367699308	0.0024669601617	0.00233119451612	0.00283677925074	0.0039938783622	0.0543994770364
à	0.00729364048	0.422773536	0.414637909	0.0870407486	0.0172986515	0.00221932234	0.0412288763	0.001035069454	0.000897247476	0.000865447742	0.0005443913452	0.000618816148	0.0004073000574	0.00048228899	0.000621275416	0.000445553194	0.0001433838076	0.0002775063744	0.0001186644948	0.0002134000886	0.0008370150062
r	0.02091363822	0.0917073051	0.604892022	0.0593931986	0.03263137352	0.006616995154	0.005567914606	0.00074725394046	0.00362374054544	0.0085131328825	0.00234515611762	0.0145689990248	0.00290193571746	0.00572721322576	0.0065433277533	0.0220945011272	0.00182338085464	0.0398505851266	0.00222911659972	0.0341307942986	0.0331783706868
t	0.002918754052	0.0283410786	0.4460334896	0.2942287158	0.08284234344	0.00584581214	0.007116634278	0.0011652119834	0.0011645192644	0.003553650416	0.001713434182	0.001810104394	0.00222534026	0.003831045556	0.0021578619232	0.0017402172266	0.00104852524392	0.00173525285732	0.00145726266778	0.0035399599596	0.105530749249
e	0.00181712704	0.01333987992	0.10247744734	0.359526482	0.090599303	0.0331736476	0.05391259249	0.02154599266	0.01384737787	0.02341702202	0.0323961772	0.0204122398	0.0401903984	0.03390909814	0.02960467694	0.02532700988	0.0153958389	0.024086452028	0.021359124928	0.013882699744	0.02977939465
n	0.0005817235051	0.001370439034	0.0880195278	0.669904484	0.183129314	0.0257449219	0.00526810698	0.0045370646224	0.0034988811968	0.004866500062	0.00423207171424	0.0023983042368	0.00287100036214	0.001490462328	0.000735390296	0.000394783358	0.00030121724	0.000183911214	0.0001553052384	5.74383994e-05	0.00025900891
a	0.00131911504592	0.0049838002	0.118497134	0.5093196388	0.151515744	0.0308996872	0.01511769874	0.00345213498	0.009842962714	0.00568097902	0.01042044512	0.00396140782	0.01005694028	0.0130328744	0.01298977414	0.01211454604	0.003348022794	0.0071989080734	0.002622609166	0.003415669886	0.0702099442944
s	0.000642427602312	0.000357328782	0.0410023382	0.590669196	0.27831265	0.04268365	0.00842045562	0.00541871175	0.00660142103	0.00595921309	0.0045183199938	0.00471568434	0.0027945152434	0.0021219068228	0.001340617216	0.0006705511752	0.0009265518048	0.000326538188	0.0007937103474	0.0003933141476	0.001330886207
t	0.00205437968821	0.003004559208	0.01894581938	0.435352313	0.288095946	0.0466521662	0.0207430244	0.00436635756	0.0118433404152	0.006025224874	0.00776730775	0.0049934252	0.0080609127	0.009451182	0.014908150108	0.011026808088	0.0040398963506	0.0092894420724	0.0025182469432	0.002751210268	0.0881102014006
e	0.0011359630382	0.004275815348	0.02222266414	0.230334122	0.3091882254	0.0733324626	0.01840643114	0.0173604125	0.032550207572	0.03192308656	0.0415089184	0.03567962322	0.0406687178	0.0291031496	0.01294592122	0.02928423452	0.01414478832	0.008049555608	0.00887641336	0.013760997234	0.025248252924
