 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.930701084	0.0306039642	0.0019751543	0.002376861044	0.00374598768	0.001868709716	0.003506632628	0.002234084322	0.001403499432	0.003066193242	0.0009162684056	0.000791413184	0.0063346021584	0.0104755526696
p	0.3518696822	0.6310173998	0.00664402257	0.0016945158	0.0009368786992	0.0004434480354	0.000683502114	0.000325164706386	0.000209811576176	0.0025659921108	0.00266023328185	9.36946160019e-05	0.000161647950399	0.000694016227819
e	0.2200952898	0.39267549032	0.03149582107	0.10391690694	0.118465637284	0.006256939794	0.01039189286	0.006764216152	0.005762593092	0.0562736408832	0.013504190071	0.0015219810012	0.0147206777249	0.0181547021376
t	0.359791236444	0.5955510646	0.02054808328	0.006886138608	0.003887125994	0.001894666688	0.0016990154	0.001884417957	0.00124415114994	0.00231366465509	0.00259347836967	0.000342366207162	0.000908043093047	0.00045645638113
à	0.25321399186	0.43929806592	0.07446383866	0.0713486899	0.05417154608	0.0093387492994	0.014304744586	0.024771579231	0.008231369222	0.0147229573126	0.0097849850412	0.00545538217404	0.006812464513	0.0140815737143
c	0.067658119628	0.588802	0.1192587856	0.01722395404	0.06198849564	0.005782433562	0.038556618508	0.003580518686	0.0031172247588	0.0284696920808	0.0481197705388	0.0014982687538	0.00494680231932	0.0109973481702
i	0.393069564	0.2606904404	0.1985736732	0.05295072012	0.0131066073	0.00255930036	0.0108015336	0.00291082416	0.00266615922	0.0321584143	0.004692785216	0.000421690598	0.002025497374	0.0233728068
a	0.040150384784	0.1049288558	0.508162686	0.172852794	0.0686162214	0.02880162134	0.009378552988	0.02103622512	0.012336517906	0.0111664156114	0.0101230582006	0.00081693952144	0.00597964182714	0.0056501223204
e	0.00225064677852	0.03738331968	0.375610206	0.39980992	0.1252261538	0.01438539538	0.00800290572	0.00643097945	0.00512689893	0.005866817427	0.0142236466009	0.00138342001789	0.00103568027616	0.00326395333288
t	0.00085439318536	0.025439630834	0.1161944548	0.526588628	0.24138445	0.0255344224	0.0176674156	0.00971526318	0.006019058992	0.008502522118	0.0164835805335	0.00243160024019	0.00110378848629	0.002080652236
o	0.0061780900772	0.008470454116	0.0411074506	0.526331662	0.1958739086	0.023564525528	0.0604827996	0.02255743836	0.01244546098	0.027611703254	0.02284512001	0.005812730554	0.0175574524448	0.0291611170934
s	0.000328176652	0.0050134218	0.0695518526	0.436025816	0.365774222	0.0685335604	0.0294086172	0.00896139658	0.00421707616	0.00651217746	0.0022058401744	0.00116173305008	0.00064459450809	0.0016615354608
ò	0.00920605162124	0.0097476301828	0.03539626066	0.305941762	0.2907353868	0.03897025654	0.087257168	0.03071674974	0.01608683948	0.04933087538	0.0531240323	0.0085102086904	0.031388209008	0.03358855113
z	0.000466515011	0.00392828212	0.0404991678	0.1334542066	0.519382288	0.1228261118	0.143192173	0.0108360702	0.0037591335	0.00396175616	0.003512885708	0.001158046656	0.004882567484	0.008140670544
u	0.00846646673348	0.009436236844	0.0535167753	0.193914504	0.2261820292	0.1386759846	0.220547112	0.02433549854	0.02113106704	0.04140986594	0.00235323698	0.0041600770052	0.01399430436	0.041876941104
m	0.00041710623917	0.00046143408748	0.002557098346	0.0773570916	0.313084396	0.412524492	0.0768318526	0.07099243	0.0347405134	0.00446021388	0.0018306927304	0.0012485904646	0.000954244414	0.00253983072
e	0.00679295688858	0.0040659983006	0.01312828515	0.0785084882	0.3351329274	0.10615782952	0.151996604	0.0301308844	0.0164044986	0.13430715326	0.04342438566	0.0085529758972	0.056142069392	0.015255049666
e	0.000276901960712	0.00047054950799	0.0019072389532	0.0363157569	0.24369506	0.393078966	0.1564817854	0.121234932	0.0265183004	0.00776252934	0.00274450538	0.001757079966	0.001770550716	0.00598573224
s	0.000395778344041	0.000909626551992	0.001594868226	0.007602061188	0.1476669442	0.232697132	0.368377118	0.1362366492	0.0514693276	0.02295408236	0.0173442728728	0.00597141400668	0.00232693418066	0.004453905574
ò	0.00199406822569	0.00144714569794	0.0020400587362	0.012110799994	0.11750823006	0.0686747395	0.42552553	0.1086670394	0.0582883912	0.0872085894	0.0420916114	0.014862869068	0.02896941118	0.030611438196
z	0.000117065506017	0.00250780319751	0.0010482095868	0.0014562468006	0.0651205942	0.105951258	0.663358856	0.1131529232	0.022923079	0.00437650104	0.00295250946	0.00258978815	0.008125520648	0.0063197035
u	0.00396426733847	0.00388966558073	0.0055050838992	0.014663394124	0.0527337416	0.07329880914	0.435541748	0.18705256888	0.0423572778	0.054872237612	0.0102703231	0.007372521128	0.04381953844	0.064658882359
n	0.000181189301222	6.9864253764e-05	0.00022667436296	0.0029509329798	0.0060893254	0.070365115	0.0718074632	0.49999701	0.30047431	0.0266511814	0.01107452538	0.0030463983	0.001505219618	0.00556065976
f	0.00200169029352	0.00141456323723	0.00174173365328	0.0041016317914	0.01283727434	0.03394272272	0.251325159	0.286896919	0.116500231	0.1011543574	0.0811777512	0.025448840648	0.04438638532	0.03707082652
à	0.00126383239537	0.00112889554646	0.00100017394	0.004160870706	0.05034889626	0.01484511592	0.3167783846	0.1235310368	0.0559977674	0.05242924932	0.07374929628	0.04226797312	0.104813894	0.157684508136
i	0.000231573418228	0.00373106939829	0.0086454885742	0.004238185413	0.0469031785	0.0485112868	0.37132368	0.213691702	0.161165742	0.03231577314	0.0241234027	0.00563850104	0.04906176592	0.0304187012
o	0.000142501938571	0.000160529987943	0.00077665304127	0.000584426587378	0.0080309971676	0.04307827848	0.0528531952	0.2464867836	0.413608158	0.1578497418	0.05096515074	0.006382221748	0.00586229159	0.01321909044
g	0.00018771664336	0.000338210989185	0.00061593842352	0.000712748443476	0.002360692354	0.014794309032	0.04221510726	0.2495615594	0.40714907	0.182580552	0.052068335	0.02713076876	0.012009761738	0.008275352734
e	0.00334307633454	0.000351542580214	0.00065763426459	0.00335771903878	0.007974934808	0.018380809228	0.0580740052	0.1415695388	0.209059816	0.224421104	0.1629010718	0.0386666036	0.08301307672	0.048229003106
l	0.000191077854856	0.000190181237161	0.00068767446334	0.000335737259648	0.0022071901864	0.00923435632	0.023756010752	0.1876274974	0.25205744	0.2452374508	0.1482210988	0.0775809292	0.03082801638	0.02184531126
à	0.00256188000813	0.00038282187792	0.000308180906852	0.000941558245944	0.001530878224	0.0014696784728	0.039052868806	0.05135212394	0.049060744	0.129035473	0.3023066515	0.160823918	0.1909008772	0.070272331756
o	0.000174221450106	0.00378436876046	0.00609373748402	0.00240328725565	0.0367448325306	0.032872547544	0.082213881368	0.0862296106	0.0672555852	0.17971746226	0.1115425196	0.051011128	0.2689725764	0.0709843078
p	0.000257149074732	0.000365748740288	0.000813364266188	0.000477605729528	0.00860535763646	0.042925071288	0.0243693776342	0.101636526846	0.1703734402	0.182602595	0.1136560749	0.1429892232	0.08366534814	0.127263125
r	0.00403244651197	0.000256520701033	0.00101347907341	0.00102003926426	0.00124991289712	0.0009916954158	0.009399685372	0.0304829272	0.0404596204	0.255287434	0.2646881238	0.18606857592	0.1240810262	0.080968684756
ì	0.00205545303912	0.000650007657577	0.000758720150828	0.00183334225028	0.003910100584	0.002374188892	0.016583792434	0.048417189692	0.04599616454	0.09130037974	0.081847349	0.0849418502	0.26650978	0.35282171438
m	0.000182667815984	0.00155328475837	0.00461845213829	0.00179154010846	0.0444503543107	0.0589386600382	0.012309520016	0.03007957446	0.0279350938	0.06095253066	0.03334500974	0.0744300424	0.471681514	0.17773173
a	0.00403785514314	0.0053448151312	0.00285257190942	0.00228781974301	0.0036652446314	0.003255047248	0.0146656541	0.0224810198	0.0565492104	0.1387535162	0.14060664468	0.1266375652	0.3812900276	0.09757299434
n	0.000661097801441	0.000220057834219	0.0010223119809	0.000757744478908	0.0065039406328	0.025979613005	0.0044258651312	0.03527051957	0.0705732782	0.04049915628	0.06350595594	0.19948819966	0.229602394	0.32148982
a	0.00169197786492	0.000855831263402	0.000867469423551	0.00181645242162	0.00116506223009	0.00106599141192	0.004033713022	0.006895524596	0.0115870647	0.0297886586	0.0849077586	0.292141471	0.390136078	0.17304693969
