 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.920503854	0.0215281354	0.00906734731	0.009434761681	0.0043182402994	0.0015504076728	0.002963207078	0.0306340568797
r	0.8357425	0.1213370974	0.01526012106	0.00356037072	0.001287274159	0.0020656519022	0.0027303200623	0.0180165988681
t	0.4007672842	0.2329130712	0.1185189664	0.119697114908	0.0184954916852	0.0045041643067	0.00192711192954	0.103176778557
e	0.2114889298	0.3570035834	0.1223889452	0.129341246	0.0622953672	0.042508212864	0.027732327461	0.04724123259
n	0.1393749754	0.739416206	0.075207794	0.04091746172	0.002044199	0.0005490953932	0.0003337401396	0.0021564262134
a	0.02450381878	0.49785199	0.323875818	0.032853946	0.01869397246	0.012827222966	0.00429914882	0.0850940732858
i	0.038585759276	0.715209932	0.2307756994	0.01065348434	0.002210359846	0.0004122691618	0.0003102153122	0.00184225609
v	0.005258178444	0.460148554	0.332826109	0.15749378546	0.008804998834	0.0037503039776	0.001601943393	0.0301161773494
ò	0.00506757	0.11981354688	0.51309062	0.230869521	0.01281019302	0.0059606995	0.018267405476	0.094120391512
s	0.010690154406	0.21161199	0.610208648	0.146328882	0.0074092652	0.002685690954	0.001973254292	0.00909206607
t	0.0128728975488	0.082183979	0.506064046	0.2314592274	0.0069167742	0.001694625076	0.017096294785	0.141712134439
è	0.00577452074	0.09267447692	0.48579942	0.1008257528	0.0286872842	0.03201808102	0.100794970152	0.15342562788
o	0.0064760522088	0.03308810012	0.4164698218	0.46533241	0.0418826148	0.01247720936	0.007361144406	0.01691257568
s	0.0011055420832	0.0031112444	0.0905787934	0.733501438	0.1508823586	0.01336542434	0.002670780928	0.00478450846
t	0.00212375962422	0.006530988	0.0858271681	0.582647848	0.090084058	0.0238791236	0.018689462698	0.19021763675
u	0.0011153574292	0.068027882778	0.076585349	0.556244234	0.080614064	0.035929364	0.05763834044	0.123845310789
d	0.00047169438774	0.0013014681628	0.00814472224	0.418339158	0.498082598	0.0409813052	0.010482246	0.02219680656
i	0.0039554279872	0.0094354173	0.0289636148	0.471475556	0.2905636292	0.060603362	0.04993601696	0.085067007456
è	0.0020195448664	0.000730232634	0.0045588785	0.1223967927	0.614550734	0.113629009	0.0467039251	0.09541096992
o	0.0021149446367	0.0052385219674	0.015127333077	0.3090893094	0.497023662	0.1234777028	0.02560235634	0.02232635568
n	0.00128220286492	0.0018489091758	0.002595167152	0.0604628421	0.595233272	0.291913696	0.030948876	0.01571510962
a	0.0023570516778	0.0027745787404	0.004234468592	0.0601423898	0.36558299	0.28610745	0.14111749	0.13768339144
g	0.00038360703672	0.00032945082	0.001594824759	0.0098533570606	0.191570077	0.664053994	0.1007966348	0.03141799724
h	0.0026792124298	0.00345741633406	0.0056429401298	0.08382453924	0.123777933	0.4664220906	0.188092098	0.126103862348
e	0.0032539175994	0.003210854674	0.00629808644	0.017673637	0.1740043166	0.274643256	0.33218844	0.188727445609
t	0.00103287899426	0.0005828909902	0.0033913770128	0.0029926475372	0.03845533628	0.534327058	0.309889386	0.109328287
t	0.0053938564736	0.00540396123961	0.00706462978726	0.0163301169632	0.02331809694	0.406757766	0.39749568	0.138236087162
ò	0.000976581922168	0.00849764081342	0.00525617690854	0.01131303586	0.0761795404	0.1767739348	0.406373236	0.314629722076
m	0.000961902151181	0.00116333875031	0.00273889781487	0.00182027502	0.0403119836	0.224799179	0.507281338	0.22092304
e	0.0112777782373	0.0114929532161	0.0201054386643	0.0112034994	0.0320632971	0.4050028084	0.372404396	0.1364497604
s	0.000886621187812	0.00031507048394	0.00207972897476	0.0010394467076	0.00712700314	0.087409506	0.620488294	0.2806544
s	0.00179563092008	0.0021338397518	0.00279334833375	0.00449417443054	0.0057628681	0.118080842	0.621347228	0.243591998989
è	0.000350971157994	0.0012342122177	0.00269350668276	0.00704365289	0.01232643168	0.03956834514	0.507711598	0.429071067044
r	0.00046893586608	0.000498564135536	0.00106336314779	0.0005098562538	0.016514744212	0.0407986912	0.542130286	0.398015488
e	0.00907153198846	0.00192169431059	0.00541883285137	0.003016684846	0.00508347602	0.0630463096	0.626596074	0.28584529
</S>	0.000869828515	0.00035909304228	0.00312242357316	0.0013104403284	0.002065826152	0.01407668154	0.38361283	0.594582868
