 	forse	stanno	ancora	svegli	</S>
f	0.919714304	0.03876053316	0.0068130653566	0.002454569172	0.0322575388862
ò	0.83212774	0.107917655	0.02871956248	0.00437375458	0.0268612791591
r	0.751753546	0.1304183023	0.0203804556	0.0022558041695	0.095191902096
s	0.333530808	0.524865377172	0.041993395111	0.016890914789	0.0827194335419
i	0.3387021386	0.2995527028	0.05450151284	0.034004369972	0.273239150008
s	0.17876812669	0.764197618	0.03399204	0.00294075286	0.020101477616
t	0.0525999817	0.718065268	0.02993131828	0.04951706874	0.149886435468
è	0.13072102076	0.586129868	0.03122029034	0.11316250726	0.138766356366
o	0.0941782694	0.77075626	0.0794403758	0.004098356714	0.05152675656
n	0.001436284016	0.330527324	0.640715142	0.01189835918	0.01542279694
e	0.0201494273306	0.227558758	0.26930264434	0.1141709499	0.36881801842
a	0.0135057780528	0.0525954116	0.865811136	0.04360660644	0.0244811128
n	0.004267804518	0.01280977678	0.687890866	0.19754193392	0.09748968696
k	0.0102545864	0.0233716915	0.45444670122	0.2458123085	0.266114583706
ò	0.172300441806	0.0577734	0.1670364028	0.031868734	0.5710210492
r	0.088870965846	0.13625688968	0.2376696068	0.04303534636	0.4941669592
a	0.0585700085208	0.0834349722	0.647656438	0.0899872578	0.1203514152
a	0.0336768048288	0.040981393894	0.379950045	0.216425402	0.328966368
t	0.014402571248	0.006616746686	0.0602942078	0.80428041	0.1144060752
s	0.0261272794	0.0029216561	0.105401964756	0.56684376112	0.29870524
ù	0.075728482326	0.058421871354	0.04402340704	0.3531136014	0.4687125508
n	0.001381888054	0.0097798843894	0.03633944248	0.687192166	0.265306546
n	0.00473179058374	0.014789876945	0.0304970692	0.651614962	0.2983663928
i	0.089912957324	0.12203297288	0.01880183654	0.253043808	0.5162084048
t	0.003714118944	0.025986166042	0.053250859128	0.7282333	0.1888154396
i	0.0151718180189	0.0034155911954	0.028413087752	0.2277999748	0.7251996246
</S>	0.0255659439125	0.0417037592429	0.02619942613	0.2104543852	0.696076438
