 	voglio	che	Maria	venga	domani	</S>
i	0.731576716	0.1417118442	0.005011058956	0.017331419644	0.0488872847076	0.0554816906234
t	0.91074604	0.0442233718	0.0308656416	0.006299076886	0.00580964224	0.0020561699578
è	0.4564291872	0.0732475442	0.114825922294	0.0777692618206	0.080766455728	0.19696160568
l	0.90547262	0.0624243998	0.01902875836	0.004288282594	0.0043590158532	0.0044269275408
o	0.65194184	0.217317414	0.076874117666	0.00260694232	0.01628824878	0.034971559552
n	0.02873117226	0.752153654	0.1305903486	0.06363431084	0.01469407056	0.010196504716
a	0.02487748456	0.529697984	0.2253804512	0.07741946955	0.0240259807	0.118598580839
r	0.020522083162	0.3729175124	0.3690492208	0.1923300402	0.01381161114	0.031369562362
t	0.04209260474	0.43471467	0.192488702	0.06253129966	0.0603222376	0.207850508406
i	0.2205157288	0.366082424	0.04527071188	0.03620142966	0.00898143024	0.322948231584
à	0.0111884729645	0.19167116427	0.3146766594	0.2879614034	0.01229512532	0.18220709796
v	0.004837483805	0.03454014108	0.3310875354	0.1757373946	0.4294812634	0.02431618026
v	0.0154895422628	0.0790087672732	0.2532709666	0.0342516818	0.45957843	0.158400515995
r	0.04516661708	0.091818508	0.2366968768	0.1142408774	0.138273363172	0.373803708758
i	0.14828955245	0.26177328828	0.141585726	0.0453137778	0.032718236	0.370319337852
i	0.0323550005796	0.0545389039366	0.209383283238	0.381538072	0.0530359048	0.269148892
M	0.00205779711386	0.003547142458	0.037419938688	0.321533562	0.449413016	0.1860284454
a	0.0979927778196	0.13592854221	0.0414312882	0.1809620706	0.219244117	0.32444111166
r	0.050571351764	0.025529466872	0.07237143672	0.252156878	0.2753965192	0.3239742476
ì	0.0748012320866	0.144982246658	0.01023382982	0.10095017736	0.21074814566	0.4582843385
a	0.001768656276	0.001144943098	0.033426548386	0.1659254158	0.50366066	0.294073849
</S>	0.0119159146595	0.0102930986374	0.0105457778096	0.07658722474	0.072559374	0.81809871
