 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
e	0.68619219	0.0149700188	0.020652268168	0.09567943698	0.030130405204	0.0140333443804	0.0185874611856	0.0169266684491	0.0181068263265	0.0847213551646
M	0.972598818	0.023248144	0.000810518846	0.0028950150776	9.808781716e-05	0.00010162256622	5.5451438066e-05	2.3056721154e-05	2.064945316e-05	0.0001486329202
a	0.484744042	0.0911295744	0.2213591069	0.175177545289	0.012279320793	0.0043038200572	0.000882694669	0.0030281027104	0.001188670174	0.00590702921292
r	0.5234626678	0.114884811408	0.169331730478	0.054521756254	0.0182563794664	0.0280408463354	0.0114847983623	0.0307538164898	0.0373342682648	0.01192884982
ì	0.2955868362	0.0820671888	0.279782071844	0.17944792033	0.0382434065793	0.0722014195182	0.0207761771568	0.00776134738415	0.003087122683	0.0210467914486
a	0.426216366	0.3161231196	0.1374927784	0.04874185782	0.015766496268	0.017402961638	0.0120699191454	0.0045653744102	0.0033099463846	0.01831124988
à	0.0439464052	0.606015886	0.305092864	0.0369069426	0.00339245998	0.0025876572	0.0007976049432	0.00042077440742	0.00017802128056	0.0006615178073
r	0.02736566216	0.637352094	0.255224378	0.04410098381	0.009514283488	0.002794550006	0.0011624346044	0.001675532437	0.00213955294519	0.0186704634302
t	0.02544910778	0.3463611408	0.4355554514	0.075152495162	0.011115439716	0.0040650931864	0.00229410557988	0.0031925958516	0.0018114302728	0.0950030393518
e	0.02222541272	0.0969758815	0.408412414	0.1459492728	0.0364485952	0.01711205206	0.04958101862	0.03000213428	0.026816982162	0.166476242053
n	0.0019328675648	0.04243300462	0.545957246	0.34381134	0.045603029	0.01416625724	0.0041453228654	0.0009166830528	0.00024004220888	0.0007940253494
a	0.0071919969176	0.06788367616	0.46196562	0.2690863424	0.0365476874	0.00747537254	0.00317370868	0.0085933095	0.0062973126728	0.131785032935
s	0.0008870917048	0.01205897856	0.3519185052	0.483863454	0.1026264588	0.03336846044	0.007303265067	0.0029692877586	0.00159701904414	0.003407376398
t	0.00697084831308	0.021109360348	0.243495281	0.38994122	0.1343879406	0.02736857626	0.0106247418	0.0153818946	0.00853055258	0.14218963757
e	0.002951343362	0.01668644562	0.231811334	0.399208474	0.0957537742	0.06226791994	0.0312868083	0.0482457324	0.01406118646	0.0977268728818
m	0.00051713045	0.00459853582	0.091759306	0.491267666	0.304492838	0.0636944214	0.0200208557588	0.009951750534	0.00249841574294	0.0111992205
b	0.0191176263967	0.0072434466928	0.0621717728	0.471967888	0.2187441464	0.04598213524	0.01928177528	0.0112380937	0.01186339148	0.132389704282
r	0.001465276522	0.01537930184	0.1243986332	0.57682587	0.0804949816	0.0358677917	0.00676453116	0.0097813627128	0.006372991444	0.142649258062
ò	0.00843092666	0.07203425796	0.170383196	0.346966382	0.0885592932	0.03952975748	0.0239817362	0.0386500637	0.01709477324	0.19436968016
s	0.0057877628377	0.013910226396	0.0202486001	0.470427692	0.24890307	0.1002959944	0.072557734	0.03877880716	0.01463872006	0.01445147612
e	0.0157042354775	0.014939489286	0.0230568518	0.2156670928	0.3974572616	0.1002147588	0.1016712244	0.042000021	0.02186685908	0.06742224382
m	0.000283335443894	0.00156972424768	0.010052092116	0.08848213586	0.511824604	0.27728217	0.0662514354	0.03434348792	0.002018040244	0.00789299396
è	0.015116323743	0.00461149921902	0.012691908488	0.0812181898	0.360536665	0.17344322	0.1509499826	0.07029470628	0.021318685	0.109818691782
n	0.00458867767477	0.0047741760268	0.004747307334	0.070168905512	0.351627344	0.338097234	0.1111550612	0.079392954	0.00862004764	0.02682846716
a	0.0170445167814	0.0113417267994	0.011741029694	0.0494773608	0.212286868	0.314260792	0.2264118194	0.0485147344	0.01976175266	0.08915949708
m	0.000394441486172	0.0007906755592	0.003816850342	0.01304024192	0.072114612	0.40792735	0.2019564	0.2630943328	0.0112828258	0.02558230484
a	0.0239185030162	0.0022702167676	0.0044405056972	0.008531210594	0.067612782	0.1710890572	0.213766226	0.2817952262	0.069056008	0.157520382907
s	0.00034453550818	0.00074567181032	0.0033096415474	0.015463020988	0.0226478608	0.26782129	0.1213835648	0.473297814	0.0336598448	0.06132660356
t	0.00189188025956	0.002360104017	0.0026870026304	0.004400019748	0.0111710526	0.02458173766	0.074165114	0.43324601	0.229057278	0.2164396988
e	0.00181169881458	0.005079427841	0.0221315371	0.0225557774	0.0345333455	0.0546603286	0.0549873068	0.331871256	0.1635059	0.308863460845
p	0.00038647120988	0.0008411353456	0.0040806036298	0.008170293216	0.00566985768	0.06474600034	0.09099589768	0.519910832	0.169102614	0.13609613886
l	0.0129249091476	0.0012658247284	0.00225769319996	0.0039012490526	0.006418599192	0.00984795588	0.0282230858	0.3080186114	0.346358262	0.280783673329
ò	0.000319271559698	0.0010436842926	0.005169080918	0.0117179791489	0.00588108272	0.014625656	0.01605989758	0.2377453552	0.330588542	0.376849419118
n	0.00303673379566	0.000541874858	0.00195672974	0.00711475084	0.008928048092	0.01972029068	0.025622266946	0.1719702794	0.4868654	0.2742438114
n	0.0147712812227	0.005334749431	0.0051089097072	0.00466268731132	0.00689669454	0.01967693414	0.058471643	0.164680297	0.488851862	0.2315448108
i	0.0342159704013	0.0227126367474	0.033630240574	0.0826516618522	0.0130513274	0.0213992944	0.01788225374	0.07825990172	0.1888614958	0.50733518568
</S>	0.0002368076234	0.0013276862328	0.00726792159822	0.024778634305	0.0033720820877	0.028947660486	0.0450467524	0.1296704114	0.22328542	0.536066716
