 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.955280412	0.01696482794	0.004029765719	0.001797647412	0.0016914102686	0.0048201242326	0.0154157496637
o	0.785528968	0.1684753532	0.02172442434	0.006457210106	0.006562401678	0.00565638466	0.005595291186
n	0.629054508	0.22921913	0.0680190694	0.04635375436	0.010975971732	0.0016312592008	0.0147462239837
à	0.291412346	0.5214763308	0.12559443544	0.00832777284	0.020716773844	0.00292691984	0.0295453058884
b	0.0486948664	0.4907975034	0.26439324424	0.176590717546	0.0050993953588	0.0028572403272	0.0115670419184
b	0.083279332	0.59514277	0.27830865324	0.00709303886	0.001023190952	0.001197602188	0.033955513432
e	0.1271487652	0.436898072	0.2958162144	0.0263930838	0.006480190244	0.0182212990472	0.0890423928366
t	0.19398475974	0.35940713	0.281126659	0.1217185485	0.005507192426	0.0179695118366	0.020286294876
o	0.205738748766	0.4546713502	0.242930639614	0.03879968356	0.0328926879918	0.0116409816106	0.0133259329888
a	0.158159299448	0.064810938	0.37742254016	0.386256396	0.00669169618	0.0043641319	0.002294992715
t	0.002877096092	0.019571625	0.3203278508	0.568777432	0.0775665964	0.00627714586	0.004602185208
s	0.140738669672	0.082376486	0.16583407536	0.3223184436	0.1573476874	0.03571072626	0.095673860238
è	0.1257367748	0.174501068	0.1122581036	0.21047496	0.08403830832	0.08057750152	0.212413310212
k	0.0097490242	0.0309839877	0.3255195724	0.2262445044	0.13534744696	0.156072602004	0.1160828624
o	0.152919244288	0.02706110192	0.2829708752	0.3088490812	0.05965520812	0.06428701992	0.10425738114
r	0.004886575094	0.011399421622	0.2548554874	0.5138554078	0.1346885018	0.04142810728	0.03888659236
à	0.0769968638472	0.0475484175404	0.020250443	0.15342744154	0.4719146006	0.11358711054	0.11627510986
s	0.0003000348947	0.0011851438514	0.176973415602	0.0770650128	0.430071632	0.256341000148	0.0580637485
i	0.108206793534	0.020087123105	0.02170630688	0.04128840396	0.52160888	0.1560026082	0.1310996926
t	0.0143617913197	0.025154454901	0.021268511852	0.06108502304	0.474058462	0.306376827	0.0976948086
è	0.0127855149707	0.0147004703133	0.003546532376	0.00654401104	0.54382063	0.179567302	0.23903545788
l	9.0734594508e-05	0.00031778620506	0.0083942895656	0.01331175538	0.38286715	0.5620463692	0.0329719228
i	0.0195093988991	0.00434656831344	0.004019073877	0.003675587966	0.2988120406	0.518129624	0.15150780008
à	0.0255114044771	0.0323392269932	0.0044667014078	0.00511834737	0.08654979086	0.4859519244	0.360062542
s	6.04214351016e-05	0.000144151497708	0.00407669726708	0.00106042965788	0.03716265144	0.925419846	0.03207572564
p	0.00165482376547	0.00271747802677	0.00095844091434	0.000315503278	0.03184261596	0.752680788	0.2098304195
r	0.0205762694052	0.0133872313158	0.001858663612	0.000481019922	0.02506916444	0.3953016846	0.54332594836
o	0.0799005371148	0.0474871480567	0.014862152793	0.007153927992	0.06790310828	0.468405064	0.31428809804
</S>	0.030477994031	0.0202818826686	0.00198731498374	0.0024659308248	0.03988220152	0.188223946	0.716680716
