 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.921001248	0.02743550946	0.00730676254	0.010099551012	0.0031810933744	0.0038410393494	0.0029094910338	0.024225403828
à	0.804275888	0.160357233	0.01033661182	0.00940735983	0.0013945541302	0.0026182892124	0.00175704764	0.0098531212408
o	0.925130068	0.06750616826	0.002590193502	0.000665312834	0.0002895349778	0.00028620077864	0.00025381533652	0.00327871051185
c	0.1143768496	0.84611583	0.0232587091	0.00907993082	0.00097259088152	0.000335730706232	0.000310257187	0.00555028296454
e	0.1102733736	0.669690844	0.06703889066	0.02133496756	0.0041590225992	0.004330239716	0.0134497251174	0.109722867004
r	0.0652376528	0.886514918	0.0294913488	0.01269186666	0.000936190148	0.001524438769	0.001485325556	0.002118199412
k	0.029336640174	0.733161184	0.09077060906	0.0295261138	0.014477524984	0.013642863102	0.006527273622	0.082557712122
è	0.1393725458	0.566598926	0.0890564908	0.02256922822	0.02938096932	0.01909075922	0.01929502254	0.114636128018
o	0.0845971035	0.658110152	0.192781836	0.0271049706	0.004063528864	0.007124790608	0.01689674216	0.009320889334
n	0.00289283751786	0.220691738	0.665497752	0.0527766028	0.004449702124	0.013435634502	0.012494864052	0.027760867784
t	0.0049998106014	0.208916733	0.389775132	0.1056637446	0.0329581297	0.03053449592	0.03273522048	0.194416743821
a	0.01908425308	0.2807017086	0.310356204	0.112142181	0.052817082	0.0217766672	0.03529803474	0.16782385039
è	0.00107556817474	0.0203345918	0.781107752	0.156384098	0.02222300774	0.00883875386	0.00446492007	0.00557135822
n	0.00366830675112	0.0539159145	0.560691866	0.316453484	0.017638747	0.01988425595	0.01249508836	0.015252321824
a	0.00733200347421	0.03523198072	0.600328676	0.193602934	0.01495887486	0.015593519428	0.01275884234	0.120193162874
f	0.00079955306756	0.004639789706	0.121520886	0.569369982	0.2570389232	0.0368539948	0.00376532618	0.00601146082
ù	0.00466049182746	0.015966504416	0.0449933946	0.469280092	0.1873141577	0.0774137286	0.0282047106	0.172166992993
r	0.000533743889117	0.002238425788	0.1216197492	0.492138414	0.1176961498	0.147780458	0.03225225906	0.0857407221
n	0.00478403376857	0.008009681746	0.0392923678	0.5858739364	0.114088511	0.0573754332	0.0308932826	0.159682819288
o	0.03110561861	0.03425752982	0.0919231678	0.344992896	0.075960988	0.1517264116	0.04408241916	0.22595087068
k	0.0047251766678	0.0094801892598	0.0080854095	0.145713124	0.48621764	0.257192454	0.0339254438	0.0546606566
a	0.0067070371897	0.0183635539865	0.01791418188	0.220750816	0.359297322	0.1981618392	0.0573867526	0.121418444505
k	0.00643259079646	0.0169082848616	0.003994764696	0.0365813538	0.3600064168	0.48714323	0.0465827792	0.04235062802
à	0.00607122474765	0.0134971740811	0.008266062802	0.07632486868	0.2509911406	0.378890096	0.1001467008	0.165812646507
n	0.000270846986418	0.00045150793398	0.00953442152	0.07722660472	0.05361345776	0.59185039	0.1510696514	0.11598303
n	0.00924165231626	0.00866656535157	0.0094137924366	0.04747966688	0.10069189446	0.4896985034	0.174557974	0.160250028
i	0.0629835669078	0.020910299956	0.0325129465	0.09760438966	0.060897393	0.206887963	0.1606548716	0.3575486032
r	0.0068706943706	0.00991700811046	0.0030861493508	0.00689543154	0.0321381999	0.296790634	0.432174658	0.212127142
ù	0.00524778763021	0.00669221207072	0.0040116173344	0.0125620957	0.03570805266	0.2847370276	0.267222984	0.383818122925
s	0.000125002141623	0.000217511971684	0.0009644950634	0.002779327274	0.004732271166	0.12285323	0.603988834	0.2643392324
t	0.00366623447718	0.00251344205639	0.00187579318975	0.00637266582	0.015488414174	0.175204124	0.581109968	0.2137694754
i	0.0125491653738	0.0039213426372	0.007994372904	0.020208452734	0.01274317772	0.08512034334	0.396427228	0.4610358931
k	0.00704465832959	0.00687194751287	0.00236284590158	0.00249044478024	0.004656215202	0.02887346734	0.629870542	0.317829954
u	0.0104435063195	0.0231813842449	0.00625163227722	0.01062262542	0.00966055326	0.1032823916	0.404220642	0.43233727185
</S>	0.00584851018606	0.00792729577174	0.0018013464106	0.001594714644	0.00386188978	0.01645647344	0.41802106	0.544488678
