 	non	mi	aspetti	che	non	vengo	</S>
m	0.591808502	0.08146619918	0.023621952067	0.0118707164704	0.00634094298862	0.162870819801	0.122020893439
ì	0.3488956674	0.2590749954	0.2276724576	0.0312944535492	0.0052103590566	0.0512981364172	0.0765537932466
m	0.25358136184	0.5053826494	0.0325940872	0.02102028602	0.01529178612	0.16090896501	0.011220852846
e	0.0520606386	0.487619626	0.2325597405	0.07087102623	0.017356249532	0.086476917986	0.05305586706
m	0.0408346148	0.606205428	0.15610745	0.12219685716	0.00584493136	0.0374214820858	0.031389285684
ì	0.0209903654	0.3020353462	0.4916659214	0.0676587302	0.01138737037	0.0581425432	0.0481196678514
n	0.062152917154	0.2214790918	0.491038754	0.1347201109	0.0357448312	0.028594356772	0.02626993594
e	0.0242266455	0.1908802494	0.39102371	0.2060197232	0.0306104918	0.117764267	0.0394748543
k	0.0017803141212	0.010949809786	0.0976007654	0.616385182	0.229227514	0.02292985562	0.02112662176
a	0.027936831287	0.078672155026	0.0629640494	0.466110216	0.0876594574	0.16718423	0.109473185236
e	0.00245748556248	0.0045712954188	0.0460882076	0.320454868	0.498648224	0.0756329276	0.05214688332
n	0.002361574976	0.004949685859	0.03385451072	0.22655622	0.479182498	0.18755235988	0.065543221488
è	0.003935703892	0.009300516506	0.00722421094	0.0690353192	0.13095094	0.625125726	0.1544275723
r	0.00311365560784	0.00476234741995	0.0147242920542	0.021602002	0.2618028122	0.553543023	0.14045170986
k	0.00347209152628	0.00899306787384	0.0127941091129	0.03913864536	0.08781523859	0.81727974	0.030507147112
u	0.021096960926	0.03023806679	0.02305910538	0.0372790096	0.0578827119	0.668393662	0.162050445
m	0.00140955092154	0.00156667079307	0.050273788131	0.014016665494	0.09557284392	0.4436255888	0.393534774
e	0.00492862354528	0.00987992779571	0.0197599408719	0.01127713062	0.01495282806	0.725632132	0.213569369166
</S>	0.00094440403244	0.00169172467982	0.084907654786	0.0091303817	0.0144940283	0.242607018	0.6462247
